CID,HF_ID,HF_Type,HF_Status,HF_Imune,HF_Dia,HF_FPS,HF_DoBabies,HF_ANC,HF_MT,HF_MS,HF_MI,HF_TMInj,HF_EOC,HF_PNC,HF_SupA_Med,HF_SupA_MedEqp,HF_SupA_MedPers
213324849,6,Hospital,3,,,,,,,,,,,,,,
213324849,7,Blood Bank,3,,,,,,,,,,,,,,
213324952,1,Basic Health Unit,3,,,,,,,,,,,,,,
213324952,2,Rural Health Center,3,,,,,,,,,,,,,,
213324952,3,Clinic,3,,,,,,,,,,,,,,
213324952,4,Dispensary/pharmacy,3,,,,,,,,,,,,,,
213324952,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
213324952,6,Hospital,3,,,,,,,,,,,,,,
213324952,7,Blood Bank,3,,,,,,,,,,,,,,
213334950,1,Basic Health Unit,3,,,,,,,,,,,,,,
213334950,2,Rural Health Center,3,,,,,,,,,,,,,,
213334950,3,Clinic,3,,,,,,,,,,,,,,
213334950,4,Dispensary/pharmacy,3,,,,,,,,,,,,,,
213334950,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
213334950,6,Hospital,3,,,,,,,,,,,,,,
213334950,7,Blood Bank,3,,,,,,,,,,,,,,
213335051,1,Basic Health Unit,3,,,,,,,,,,,,,,
213335051,2,Rural Health Center,3,,,,,,,,,,,,,,
213335051,3,Clinic,3,,,,,,,,,,,,,,
213335051,4,Dispensary/pharmacy,3,,,,,,,,,,,,,,
213335051,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
213335051,6,Hospital,3,,,,,,,,,,,,,,
213335051,7,Blood Bank,3,,,,,,,,,,,,,,
214345253,1,Basic Health Unit,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
214345253,2,Rural Health Center,3,,,,,,,,,,,,,,
214345253,3,Clinic,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
214345253,4,Dispensary/pharmacy,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
214345253,5,Private Medical Practitioner,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
214345253,6,Hospital,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
214345253,7,Blood Bank,3,,,,,,,,,,1.0,1.0,0.0,0.0,1.0
214355354,1,Basic Health Unit,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
214355354,2,Rural Health Center,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
214355354,3,Clinic,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
214355354,4,Dispensary/pharmacy,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214355354,5,Private Medical Practitioner,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
214355354,6,Hospital,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
214355354,7,Blood Bank,3,,,,,,,,,,,,,,
214365455,1,Basic Health Unit,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
214365455,2,Rural Health Center,3,,,,,,,,,,,,,,
214365455,3,Clinic,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
214365455,4,Dispensary/pharmacy,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
214365455,5,Private Medical Practitioner,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
214365455,6,Hospital,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
214365455,7,Blood Bank,3,,,,,,,,,,,,,,
214365556,1,Basic Health Unit,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,
214365556,2,Rural Health Center,3,,,,,,,,,,,,,,
214365556,3,Clinic,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,
214365556,4,Dispensary/pharmacy,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,
214365556,5,Private Medical Practitioner,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
214365556,6,Hospital,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
214365556,7,Blood Bank,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
215385657,1,Basic Health Unit,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
215385657,2,Rural Health Center,3,,,,,,,,,,,,,,
215385657,3,Clinic,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
215385657,4,Dispensary/pharmacy,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
215385657,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
215385657,6,Hospital,2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
215385657,7,Blood Bank,3,,,,,,,,,,,,,,
215395758,1,Basic Health Unit,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
215395758,2,Rural Health Center,3,,,,,,,,,,,,,,
215395758,3,Clinic,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
215395758,4,Dispensary/pharmacy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
215395758,5,Private Medical Practitioner,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,
215395758,6,Hospital,3,,,,,,,,,,,,,,
215395758,7,Blood Bank,3,,,,,,,,,,,,,,
215395859,1,Basic Health Unit,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
215395859,2,Rural Health Center,3,,,,,,,,,,0.0,0.0,1.0,1.0,1.0
215395859,3,Clinic,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
215395859,4,Dispensary/pharmacy,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
215395859,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
215395859,6,Hospital,3,,,,,,,,,,,,,,
215395859,7,Blood Bank,3,,,,,,,,,,,,,,
215405960,1,Basic Health Unit,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
215405960,2,Rural Health Center,3,,,,,,,,,,,,,,
215405960,3,Clinic,3,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
215405960,4,Dispensary/pharmacy,3,,,,,,,,,,,,,,
215405960,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
215405960,6,Hospital,3,,,,,,,,,,,,,,
215405960,7,Blood Bank,3,,,,,,,,,,,,,,
216416061,1,Basic Health Unit,3,,,,,,,,,,,,,,
216416061,2,Rural Health Center,3,,,,,,,,,,0.0,0.0,1.0,1.0,1.0
216416061,3,Clinic,3,,,,,,,,,,,,,,
216416061,4,Dispensary/pharmacy,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
216416061,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
216416061,6,Hospital,3,,,,,,,,,,,,,,
216416061,7,Blood Bank,3,,,,,,,,,,,,,,
216416162,1,Basic Health Unit,3,,,,,,,,,,,,,,
216416162,2,Rural Health Center,3,,,,,,,,,,,,,,
216416162,3,Clinic,3,,,,,,,,,,,,,,
216416162,4,Dispensary/pharmacy,3,,,,,,,,,,,,,,
216416162,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
216416162,6,Hospital,3,,,,,,,,,,,,,,
216416162,7,Blood Bank,3,,,,,,,,,,,,,,
216426263,1,Basic Health Unit,3,,,,,,,,,,,,,,
216426263,2,Rural Health Center,3,,,,,,,,,,,,,,
216426263,3,Clinic,3,,,,,,,,,,,,,,
216426263,4,Dispensary/pharmacy,3,,,,,,,,,,0.0,0.0,1.0,0.0,0.0
216426263,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
216426263,6,Hospital,3,,,,,,,,,,,,,,
216426263,7,Blood Bank,3,,,,,,,,,,,,,,
216436364,1,Basic Health Unit,3,,,,,,,,,,,,,,
216436364,2,Rural Health Center,3,,,,,,,,,,,,,,
216436364,3,Clinic,3,,,,,,,,,,,,,,
216436364,4,Dispensary/pharmacy,3,,,,,,,,,,0.0,0.0,1.0,0.0,1.0
216436364,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
216436364,6,Hospital,3,,,,,,,,,,,,,,
216436364,7,Blood Bank,3,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
217446465,1,Basic Health Unit,3,,,,,,,,,,,,,,
217446465,2,Rural Health Center,3,,,,,,,,,,,,,,
217446465,3,Clinic,3,,,,,,,,,,,,,,
217446465,4,Dispensary/pharmacy,3,,,,,,,,,,0.0,0.0,1.0,1.0,1.0
217446465,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
217446465,6,Hospital,3,,,,,,,,,,0.0,0.0,1.0,1.0,1.0
217446465,7,Blood Bank,3,,,,,,,,,,,,,,
217446566,1,Basic Health Unit,3,,,,,,,,,,0.0,0.0,1.0,0.0,1.0
217446566,2,Rural Health Center,3,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
217446566,3,Clinic,3,,,,,,,,,,,,,,
217446566,4,Dispensary/pharmacy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
217446566,5,Private Medical Practitioner,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
217446566,6,Hospital,3,,,,,,,,,,,,,,
217446566,7,Blood Bank,3,,,,,,,,,,,,,,
217446667,1,Basic Health Unit,3,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
217446667,2,Rural Health Center,3,,,,,,,,,,,,,,
217446667,3,Clinic,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
217446667,4,Dispensary/pharmacy,3,,,,,,,,,,0.0,0.0,1.0,1.0,1.0
217446667,5,Private Medical Practitioner,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
217446667,6,Hospital,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
217446667,7,Blood Bank,3,,,,,,,,,,,,,,
217456768,1,Basic Health Unit,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
217456768,2,Rural Health Center,3,,,,,,,,,,,,,,
217456768,3,Clinic,3,,,,,,,,,,,,,,
217456768,4,Dispensary/pharmacy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
217456768,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
217456768,6,Hospital,3,,,,,,,,,,,,,,
217456768,7,Blood Bank,3,,,,,,,,,,,,,,
318466869,1,Basic Health Unit,3,,,,,,,,,,,,,,
318466869,2,Rural Health Center,3,,,,,,,,,,,,,,
318466869,3,Clinic,3,,,,,,,,,,0.0,0.0,1.0,1.0,1.0
318466869,4,Dispensary/pharmacy,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
318466869,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
318466869,6,Hospital,3,,,,,,,,,,,,,,
318466869,7,Blood Bank,3,,,,,,,,,,,,,,
318466970,1,Basic Health Unit,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
318466970,2,Rural Health Center,3,,,,,,,,,,,,,,
318466970,3,Clinic,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
318466970,4,Dispensary/pharmacy,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
318466970,5,Private Medical Practitioner,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
318466970,6,Hospital,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
318466970,7,Blood Bank,3,,,,,,,,,,,,,,
318467071,1,Basic Health Unit,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
318467071,2,Rural Health Center,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
318467071,3,Clinic,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
318467071,4,Dispensary/pharmacy,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
318467071,5,Private Medical Practitioner,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
318467071,6,Hospital,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
318467071,7,Blood Bank,3,,,,,,,,,,,,,,
318467172,1,Basic Health Unit,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
318467172,2,Rural Health Center,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
318467172,3,Clinic,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
318467172,4,Dispensary/pharmacy,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
318467172,5,Private Medical Practitioner,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
318467172,6,Hospital,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
318467172,7,Blood Bank,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
319477273,1,Basic Health Unit,3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
319477273,2,Rural Health Center,3,,,,,,,,,,,,,,
319477273,3,Clinic,3,,,,,,,,,,,,,,
319477273,4,Dispensary/pharmacy,3,,,,,,,,,,,,,,
319477273,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
319477273,6,Hospital,3,,,,,,,,,,,,,,
319477273,7,Blood Bank,3,,,,,,,,,,,,,,
319477274,1,Basic Health Unit,3,,,,,,,,,,,,,,
319477274,2,Rural Health Center,3,,,,,,,,,,,,,,
319477274,3,Clinic,3,,,,,,,,,,,,,,
319477274,4,Dispensary/pharmacy,3,,,,,,,,,,,,,,
319477274,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
319477274,6,Hospital,3,,,,,,,,,,,,,,
319477274,7,Blood Bank,3,,,,,,,,,,,,,,
319477374,1,Basic Health Unit,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
319477374,2,Rural Health Center,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
319477374,3,Clinic,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
319477374,4,Dispensary/pharmacy,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
319477374,5,Private Medical Practitioner,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
319477374,6,Hospital,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
319477374,7,Blood Bank,3,,,,,,,,,,,,,,
319487476,1,Basic Health Unit,3,,,,,,,,,,,,,,
319487476,2,Rural Health Center,3,,,,,,,,,,,,,,
319487476,3,Clinic,3,,,,,,,,,,0.0,0.0,1.0,0.0,1.0
319487476,4,Dispensary/pharmacy,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
319487476,5,Private Medical Practitioner,3,,,,,,,,,,,,,,
319487476,6,Hospital,3,,,,,,,,,,,,,,
319487476,7,Blood Bank,3,,,,,,,,,,,,,,
215395758,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
215395758,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
215395758,3,MATERNAL AND CHILD HEALTH CENTER,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
215395758,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
215395758,5,PUBLIC DISPENSARY,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
215395758,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
215395758,7,PRIVATE CLINIC,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
215395758,8,PRIVATE HOSPITAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
213324952,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
213324952,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
213324952,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
213324952,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
213324952,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
213324952,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
213324952,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
213324952,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
102030405,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
102030405,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
102030405,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,0.0,0.0,1.0,0.0,1.0
102030405,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
102030405,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
102030405,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
102030405,7,PRIVATE CLINIC,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
102030405,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
105111819,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
105111819,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
105111819,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
105111819,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
105111819,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
105111819,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
105111819,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
105111819,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
105121920,1,BASIC HEALTH UNIT (SMALLER),1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
105121920,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
105121920,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
105121920,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
105121920,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
105121920,6,PRIVATE MEDICAL PRACTITIONER,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
105121920,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
105121920,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
107162526,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
107162526,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
107162526,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
107162526,4,PUBLIC HOSPITAL,3,,,,,,,,,,0.0,0.0,1.0,1.0,1.0
107162526,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
107162526,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
107162526,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
107162526,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
104081415,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
104081415,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
104081415,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
104081415,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
104081415,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
104081415,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,0.0,0.0,1.0,0.0,1.0
104081415,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
104081415,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
104091516,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
104091516,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
104091516,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
104091516,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
104091516,5,PUBLIC DISPENSARY,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
104091516,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
104091516,7,PRIVATE CLINIC,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
104091516,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
101010101,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
101010101,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
101010101,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
101010101,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
101010101,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
101010101,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
101010101,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
101010101,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
101010101,9,ATAE DOCTOR,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
217446566,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
217446566,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
217446566,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
217446566,4,PUBLIC HOSPITAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
217446566,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
217446566,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
217446566,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
217446566,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
318466970,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
318466970,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
318466970,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
318466970,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
318466970,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
318466970,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
318466970,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
318466970,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
318467172,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
318467172,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
318467172,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
318467172,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
318467172,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
318467172,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
318467172,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
318467172,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
217456768,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
217456768,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
217456768,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
217456768,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
217456768,5,PUBLIC DISPENSARY,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
217456768,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
217456768,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
217456768,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
112314748,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
112314748,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
112314748,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
112314748,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
112314748,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
112314748,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
112314748,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
112314748,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
213324950,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
213324950,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
213324950,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
213324950,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
213324950,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
213324950,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
213324950,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
213324950,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
213324849,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
213324849,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
213324849,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
213324849,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
213324849,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
213324849,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
213324849,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
213324849,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
112304546,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
112304546,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
112304546,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
112304546,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
112304546,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
112304546,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
112304546,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
112304546,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
217446465,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
217446465,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
