Survey_Round,CID,Community,CCI_NoHH,CCI_NoHH_5y,CCI_TP,CCI_TP_5y,CCI_RSI,CCI_RSI_FIntro,CCI_RSE,CCI_RSE_FIntro,CCI_NCMR,CCI_NC_Name,CCI_NC_DistKM,CCI_MoT,CCI_MoT_5y,CCI_MoT_NCTime,CCI_PT_VtNC,CCI_PTVtNC_5y,CCI_PTVtNC_CostRs,CCI_PTVtNC_CPPR_5y,CCI_HHMark,CCI_CC_DistKM,CCI_CC_Name,CCI_CC_TimeMins,CCI_CC_TimeMins_5y,CCI_PTVtCC,CCI_PTVtCC_5y,CCI_PTVtCC_CostRs,CCI_PTVtCC_CostRs_5y,CCI_PO_DistKM,CCI_PO_DistKM_5y,CCI_RS,CCI_RS_5y,CCI_VElec,CCI_VElec_5y,CCI_VElec_FIntro,CCI_NBEC,CCI_NBEC_5y,CCI_UnoffFees,CCI_UnoffFees_Cost,CCI_HHGas,CCI_HHGas_5y,CCI_HHGas_FIntro,CCI_HHSGas,CCI_HHSGas_5y,CCI_HHSGas_FIntro,CCI_Tele,CCI_Tele_5y,CCI_NBtele,CCI_Nbtele_5y,CCI_Cell,CCI_Cell_FIntro,CCI_Sew,CCI_Sew_FIntro,CCI_DS,CCI_DS_FIntro,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,CCI_HH_0Acer,CCI_HH_1Acer,CCI_HH_2Acer,CCI_HH_5Acer,CCI_HH_mt5Acer
1,213335051,4,70.0,40.0,600.0,450.0,1.0,1979.0,2.0,1979.0,1.0,KHORWAH,3.0,6.0,6.0,30.0,1.0,1.0,10.0,10.0,3.0,3.0,KHORWAH,30.0,30.0,1.0,1.0,10.0,2.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,2009.0,0.0,0.0,,0.0,,,,1.0,2010.0,0.0,,0.0,,2133351514.0,2,13,33.0,50.0,51,,,,,
1,214345253,1,130.0,500.0,1000.0,2000.0,2.0,2006.0,2.0,1979.0,1.0,DADU,14.0,5.0,5.0,90.0,1.0,1.0,30.0,10.0,3.0,14.0,DADUCITY,90.0,120.0,1.0,1.0,30.0,10.0,3.0,3.0,1.0,1.0,1.0,1.0,1979.0,40.0,40.0,1.0,50.0,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2004.0,0.0,,0.0,,2143452531.0,2,14,34.0,52.0,53,,,,,
1,214355354,2,300.0,225.0,1200.0,900.0,1.0,1979.0,2.0,2007.0,1.0,JAMSHOOR,26.0,6.0,6.0,35.0,1.0,1.0,30.0,15.0,1.0,40.0,HYDERABAD MARKET,50.0,75.0,1.0,1.0,60.0,40.0,4.0,4.0,1.0,1.0,1.0,1.0,1985.0,20.0,20.0,1.0,25.0,1.0,1.0,2005.0,0.0,0.0,,0.0,,,,1.0,2008.0,0.0,,0.0,,2143553542.0,2,14,35.0,53.0,54,,,,,
1,214365455,3,90.0,80.0,450.0,367.0,1.0,,4.0,2009.0,0.0,WAHI PANDI,6.0,8.0,1.0,20.0,0.0,0.0,,,2.0,6.0,MANDI WAHIPANDI,20.0,40.0,0.0,0.0,,,30.0,30.0,0.0,0.0,1.0,0.0,2009.0,15.0,,1.0,10.0,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2006.0,0.0,,0.0,,2143654553.0,2,14,36.0,54.0,55,,,,,
1,214375556,4,200.0,150.0,1000.0,800.0,1.0,1979.0,2.0,2000.0,1.0,KHAIRPUR,7.0,4.0,4.0,30.0,1.0,1.0,30.0,10.0,2.0,6.0,FATAH PUR,25.0,15.0,1.0,1.0,30.0,10.0,7.0,7.0,0.0,0.0,1.0,1.0,1995.0,10.0,10.0,1.0,15.0,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2008.0,1.0,1979.0,0.0,,2143755564.0,2,14,37.0,55.0,56,,,,,
1,215385657,1,250.0,200.0,800.0,600.0,1.0,2000.0,3.0,2000.0,1.0,KHIPRO,12.0,5.0,5.0,60.0,1.0,1.0,30.0,20.0,3.0,12.0,KHIPRO,60.0,60.0,1.0,1.0,60.0,30.0,12.0,12.0,0.0,0.0,1.0,1.0,1988.0,30.0,30.0,1.0,50.0,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2006.0,0.0,,0.0,,2153856571.0,2,15,38.0,56.0,57,,,,,
1,215395758,2,500.0,400.0,2500.0,2000.0,3.0,2007.0,2.0,2007.0,1.0,SANGHAR,18.0,5.0,5.0,30.0,1.0,1.0,40.0,20.0,3.0,18.0,SANGHAR,30.0,30.0,1.0,1.0,40.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,90.0,90.0,1.0,50.0,1.0,1.0,2002.0,1.0,0.0,2009.0,1.0,1998.0,1.0,15.0,1.0,2007.0,0.0,,0.0,,2153957582.0,2,15,39.0,57.0,58,,,,,
1,215395859,3,100.0,80.0,500.0,400.0,2.0,1979.0,2.0,1979.0,1.0,SANGHAR,20.0,5.0,5.0,40.0,1.0,1.0,30.0,15.0,3.0,20.0,SANGHAR,40.0,30.0,1.0,1.0,30.0,15.0,4.0,4.0,0.0,0.0,1.0,1.0,1995.0,30.0,30.0,1.0,50.0,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2006.0,0.0,,0.0,,2153958593.0,2,15,39.0,58.0,59,,,,,
1,215405960,4,175.0,103.0,835.0,545.0,1.0,1979.0,1.0,1979.0,1.0,JHOL,15.0,4.0,4.0,40.0,1.0,1.0,30.0,20.0,3.0,15.0,JHOL,80.0,85.0,1.0,1.0,50.0,35.0,15.0,15.0,0.0,0.0,1.0,1.0,1998.0,30.0,30.0,1.0,50.0,0.0,0.0,,0.0,0.0,,1.0,2004.0,1.0,15.0,1.0,2006.0,0.0,,0.0,,2154059604.0,2,15,40.0,59.0,60,,,,,
1,216416061,1,450.0,450.0,4000.0,3500.0,3.0,2007.0,2.0,2000.0,1.0,JACOBABAD,10.0,1.0,1.0,85.0,0.0,0.0,,,3.0,10.0,JACOBABAD,85.0,90.0,0.0,0.0,,,10.0,10.0,0.0,0.0,1.0,1.0,1985.0,30.0,30.0,0.0,,0.0,0.0,,1.0,0.0,2010.0,0.0,,,,1.0,2004.0,0.0,,0.0,,2164160611.0,2,16,41.0,60.0,61,,,,,
1,216416162,2,32.0,50.0,120.0,160.0,1.0,1979.0,1.0,1979.0,1.0,JACOBABAD,15.0,4.0,2.0,60.0,1.0,1.0,20.0,10.0,3.0,15.0,JACOBABAD,60.0,120.0,1.0,1.0,20.0,5.0,15.0,15.0,0.0,0.0,1.0,0.0,1979.0,60.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2004.0,0.0,,0.0,,2164161622.0,2,16,41.0,61.0,62,,,,,
1,216426263,3,120.0,100.0,1500.0,1400.0,1.0,1979.0,1.0,1979.0,1.0,KASHMORE,18.0,8.0,5.0,25.0,1.0,1.0,30.0,10.0,3.0,15.0,BAKSHA PUR,30.0,30.0,1.0,1.0,25.0,5.0,30.0,30.0,0.0,0.0,1.0,1.0,1988.0,12.0,12.0,1.0,10.0,1.0,0.0,2008.0,0.0,0.0,,0.0,,,,1.0,2004.0,0.0,,0.0,,2164262633.0,2,16,42.0,62.0,63,,,,,
1,216436364,4,87.0,117.0,1100.0,1300.0,1.0,1979.0,1.0,1979.0,1.0,TANGWANI,11.0,8.0,3.0,60.0,0.0,0.0,,,3.0,22.0,KANDHKOT,90.0,90.0,0.0,0.0,,,11.0,11.0,0.0,0.0,1.0,0.0,2009.0,5.0,,1.0,30.0,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2004.0,0.0,,0.0,,2164363644.0,2,16,43.0,63.0,64,,,,,
1,217446465,1,70.0,70.0,490.0,439.0,1.0,1979.0,1.0,2003.0,1.0,TANDO MUHAMMAD KHAN,20.0,6.0,6.0,60.0,0.0,0.0,,,3.0,20.0,TANDO MUHAMMAD KHAN,60.0,60.0,0.0,0.0,,,20.0,20.0,0.0,0.0,1.0,1.0,2003.0,30.0,45.0,1.0,10.0,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2008.0,0.0,,0.0,,2174464651.0,2,17,44.0,64.0,65,,,,,
1,217446566,2,200.0,140.0,900.0,730.0,1.0,1979.0,2.0,1979.0,1.0,TIMO JALANI,3.0,1.0,1.0,30.0,0.0,0.0,,,3.0,3.0,TIMO JALANI,30.0,50.0,1.0,0.0,10.0,,8.0,8.0,0.0,0.0,1.0,0.0,2009.0,120.0,,1.0,20.0,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2005.0,0.0,,0.0,,2174465662.0,2,17,44.0,65.0,66,,,,,
1,217446667,3,160.0,160.0,735.0,570.0,1.0,1979.0,2.0,1979.0,0.0,TANDO MUHAMMAD KHAN,5.0,8.0,8.0,10.0,0.0,0.0,,,3.0,5.0,RALE MILL,30.0,30.0,0.0,0.0,,,5.0,5.0,1.0,1.0,1.0,0.0,2010.0,90.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2005.0,0.0,,0.0,,2174466673.0,2,17,44.0,66.0,67,,,,,
1,217456768,4,174.0,150.0,870.0,770.0,1.0,1979.0,3.0,1979.0,1.0,KANOTH,1.0,1.0,1.0,15.0,0.0,0.0,,,3.0,4.0,HALA,30.0,30.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,1.0,2007.0,0.0,,0.0,,2174567684.0,2,17,45.0,67.0,68,,,,,
1,318466869,1,600.0,450.0,2400.0,1500.0,2.0,1990.0,2.0,2000.0,1.0,PESHWAR,15.0,5.0,5.0,15.0,1.0,1.0,25.0,10.0,3.0,10.0,PANDO,45.0,60.0,1.0,1.0,25.0,10.0,4.0,4.0,0.0,0.0,1.0,1.0,1979.0,50.0,60.0,1.0,30.0,1.0,1.0,2000.0,0.0,0.0,,1.0,1990.0,20.0,20.0,1.0,2004.0,0.0,,0.0,,3184668691.0,3,18,46.0,68.0,69,,,,,
1,318466970,2,200.0,160.0,1600.0,1300.0,1.0,1995.0,4.0,1979.0,1.0,PABBI,10.0,5.0,5.0,30.0,1.0,1.0,20.0,10.0,3.0,10.0,PABBI,30.0,30.0,1.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1979.0,30.0,30.0,0.0,,1.0,1.0,2004.0,1.0,1.0,2008.0,1.0,2004.0,20.0,20.0,1.0,2002.0,0.0,,0.0,,3184669702.0,3,18,46.0,69.0,70,,,,,
1,318467071,3,300.0,250.0,2500.0,2000.0,2.0,1979.0,2.0,1979.0,1.0,NOWSHERA,17.0,4.0,4.0,45.0,1.0,1.0,35.0,20.0,3.0,17.0,NOWSHERA,45.0,30.0,1.0,1.0,35.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1979.0,30.0,5.0,1.0,30.0,1.0,1.0,2002.0,0.0,0.0,,1.0,2002.0,2.0,30.0,1.0,2004.0,0.0,,0.0,,3184670713.0,3,18,46.0,70.0,71,,,,,
1,318467172,4,300.0,250.0,1500.0,1200.0,1.0,1985.0,4.0,1979.0,1.0,KHAIR ABAD,18.0,5.0,5.0,30.0,1.0,1.0,40.0,20.0,3.0,18.0,KHAIR ABAD,30.0,45.0,1.0,1.0,40.0,20.0,18.0,18.0,0.0,0.0,1.0,1.0,1988.0,120.0,120.0,1.0,40.0,1.0,1.0,2000.0,0.0,0.0,,0.0,,,,1.0,2006.0,0.0,,0.0,,3184671724.0,3,18,46.0,71.0,72,,,,,
1,319477273,1,75.0,60.0,800.0,600.0,1.0,1979.0,1.0,1979.0,1.0,QLANDARABAD,20.0,1.0,5.0,130.0,1.0,1.0,15.0,10.0,3.0,20.0,QLANDARABAD,30.0,30.0,0.0,0.0,,,20.0,20.0,0.0,0.0,1.0,1.0,1979.0,90.0,365.0,1.0,30.0,1.0,1.0,2000.0,0.0,0.0,,1.0,1990.0,60.0,200.0,1.0,2005.0,0.0,,0.0,,3194772731.0,3,19,47.0,72.0,73,,,,,
1,319477274,2,106.0,90.0,1200.0,950.0,1.0,1979.0,3.0,1979.0,1.0,ABBOTABAD,15.0,5.0,5.0,60.0,1.0,1.0,25.0,12.0,3.0,15.0,ABBOTABAD,60.0,60.0,1.0,1.0,25.0,12.0,6.0,6.0,0.0,0.0,1.0,1.0,1979.0,6.0,6.0,0.0,,1.0,1.0,2000.0,0.0,0.0,,1.0,1990.0,15.0,60.0,1.0,2005.0,0.0,,0.0,,3194772742.0,3,19,47.0,72.0,74,,,,,
1,319477375,3,90.0,80.0,500.0,450.0,3.0,2005.0,4.0,1979.0,1.0,CHATTAR PLAN,3.0,5.0,5.0,20.0,1.0,1.0,20.0,10.0,3.0,3.0,CHATTAR,20.0,20.0,1.0,1.0,20.0,10.0,3.0,3.0,0.0,0.0,1.0,1.0,1979.0,250.0,365.0,0.0,,1.0,1.0,2005.0,0.0,0.0,,1.0,1999.0,120.0,200.0,1.0,2002.0,0.0,,0.0,,3194773753.0,3,19,47.0,73.0,75,,,,,
1,319487476,4,200.0,150.0,1600.0,1000.0,5.0,1979.0,3.0,1979.0,1.0,GARHI HABIB ULLAH,1.0,5.0,5.0,10.0,1.0,1.0,15.0,10.0,3.0,1.0,GARI HABIB ULLAH,10.0,10.0,1.0,1.0,15.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,1992.0,300.0,365.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,2000.0,20.0,150.0,1.0,2005.0,0.0,,0.0,,3194874764.0,3,19,48.0,74.0,76,,,,,
1,101010101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010101011.0,1,1,,,1,170.0,5.0,10.0,5.0,10.0
1,101010202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010102022.0,1,1,,,2,25.0,5.0,0.0,3.0,7.0
1,101010203,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010102033.0,1,1,,,3,135.0,0.0,20.0,5.0,5.0
1,101020304,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010203044.0,1,1,,,4,71.0,30.0,45.0,50.0,4.0
1,102030405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020304051.0,1,2,,,5,140.0,40.0,20.0,30.0,70.0
1,102030506,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020305062.0,1,2,,,6,68.0,40.0,20.0,20.0,6.0
1,102030607,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020306073.0,1,2,,,7,235.0,50.0,35.0,30.0,50.0
1,102040708,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020407084.0,1,2,,,8,155.0,100.0,25.0,60.0,60.0
1,103050809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030508091.0,1,3,,,9,80.0,30.0,25.0,10.0,5.0
1,103060910,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030609102.0,1,3,,,10,150.0,40.0,25.0,30.0,55.0
1,103061011,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030610113.0,1,3,,,11,20.0,8.0,6.0,5.0,6.0
1,103071112,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030711124.0,1,3,,,12,250.0,50.0,40.0,40.0,20.0
1,104081213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040812131.0,1,4,,,13,30.0,68.0,30.0,15.0,7.0
1,104081314,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040813142.0,1,4,,,14,320.0,32.0,95.0,192.0,0.0
1,104081415,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040814153.0,1,4,,,15,53.0,50.0,25.0,14.0,8.0
1,104091516,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040915164.0,1,4,,,16,312.0,24.0,36.0,180.0,48.0
1,105101617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051016171.0,1,5,,,17,554.0,25.0,10.0,6.0,5.0
1,105101718,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051017182.0,1,5,,,18,265.0,0.0,15.0,10.0,10.0
1,105111819,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051118193.0,1,5,,,19,1.0,6.0,30.0,15.0,5.0
1,105121920,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051219204.0,1,5,,,20,438.0,25.0,50.0,30.0,10.0
1,106132021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061320211.0,1,6,,,21,215.0,20.0,20.0,10.0,10.0
1,106132122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061321222.0,1,6,,,22,60.0,30.0,40.0,10.0,10.0
1,106142223,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061422233.0,1,6,,,23,280.0,20.0,40.0,40.0,20.0
1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,,,24,150.0,10.0,10.0,10.0,20.0
1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,,,25,35.0,30.0,40.0,20.0,25.0
1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,,,26,295.0,0.0,0.0,0.0,5.0
1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,,,27,150.0,50.0,50.0,25.0,25.0
1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,,,28,50.0,50.0,50.0,50.0,200.0
1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,,,29,100.0,20.0,20.0,15.0,7.0
1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,,,30,62.0,15.0,10.0,8.0,5.0
1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,,,31,120.0,100.0,100.0,60.0,20.0
1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,,,32,105.0,50.0,50.0,20.0,10.0
1,109223233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092232331.0,1,9,,,33,150.0,25.0,10.0,10.0,25.0
1,109223334,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092233342.0,1,9,,,34,102.0,350.0,490.0,150.0,80.0
1,109233435,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092334353.0,1,9,,,35,200.0,40.0,30.0,20.0,10.0
1,109233536,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092335364.0,1,9,,,36,39.0,12.0,14.0,18.0,7.0
1,110243637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102436371.0,1,10,,,37,100.0,20.0,20.0,20.0,15.0
1,110243738,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102437382.0,1,10,,,38,500.0,50.0,15.0,25.0,10.0
1,110243839,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102438393.0,1,10,,,39,90.0,50.0,25.0,25.0,10.0
1,110253940,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102539404.0,1,10,,,40,100.0,100.0,50.0,20.0,30.0
1,111264041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112640411.0,1,11,,,41,1350.0,20.0,20.0,9.0,1.0
1,111274142,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112741422.0,1,11,,,42,430.0,20.0,20.0,20.0,10.0
1,111274243,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112742433.0,1,11,,,43,440.0,25.0,15.0,10.0,10.0
1,111284344,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112843444.0,1,11,,,44,460.0,10.0,5.0,10.0,15.0
1,112294445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122944451.0,1,12,,,45,42.0,5.0,8.0,5.0,10.0
1,112304546,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123045462.0,1,12,,,46,155.0,10.0,10.0,20.0,15.0
1,112304647,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123046473.0,1,12,,,47,53.0,0.0,0.0,0.0,6.0
1,112314748,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123147484.0,1,12,,,48,345.0,20.0,30.0,30.0,25.0
1,213324849,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133248491.0,2,13,,,49,36.0,0.0,4.0,10.0,40.0
1,213324950,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133249502.0,2,13,,,50,50.0,15.0,3.0,2.0,0.0
1,213324952,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133249523.0,2,13,,,52,25.0,15.0,25.0,10.0,4.0
1,213335051,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133351514.0,2,13,,,51,62.0,1.0,2.0,2.0,3.0
1,214345253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143452531.0,2,14,,,53,54.0,20.0,11.0,17.0,28.0
1,214355354,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143553542.0,2,14,,,54,294.0,0.0,3.0,0.0,3.0
1,214365455,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143654553.0,2,14,,,55,21.0,25.0,30.0,10.0,4.0
1,214375556,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143755564.0,2,14,,,56,75.0,20.0,40.0,30.0,35.0
1,215385657,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153856571.0,2,15,,,57,203.0,0.0,1.0,6.0,40.0
1,215395758,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153957582.0,2,15,,,58,470.0,1.0,1.0,10.0,18.0
1,215395859,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153958593.0,2,15,,,59,80.0,1.0,1.0,10.0,8.0
1,215405960,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154059604.0,2,15,,,60,171.0,0.0,0.0,0.0,4.0
1,216416061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164160611.0,2,16,,,61,200.0,80.0,80.0,50.0,40.0
1,216416162,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164161622.0,2,16,,,62,32.0,0.0,0.0,0.0,0.0
1,216426263,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164262633.0,2,16,,,63,68.0,23.0,12.0,15.0,2.0
1,216436364,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164363644.0,2,16,,,64,5.0,29.0,20.0,18.0,15.0
1,217446465,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174464651.0,2,17,,,65,70.0,0.0,0.0,0.0,0.0
1,217446566,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174465662.0,2,17,,,66,171.0,10.0,12.0,7.0,0.0
1,217446667,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174466673.0,2,17,,,67,134.0,0.0,5.0,15.0,6.0
1,217456768,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174567684.0,2,17,,,68,148.0,5.0,4.0,7.0,10.0
1,318466869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184668691.0,3,18,,,69,200.0,110.0,90.0,100.0,100.0
1,318466970,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184669702.0,3,18,,,70,50.0,100.0,20.0,10.0,20.0
1,318467071,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184670713.0,3,18,,,71,160.0,70.0,25.0,35.0,10.0
1,318467172,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184671724.0,3,18,,,72,200.0,50.0,30.0,10.0,10.0
1,319477273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194772731.0,3,19,,,73,40.0,20.0,5.0,5.0,5.0
1,319477274,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194772742.0,3,19,,,74,40.0,20.0,20.0,20.0,6.0
