CID,ND_Eventno,ND_ABC,ND_AM,ND_M_5y,ND_y1,ND_y2,ND_y3,Community,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,ND_EventDesc,ND_M_y,ND_m1,ND_m2,ND_m3,ND_FG,ND_LG,ND_PNGO,ND_FNGO,ND_Oth,ND_UseAssist,ND_PG
106142324,8,,,0.0,,,,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0,Drought,1.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,,
107152425,1,,,0.0,,,,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,Earthquake/landslide,0.0,,,,,,,,,,
107152425,2,,,0.0,,,,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,Famine,0.0,,,,,,,,,,
107152425,3,,,0.0,,,,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,Epidemic,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,
107152425,4,,,0.0,,,,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,Civil unrest or violence,0.0,,,,,,,,,,
107152425,5,,,0.0,,,,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
107152425,6,,,0.0,,,,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,,,,,,,,,,,,
107152425,7,,,0.0,,,,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,Fire,0.0,,,,,,,,,,
107152425,8,2.0,60.0,1.0,2012.0,2009.0,,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,Flood/typhoon,1.0,7.0,8.0,,1.0,0.0,0.0,0.0,0.0,2.0,
107162526,1,,,0.0,,,,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,Drought,0.0,,,,,,,,,,
107162526,2,,,0.0,,,,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,Earthquake/landslide,0.0,,,,,,,,,,
107162526,3,,,0.0,,,,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,Famine,0.0,,,,,,,,,,
107162526,4,,,0.0,,,,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,Epidemic,0.0,,,,,,,,,,
107162526,5,,,0.0,,,,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,Civil unrest or violence,0.0,,,,,,,,,,
107162526,6,,,0.0,,,,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
107162526,7,,,0.0,,,,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,,,,,,,,,,,,
107162526,8,,,0.0,,,,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,Fire,0.0,,,,,,,,,,
107162627,1,,,0.0,,,,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,Flood/typhoon,1.0,7.0,8.0,,0.0,0.0,0.0,0.0,0.0,,
107162627,2,1.0,70.0,1.0,2011.0,2010.0,2009.0,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,Drought,0.0,,,,,,,,,,
107162627,3,,,0.0,,,,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,Earthquake/landslide,0.0,,,,,,,,,,
107162627,4,,,0.0,,,,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,Famine,0.0,,,,,,,,,,
107162627,5,,,0.0,,,,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,Epidemic,0.0,,,,,,,,,,
107162627,6,2.0,30.0,1.0,2011.0,2010.0,2009.0,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,Civil unrest or violence,0.0,,,,,,,,,,
107162627,7,,,0.0,,,,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,Crop Insect/disease outbreak,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,
107162627,8,,,0.0,,,,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,RAIN,1.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,,
107172728,1,,,0.0,,,,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,Fire,0.0,,,,,,,,,,
107172728,2,1.0,100.0,1.0,2011.0,2010.0,,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,Flood/typhoon,1.0,8.0,9.0,10.0,0.0,1.0,1.0,0.0,0.0,2.0,
107172728,3,,,0.0,,,,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,Drought,0.0,,,,,,,,,,
107172728,4,,,0.0,,,,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,Earthquake/landslide,0.0,,,,,,,,,,
107172728,5,,,0.0,,,,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,Famine,0.0,,,,,,,,,,
107172728,6,1.0,70.0,1.0,2011.0,,,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,Epidemic,0.0,,,,,,,,,,
107172728,7,,,0.0,,,,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,Civil unrest or violence,0.0,,,,,,,,,,
107172728,8,2.0,50.0,1.0,2012.0,2009.0,,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
108182829,1,,,0.0,,,,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,,,,,,,,,,,,
108182829,2,,,0.0,,,,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,Fire,0.0,,,,,,,,,,
108182829,3,1.0,80.0,1.0,2008.0,2010.0,2011.0,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,Flood/typhoon,1.0,5.0,6.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,
108182829,4,,,0.0,,,,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,Drought,0.0,,,,,,,,,,
108182829,5,,,0.0,,,,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,Earthquake/landslide,0.0,,,,,,,,,,
108182829,6,,,0.0,,,,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,Famine,0.0,,,,,,,,,,
108182829,7,,,0.0,,,,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,Epidemic,0.0,,,,,,,,,,
108182829,8,2.0,50.0,1.0,2010.0,,,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,Civil unrest or violence,0.0,,,,,,,,,,
108192930,1,,,0.0,,,,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,Crop Insect/disease outbreak,1.0,8.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,,
108192930,2,,,0.0,,,,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,,,,,,,,,,,,
108192930,3,,,0.0,,,,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,Fire,0.0,,,,,,,,,,
108192930,4,,,0.0,,,,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,Flood/typhoon,1.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,,
108192930,5,,,0.0,,,,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,Drought,0.0,,,,,,,,,,
108192930,6,,,0.0,,,,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,Earthquake/landslide,0.0,,,,,,,,,,
108192930,7,,,0.0,,,,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,Famine,0.0,,,,,,,,,,
108192930,8,1.0,80.0,1.0,2008.0,,,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,Epidemic,0.0,,,,,,,,,,
108192930,9,1.0,75.0,1.0,2011.0,,,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,Civil unrest or violence,0.0,,,,,,,,,,
108203031,1,,,0.0,,,,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
108203031,2,,,0.0,,,,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,,,,,,,,,,,,
108203031,3,,,0.0,,,,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,Fire,0.0,,,,,,,,,,
108203031,4,,,0.0,,,,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,Flood/typhoon,0.0,,,,,,,,,,
108203031,5,,,0.0,,,,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,Drought,0.0,,,,,,,,,,
108203031,6,,,0.0,,,,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,Earthquake/landslide,0.0,,,,,,,,,,
108203031,7,,,0.0,,,,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,Famine,0.0,,,,,,,,,,
108203031,8,1.0,80.0,1.0,2005.0,,,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,Epidemic,0.0,,,,,,,,,,
108213132,1,2.0,3.0,1.0,2011.0,,,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,Civil unrest or violence,0.0,,,,,,,,,,
108213132,2,,,0.0,,,,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,Crop Insect/disease outbreak,1.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,,
108213132,3,1.0,90.0,1.0,2011.0,2010.0,2009.0,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,,,,,,,,,,,,
108213132,4,,,0.0,,,,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,Fire,0.0,,,,,,,,,,
108213132,5,,,0.0,,,,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,Flood/typhoon,1.0,5.0,,,0.0,0.0,0.0,0.0,0.0,,
108213132,6,,,0.0,,,,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,Drought,0.0,,,,,,,,,,
108213132,7,,,0.0,,,,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,Earthquake/landslide,0.0,,,,,,,,,,
108213132,8,1.0,80.0,1.0,2011.0,,,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,Famine,0.0,,,,,,,,,,
109223233,1,,,0.0,,,,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,Epidemic,0.0,,,,,,,,,,
109223233,2,,,0.0,,,,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,Civil unrest or violence,0.0,,,,,,,,,,
109223233,3,,,0.0,,,,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,Crop Insect/disease outbreak,1.0,8.0,,,0.0,0.0,0.0,0.0,0.0,,
109223233,4,,,0.0,,,,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,,,,,,,,,,,,
109223233,5,,,0.0,,,,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,Fire,0.0,,,,,,,,,,
109223233,6,,,0.0,,,,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,Flood/typhoon,0.0,,,,,,,,,,
109223233,7,,,0.0,,,,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,Drought,0.0,,,,,,,,,,
109223233,8,,,0.0,,,,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,Earthquake/landslide,0.0,,,,,,,,,,
109223334,1,,,0.0,,,,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,Famine,0.0,,,,,,,,,,
109223334,2,,,0.0,,,,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,Epidemic,0.0,,,,,,,,,,
109223334,3,1.0,50.0,1.0,2010.0,2011.0,,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,Civil unrest or violence,0.0,,,,,,,,,,
109223334,4,,,0.0,,,,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,Crop Insect/disease outbreak,1.0,8.0,9.0,,0.0,0.0,0.0,0.0,0.0,,
109223334,5,,,0.0,,,,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,RAIN,1.0,8.0,,,0.0,0.0,0.0,0.0,0.0,,
109223334,6,,,0.0,,,,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,Fire,0.0,,,,,,,,,,
109223334,7,,,0.0,,,,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,Flood/typhoon,0.0,,,,,,,,,,
109223334,8,2.0,25.0,1.0,2011.0,,,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,Drought,0.0,,,,,,,,,,
109233435,1,,,0.0,,,,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,Earthquake/landslide,0.0,,,,,,,,,,
109233435,2,1.0,75.0,1.0,2011.0,2009.0,,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,Famine,0.0,,,,,,,,,,
109233435,3,,,0.0,,,,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,Epidemic,0.0,,,,,,,,,,
109233435,4,,,0.0,,,,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,Civil unrest or violence,0.0,,,,,,,,,,
109233435,5,,,0.0,,,,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,Crop Insect/disease outbreak,1.0,8.0,,,0.0,0.0,0.0,0.0,0.0,,
109233435,6,,,0.0,,,,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,,,,,,,,,,,,
109233435,7,,,0.0,,,,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,Fire,0.0,,,,,,,,,,
109233435,8,,,0.0,,,,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,Flood/typhoon,0.0,,,,,,,,,,
109233536,1,,,0.0,,,,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,Drought,0.0,,,,,,,,,,
109233536,2,1.0,80.0,1.0,2011.0,,,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,Earthquake/landslide,0.0,,,,,,,,,,
109233536,3,,,0.0,,,,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,Famine,0.0,,,,,,,,,,
109233536,4,,,0.0,,,,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,Epidemic,0.0,,,,,,,,,,
109233536,5,,,0.0,,,,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,Civil unrest or violence,0.0,,,,,,,,,,
109233536,6,,,0.0,,,,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
109233536,7,,,0.0,,,,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,,,,,,,,,,,,
109233536,8,,,0.0,,,,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,Fire,0.0,,,,,,,,,,
110243637,1,,,0.0,,,,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,Flood/typhoon,0.0,,,,,,,,,,
110243637,2,,,0.0,,,,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,Drought,0.0,,,,,,,,,,
110243637,3,1.0,70.0,1.0,2009.0,,,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,Earthquake/landslide,0.0,,,,,,,,,,
110243637,4,,,0.0,,,,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,Famine,0.0,,,,,,,,,,
110243637,5,,,0.0,,,,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,Epidemic,0.0,,,,,,,,,,
110243637,6,,,0.0,,,,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,Civil unrest or violence,0.0,,,,,,,,,,
110243637,7,,,0.0,,,,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,0.0
110243637,8,1.0,70.0,1.0,2008.0,,,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0,RAIN,1.0,9.0,,,0.0,0.0,0.0,0.0,0.0,,
110243738,1,,,0.0,,,,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,Fire,0.0,,,,,,,,,,
110243738,2,,,0.0,,,,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,Flood/typhoon,0.0,,,,,,,,,,
110243738,3,2.0,50.0,1.0,2011.0,2010.0,2009.0,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,Drought,0.0,,,,,,,,,,
110243738,4,,,0.0,,,,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,Earthquake/landslide,0.0,,,,,,,,,,
110243738,5,,,0.0,,,,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,Famine,0.0,,,,,,,,,,
110243738,6,,,0.0,,,,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,Epidemic,0.0,,,,,,,,,,
110243738,7,,,0.0,,,,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,Civil unrest or violence,0.0,,,,,,,,,,
110243738,8,1.0,50.0,1.0,2008.0,,,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
110243839,1,1.0,10.0,1.0,2009.0,,,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,,,,,,,,,,,,
110243839,2,,,0.0,,,,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,Fire,0.0,,,,,,,,,,
110243839,3,,,0.0,,,,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,Flood/typhoon,0.0,,,,,,,,,,
110243839,4,,,0.0,,,,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,Drought,0.0,,,,,,,,,,
110243839,5,,,0.0,,,,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,Earthquake/landslide,0.0,,,,,,,,,,
110243839,6,,,0.0,,,,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,Famine,0.0,,,,,,,,,,
110243839,7,,,0.0,,,,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,Epidemic,1.0,8.0,,,0.0,0.0,0.0,0.0,0.0,,
110243839,8,1.0,80.0,1.0,2008.0,,,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0,Civil unrest or violence,0.0,,,,,,,,,,
110253940,1,,,0.0,,,,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,Crop Insect/disease outbreak,1.0,7.0,8.0,,0.0,0.0,0.0,0.0,0.0,,
110253940,2,,,0.0,,,,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,,,,,,,,,,,,
110253940,3,,,0.0,,,,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,Fire,0.0,,,,,,,,,,
110253940,4,,,0.0,,,,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,Flood/typhoon,1.0,11.0,5.0,,0.0,0.0,0.0,0.0,0.0,,0.0
110253940,5,,,0.0,,,,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,Drought,1.0,6.0,,,0.0,0.0,0.0,0.0,0.0,,
110253940,6,,,0.0,,,,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,Earthquake/landslide,0.0,,,,,,,,,,
110253940,7,,,0.0,,,,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,Famine,0.0,,,,,,,,,,
110253940,8,1.0,50.0,1.0,2010.0,,,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0,Epidemic,0.0,,,,,,,,,,
111264041,1,,,0.0,,,,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,Civil unrest or violence,0.0,,,,,,,,,,
111264041,2,,,0.0,,,,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,Crop Insect/disease outbreak,1.0,10.0,,,0.0,0.0,0.0,0.0,0.0,,
111264041,3,,,0.0,,,,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,,,,,,,,,,,,
111264041,4,,,0.0,,,,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,Fire,0.0,,,,,,,,,,
111264041,5,,,0.0,,,,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,Flood/typhoon,0.0,,,,,,,,,,
111264041,6,,,0.0,,,,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,Drought,0.0,,,,,,,,,,
111264041,7,,,0.0,,,,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,Earthquake/landslide,0.0,,,,,,,,,,
111264041,8,,,0.0,,,,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0,Famine,0.0,,,,,,,,,,
111274142,1,,,0.0,,,,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,Epidemic,0.0,,,,,,,,,,
111274142,2,,,0.0,,,,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,Civil unrest or violence,0.0,,,,,,,,,,0.0
111274142,3,,,0.0,,,,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
111274142,4,,,0.0,,,,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,,,,,,,,,,,,
111274142,5,,,0.0,,,,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,Fire,0.0,,,,,,,,,,
111274142,6,,,0.0,,,,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,Flood/typhoon,1.0,10.0,,,0.0,0.0,0.0,0.0,0.0,,
111274142,7,,,0.0,,,,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,Drought,1.0,9.0,,,0.0,0.0,0.0,0.0,0.0,,
111274142,8,,,0.0,,,,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,Earthquake/landslide,0.0,,,,,,,,,,
111274243,1,,,0.0,,,,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,Famine,0.0,,,,,,,,,,
111274243,2,,,0.0,,,,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,Epidemic,0.0,,,,,,,,,,
111274243,3,,,0.0,,,,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,Civil unrest or violence,0.0,,,,,,,,,,
111274243,4,,,0.0,,,,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,Crop Insect/disease outbreak,1.0,6.0,,,0.0,0.0,0.0,0.0,0.0,,
111274243,5,,,0.0,,,,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,,,,,,,,,,,,
111274243,6,,,0.0,,,,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,Fire,0.0,,,,,,,,,,
111274243,7,,,0.0,,,,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,Flood/typhoon,0.0,,,,,,,,,,
111274243,8,,,0.0,,,,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,Drought,0.0,,,,,,,,,,
111284344,1,2.0,20.0,1.0,2008.0,2009.0,2011.0,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,Earthquake/landslide,0.0,,,,,,,,,,
111284344,2,,,0.0,,,,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,Famine,0.0,,,,,,,,,,
111284344,3,,,0.0,,,,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,Epidemic,0.0,,,,,,,,,,
111284344,4,,,0.0,,,,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,Civil unrest or violence,0.0,,,,,,,,,,
111284344,5,,,0.0,,,,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,Crop Insect/disease outbreak,1.0,11.0,,,0.0,0.0,0.0,0.0,0.0,,
111284344,6,,,0.0,,,,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,,,,,,,,,,,,
111284344,7,,,0.0,,,,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,Fire,0.0,,,,,,,,,,
111284344,8,,,0.0,,,,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0,Flood/typhoon,0.0,,,,,,,,,,
112294445,1,,,0.0,,,,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0,Drought,0.0,,,,,,,,,,
112294445,2,1.0,70.0,1.0,2011.0,2010.0,2009.0,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0,Earthquake/landslide,0.0,,,,,,,,,,
112294445,3,,,0.0,,,,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0,Famine,0.0,,,,,,,,,,
112294445,4,,,0.0,,,,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0,Epidemic,0.0,,,,,,,,,,
112294445,5,,,0.0,,,,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0,Civil unrest or violence,0.0,,,,,,,,,,
112294445,6,,,0.0,,,,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0,Crop Insect/disease outbreak,1.0,8.0,,,0.0,0.0,0.0,0.0,0.0,,
112294445,7,,,0.0,,,,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0,,,,,,,,,,,,
112294445,8,2.0,5.0,1.0,2011.0,2010.0,2009.0,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0,Fire,0.0,,,,,,,,,,
112304546,1,,,0.0,,,,2.0,1123045462.0,1.0,12.0,30.0,45.0,46.0,Flood/typhoon,0.0,,,,,,,,,,
112304546,2,,,0.0,,,,2.0,1123045462.0,1.0,12.0,30.0,45.0,46.0,Drought,0.0,,,,,,,,,,
112304546,3,,,0.0,,,,2.0,1123045462.0,1.0,12.0,30.0,45.0,46.0,Earthquake/landslide,0.0,,,,,,,,,,
112304546,4,,,0.0,,,,2.0,1123045462.0,1.0,12.0,30.0,45.0,46.0,Famine,0.0,,,,,,,,,,
112304546,5,,,0.0,,,,2.0,1123045462.0,1.0,12.0,30.0,45.0,46.0,Epidemic,0.0,,,,,,,,,,
112304546,6,,,0.0,,,,2.0,1123045462.0,1.0,12.0,30.0,45.0,46.0,Civil unrest or violence,0.0,,,,,,,,,,
112304546,7,,,0.0,,,,2.0,1123045462.0,1.0,12.0,30.0,45.0,46.0,Crop Insect/disease outbreak,1.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,
112304546,8,2.0,5.0,1.0,2011.0,2010.0,2009.0,2.0,1123045462.0,1.0,12.0,30.0,45.0,46.0,,,,,,,,,,,,
112304647,1,,,0.0,,,,3.0,1123046473.0,1.0,12.0,30.0,46.0,47.0,Fire,1.0,3.0,12.0,7.0,,,,,,,
112304647,2,2.0,35.0,1.0,2010.0,,,3.0,1123046473.0,1.0,12.0,30.0,46.0,47.0,Flood/typhoon,0.0,,,,,,,,,,
112304647,3,,,0.0,,,,3.0,1123046473.0,1.0,12.0,30.0,46.0,47.0,Drought,0.0,,,,,,,,,,
112304647,4,,,0.0,,,,3.0,1123046473.0,1.0,12.0,30.0,46.0,47.0,Earthquake/landslide,0.0,,,,,,,,,,
112304647,5,,,0.0,,,,3.0,1123046473.0,1.0,12.0,30.0,46.0,47.0,Famine,0.0,,,,,,,,,,
112304647,6,,,0.0,,,,3.0,1123046473.0,1.0,12.0,30.0,46.0,47.0,Epidemic,0.0,,,,,,,,,,
112304647,7,,,0.0,,,,3.0,1123046473.0,1.0,12.0,30.0,46.0,47.0,Civil unrest or violence,0.0,,,,,,,,,,
112304647,8,2.0,5.0,1.0,2011.0,2010.0,2009.0,3.0,1123046473.0,1.0,12.0,30.0,46.0,47.0,Crop Insect/disease outbreak,1.0,6.0,3.0,,0.0,0.0,0.0,0.0,0.0,,
112314748,1,,,0.0,,,,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,,,,,,,,,,,,
112314748,2,,,0.0,,,,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,Fire,0.0,,,,,,,,,,
112314748,3,,,0.0,,,,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,Flood/typhoon,0.0,,,,,,,,,,
112314748,4,,,0.0,,,,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,Drought,0.0,,,,,,,,,,
112314748,5,,,0.0,,,,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,Earthquake/landslide,0.0,,,,,,,,,,
