CID,P_Name,P_ID,D_Name,D_ID,T_Name,T_ID,UC_Name,UC_ID,DOI_d,DOI_m,DOI_y,Language 1,Language 2,Language 3,M_ID,Survey_Round,Community,FID,StartTime_hrs,StartTime_mins,EndTime_hrs,EndTime_mins
106132021,PUNJAB,1,JHANG,6,SHORKOT TEHSIL,13,BINDA SURBANA UC,20,18,6,2014,1.0,-99.0,,,,,,,,,
112304647,PUNJAB,1,SARGODHA,12,SHAHPUR TEHSIL,30,SABOWAL UC,46,27,5,2014,1.0,2.0,-99.0,,,,,,,,
103050809,PUNJAB,1,KHANEWAL,3,KHANEWAL TEHSIL,5,BHIRU WAL UC,8,6,6,2014,1.0,2.0,3.0,,,,,,,,
105101718,PUNJAB,1,VEHARI,5,MAILSI TEHSIL,10,FATEH PUR UC,17,1,6,2014,3.0,1.0,-99.0,,,,,,,,
110243839,PUNJAB,1,MULTAN,10,JALALPUR PIRWALA TEHSIL,24,GHAZI PUR UC,38,3,6,2014,3.0,-99.0,,,,,,,,,
110243738,PUNJAB,1,MULTAN,10,JALALPUR PIRWALA TEHSIL,24,MIAN PUR BAILEY WALA,37,5,6,2014,3.0,-99.0,,,,,,,,,
109233435,PUNJAB,1,RAHIM YAR KHAN,9,KHANPUR TEHSIL,23,JETHA BHUTTA UC,34,28,5,2014,5.0,3.0,1.0,,,,,,,,
110253940,PUNJAB,1,MULTAN,10,MULTAN SADDAR TEHSIL,25,BOOTE WALA UC,39,23,5,2014,3.0,2.0,1.0,,,,,,,,
216416061,SINDH,2,JACCOBABAD,16,JACOBABAD TALUKA,41,DASTI UC,60,11,6,2014,3.0,8.0,6.0,,,,,,,,
216416162,SINDH,2,JACCOBABAD,16,JACOBABAD TALUKA,41,AHMEDPUR UC,61,14,6,2014,6.0,8.0,-99.0,,,,,,,,
216426263,SINDH,2,JACCOBABAD,16,JACOBABAD TALUKA,42,SODHI UC,62,25,5,2014,6.0,8.0,-99.0,,,,,,,,
214375556,SINDH,2,DADU,14,KHAIRPUR NATHAN SHAH TALU,37,KANDECHUKHI UC,55,16,6,2014,3.0,6.0,-99.0,,,,,,,,
318467071,KPK,3,NOWSHERA,18,NOWSHERA TEHSIL,46,GANDERI UC,70,25,5,2014,7.0,-99.0,,,,,,,,,
319477273,KPK,3,MANSEHRA,19,MANSEHRA TEHSIL,47,BEHALI UC,72,23,5,2014,5.0,-99.0,,,,,,,,,
107152425,PUNJAB,1,D G KHAN,7,DERA GHAZI KHAN TEHSIL,15,CHOTI ZAREEN UC,24,27,5,2014,3.0,2.0,8.0,,,,,,,,
319487476,KPK,3,MANSEHRA,19,BALA KOT TEHSIL,48,TALHATA UC,74,12,6,2014,5.0,-99.0,,,,,,,,,
108203031,PUNJAB,1,BAHAWAL NAGAR,8,CHISHTIAN TEHSIL,20,CHAK NO 128/MURAD UC,30,17,6,2014,1.0,2.0,-99.0,,,,,,,,
108213132,PUNJAB,1,BAHAWAL NAGAR,8,MINCHINABAD TEHSIL,21,MANDI SADIQ GUNJ UC,31,7,6,2014,1.0,2.0,-99.0,,,,,,,,
109223233,PUNJAB,1,RAHIM YAR KHAN,9,LIAQUAT PUR TEHSIL,22,CHAK NO 046/ABS UC,32,9,6,2014,1.0,3.0,2.0,,,,,,,,
109233536,PUNJAB,1,RAHIM YAR KHAN,9,KHANPUR TEHSIL,23,LATKI UC,35,3,6,2014,1.0,3.0,2.0,,,,,,,,
111274142,PUNJAB,1,FAISALABAD,11,SAMMUNDRI TEHSIL,27,CHAK NO 226/G.B UC,41,8,6,2014,1.0,-99.0,,,,,,,,,
111274243,PUNJAB,1,FAISALABAD,11,SAMMUNDRI TEHSIL,27,CHAK NO 042/G.B UC,42,30,5,2014,1.0,-99.0,,,,,,,,,
106132122,PUNJAB,1,JHANG,6,SHORKOT TEHSIL,13,GUDARA UC,21,12,6,2014,1.0,-99.0,,,,,,,,,
319477274,KPK,3,MANSEHRA,19,MANSEHRA TEHSIL,47,BEHALI UC,72,28,5,2014,5.0,-99.0,,,,,,,,,
106142223,PUNJAB,1,JHANG,6,CHINIOT TEHSIL,14,DOSA UC,22,30,5,2014,1.0,-99.0,,,,,,,,,
215385657,SINDH,2,SANGHAR,15,KHIPRO TALUKA,38,KHORI UC,56,21,6,2014,1.0,3.0,6.0,,,,,,,,
111264041,PUNJAB,1,FAISALABAD,11,JARANWALA TEHSIL,26,CHAK NO 076/R.B UC,40,22,6,2014,1.0,-99.0,,,,,,,,,
103060910,PUNJAB,1,KHANEWAL,3,MIAN CHANNU TEHSIL,6,CHAK NO 137/16-L UC,9,1,6,2014,1.0,2.0,3.0,,,,,,,,
103071112,PUNJAB,1,KHANEWAL,3,JAHANIAN TEHSIL,7,055/10-R UC,11,15,6,2014,7.0,1.0,3.0,,,,,,,,
213335051,SINDH,2,THATTA,13,MIRPUR BATHORO TALUKA,33,JHOKE SHARIF UC,50,7,6,2014,6.0,8.0,3.0,,,,,,,,
112294445,PUNJAB,1,SARGODHA,12,BHALWAL TEHSIL,29,GORNA UC,44,17,6,2014,1.0,1.0,2.0,,,,,,,,
101010203,PUNJAB,1,KASUR,1,CHUNIAN TEHSIL,1,MOKAL UC,2,9,6,2014,1.0,2.0,-99.0,,,,,,,,
103061011,PUNJAB,1,KHANEWAL,3,MIAN CHANNU TEHSIL,6,ROTLA UC,10,22,5,2014,1.0,2.0,-99.0,,,,,,,,
101010202,PUNJAB,1,KASUR,1,CHUNIAN TEHSIL,1,MOKAL UC,2,5,6,2014,1.0,2.0,-99.0,,,,,,,,
110243637,PUNJAB,1,MULTAN,10,JALALPUR PIRWALA TEHSIL,24,LAL WAH UC,36,13,6,2014,3.0,2.0,-99.0,,,,,,,,
109223334,PUNJAB,1,RAHIM YAR KHAN,9,LIAQUAT PUR TEHSIL,22,DASHTI UC,33,18,6,2014,3.0,1.0,2.0,,,,,,,,
319477375,KPK,3,MANSEHRA,19,MANSEHRA TEHSIL,47,CHATER PIAIN UC,73,6,6,2014,5.0,-99.0,,,,,,,,,
108192930,PUNJAB,1,BAHAWAL NAGAR,8,BAHAWALNAGAR TEHSIL,19,BARASAJWAR KHAN UC,29,24,5,2014,1.0,-99.0,,,,,,,,,
108182829,PUNJAB,1,BAHAWAL NAGAR,8,FORTABBAS TEHSIL,18,CHAK NO 176/7-R UC,28,2,6,2014,1.0,2.0,-99.0,,,,,,,,
106142324,PUNJAB,1,JHANG,6,CHINIOT TEHSIL,14,KOT SHAKIR UC,23,24,5,2014,1.0,-99.0,,,,,,,,,
111284344,PUNJAB,1,FAISALABAD,11,TANDLIAN WALA TEHSIL,28,CHAK NO 490/G.B UC,43,15,6,2014,9.0,-99.0,,,,,,,,,
105101617,PUNJAB,1,VEHARI,5,MAILSI TEHSIL,10,FADDA UC,16,27,5,2014,3.0,1.0,-99.0,,,,,,,,
216436364,SINDH,2,JACCOBABAD,16,KANDHKOT TALUKA,43,SAIFAL UC,63,3,6,2014,8.0,6.0,-99.0,,,,,,,,
