Survey_Round,CID,Community,Loc_ID,Loc_IINear_DistKM,Loc_IINear_RC,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,LocF_SalNoPPD,LocF_OwnBNoPPDV,LocF_VRad20KM,LocF_NoVRad20KM,LocF_NoPWork,LocF_NearVKM,LocF_Start_y,LocF_DistVKM,LocF_RC
1,112314748,4.0,3.0,11.0,1.0,1123147484.0,1,12,31,47,48,,,,,,,,,
1,112314748,4.0,4.0,11.0,1.0,1123147484.0,1,12,31,47,48,,,,,,,,,
1,112314748,4.0,5.0,10.0,1.0,1123147484.0,1,12,31,47,48,,,,,,,,,
1,112314748,4.0,6.0,1.0,1.0,1123147484.0,1,12,31,47,48,,,,,,,,,
1,213324849,1.0,1.0,6.0,3.0,2133248491.0,2,13,32,48,49,,,,,,,,,
1,213324849,1.0,2.0,25.0,3.0,2133248491.0,2,13,32,48,49,,,,,,,,,
1,213324849,1.0,3.0,25.0,3.0,2133248491.0,2,13,32,48,49,,,,,,,,,
1,213324849,1.0,4.0,25.0,3.0,2133248491.0,2,13,32,48,49,,,,,,,,,
1,213324849,1.0,5.0,25.0,3.0,2133248491.0,2,13,32,48,49,,,,,,,,,
1,213324849,1.0,6.0,,1.0,2133248491.0,2,13,32,48,49,,,,,,,,,
1,213324950,2.0,1.0,7.0,1.0,2133249502.0,2,13,32,49,50,,,,,,,,,
1,213324950,2.0,2.0,,1.0,2133249502.0,2,13,32,49,50,,,,,,,,,
1,213324950,2.0,3.0,9.0,1.0,2133249502.0,2,13,32,49,50,,,,,,,,,
1,213324950,2.0,4.0,37.0,1.0,2133249502.0,2,13,32,49,50,,,,,,,,,
1,213324950,2.0,5.0,7.0,1.0,2133249502.0,2,13,32,49,50,,,,,,,,,
1,213324950,2.0,6.0,15.0,1.0,2133249502.0,2,13,32,49,50,,,,,,,,,
1,213324952,3.0,1.0,45.0,1.0,2133249523.0,2,13,32,49,52,,,,,,,,,
1,213324952,3.0,2.0,45.0,1.0,2133249523.0,2,13,32,49,52,,,,,,,,,
1,213324952,3.0,3.0,16.0,1.0,2133249523.0,2,13,32,49,52,,,,,,,,,
1,213324952,3.0,4.0,42.0,1.0,2133249523.0,2,13,32,49,52,,,,,,,,,
1,213324952,3.0,5.0,6.0,1.0,2133249523.0,2,13,32,49,52,,,,,,,,,
1,213324952,3.0,6.0,20.0,1.0,2133249523.0,2,13,32,49,52,,,,,,,,,
1,213335051,4.0,1.0,3.0,1.0,2133351514.0,2,13,33,50,51,,,,,,,,,
1,213335051,4.0,2.0,3.0,1.0,2133351514.0,2,13,33,50,51,,,,,,,,,
1,213335051,4.0,3.0,12.0,1.0,2133351514.0,2,13,33,50,51,,,,,,,,,
1,213335051,4.0,4.0,60.0,1.0,2133351514.0,2,13,33,50,51,,,,,,,,,
1,213335051,4.0,5.0,12.0,1.0,2133351514.0,2,13,33,50,51,,,,,,,,,
1,213335051,4.0,6.0,70.0,1.0,2133351514.0,2,13,33,50,51,,,,,,,,,
1,214345253,1.0,1.0,14.0,1.0,2143452531.0,2,14,34,52,53,,,,,,,,,
1,214345253,1.0,2.0,1.0,1.0,2143452531.0,2,14,34,52,53,,,,,,,,,
1,214345253,1.0,3.0,14.0,1.0,2143452531.0,2,14,34,52,53,,,,,,,,,
1,214345253,1.0,4.0,14.0,1.0,2143452531.0,2,14,34,52,53,,,,,,,,,
1,214345253,1.0,5.0,14.0,1.0,2143452531.0,2,14,34,52,53,,,,,,,,,
1,214345253,1.0,6.0,2.0,1.0,2143452531.0,2,14,34,52,53,,,,,,,,,
1,214355354,2.0,1.0,40.0,1.0,2143553542.0,2,14,35,53,54,,,,,,,,,
1,214355354,2.0,2.0,40.0,1.0,2143553542.0,2,14,35,53,54,,,,,,,,,
1,214355354,2.0,3.0,36.0,1.0,2143553542.0,2,14,35,53,54,,,,,,,,,
1,214355354,2.0,4.0,26.0,1.0,2143553542.0,2,14,35,53,54,,,,,,,,,
1,214355354,2.0,5.0,26.0,1.0,2143553542.0,2,14,35,53,54,,,,,,,,,
1,214355354,2.0,6.0,4.0,1.0,2143553542.0,2,14,35,53,54,,,,,,,,,
1,214365455,3.0,1.0,6.0,2.0,2143654553.0,2,14,36,54,55,,,,,,,,,
1,214365455,3.0,2.0,6.0,3.0,2143654553.0,2,14,36,54,55,,,,,,,,,
1,214365455,3.0,3.0,30.0,3.0,2143654553.0,2,14,36,54,55,,,,,,,,,
1,214365455,3.0,4.0,45.0,2.0,2143654553.0,2,14,36,54,55,,,,,,,,,
1,214365455,3.0,5.0,30.0,3.0,2143654553.0,2,14,36,54,55,,,,,,,,,
1,214365455,3.0,6.0,45.0,3.0,2143654553.0,2,14,36,54,55,,,,,,,,,
1,214375556,4.0,1.0,6.0,1.0,2143755564.0,2,14,37,55,56,,,,,,,,,
1,214375556,4.0,2.0,7.0,1.0,2143755564.0,2,14,37,55,56,,,,,,,,,
1,214375556,4.0,3.0,7.0,1.0,2143755564.0,2,14,37,55,56,,,,,,,,,
1,214375556,4.0,4.0,42.0,1.0,2143755564.0,2,14,37,55,56,,,,,,,,,
1,214375556,4.0,5.0,7.0,1.0,2143755564.0,2,14,37,55,56,,,,,,,,,
1,214375556,4.0,6.0,20.0,1.0,2143755564.0,2,14,37,55,56,,,,,,,,,
1,215385657,1.0,1.0,12.0,1.0,2153856571.0,2,15,38,56,57,,,,,,,,,
1,215385657,1.0,2.0,12.0,1.0,2153856571.0,2,15,38,56,57,,,,,,,,,
1,215385657,1.0,3.0,12.0,1.0,2153856571.0,2,15,38,56,57,,,,,,,,,
1,215385657,1.0,4.0,12.0,1.0,2153856571.0,2,15,38,56,57,,,,,,,,,
1,215385657,1.0,5.0,12.0,1.0,2153856571.0,2,15,38,56,57,,,,,,,,,
1,215385657,1.0,6.0,50.0,1.0,2153856571.0,2,15,38,56,57,,,,,,,,,
1,215395758,2.0,1.0,18.0,1.0,2153957582.0,2,15,39,57,58,,,,,,,,,
1,215395758,2.0,2.0,18.0,1.0,2153957582.0,2,15,39,57,58,,,,,,,,,
1,215395758,2.0,3.0,18.0,1.0,2153957582.0,2,15,39,57,58,,,,,,,,,
1,215395758,2.0,4.0,18.0,1.0,2153957582.0,2,15,39,57,58,,,,,,,,,
1,215395758,2.0,5.0,18.0,1.0,2153957582.0,2,15,39,57,58,,,,,,,,,
1,215395758,2.0,6.0,70.0,1.0,2153957582.0,2,15,39,57,58,,,,,,,,,
1,215395859,3.0,1.0,20.0,1.0,2153958593.0,2,15,39,58,59,,,,,,,,,
1,215395859,3.0,2.0,20.0,1.0,2153958593.0,2,15,39,58,59,,,,,,,,,
1,215395859,3.0,3.0,20.0,1.0,2153958593.0,2,15,39,58,59,,,,,,,,,
1,215395859,3.0,4.0,20.0,1.0,2153958593.0,2,15,39,58,59,,,,,,,,,
1,215395859,3.0,5.0,20.0,1.0,2153958593.0,2,15,39,58,59,,,,,,,,,
1,215395859,3.0,6.0,72.0,1.0,2153958593.0,2,15,39,58,59,,,,,,,,,
1,215405960,4.0,1.0,15.0,2.0,2154059604.0,2,15,40,59,60,,,,,,,,,
1,215405960,4.0,2.0,0.0,2.0,2154059604.0,2,15,40,59,60,,,,,,,,,
1,215405960,4.0,3.0,30.0,2.0,2154059604.0,2,15,40,59,60,,,,,,,,,
1,215405960,4.0,4.0,30.0,2.0,2154059604.0,2,15,40,59,60,,,,,,,,,
1,215405960,4.0,5.0,15.0,2.0,2154059604.0,2,15,40,59,60,,,,,,,,,
1,215405960,4.0,6.0,35.0,2.0,2154059604.0,2,15,40,59,60,,,,,,,,,
1,216416061,1.0,1.0,10.0,1.0,2164160611.0,2,16,41,60,61,,,,,,,,,
1,216416061,1.0,2.0,,,2164160611.0,2,16,41,60,61,,,,,,,,,
1,216416061,1.0,3.0,10.0,1.0,2164160611.0,2,16,41,60,61,,,,,,,,,
1,216416061,1.0,4.0,10.0,1.0,2164160611.0,2,16,41,60,61,,,,,,,,,
1,216416061,1.0,5.0,10.0,1.0,2164160611.0,2,16,41,60,61,,,,,,,,,
1,216416061,1.0,6.0,10.0,1.0,2164160611.0,2,16,41,60,61,,,,,,,,,
1,216416162,2.0,1.0,15.0,3.0,2164161622.0,2,16,41,61,62,,,,,,,,,
1,216416162,2.0,2.0,,,2164161622.0,2,16,41,61,62,,,,,,,,,
1,216416162,2.0,3.0,15.0,3.0,2164161622.0,2,16,41,61,62,,,,,,,,,
1,216416162,2.0,4.0,15.0,3.0,2164161622.0,2,16,41,61,62,,,,,,,,,
1,216416162,2.0,5.0,15.0,3.0,2164161622.0,2,16,41,61,62,,,,,,,,,
1,216416162,2.0,6.0,15.0,3.0,2164161622.0,2,16,41,61,62,,,,,,,,,
1,216426263,3.0,1.0,10.0,3.0,2164262633.0,2,16,42,62,63,,,,,,,,,
1,216426263,3.0,2.0,,,2164262633.0,2,16,42,62,63,,,,,,,,,
1,216426263,3.0,3.0,18.0,3.0,2164262633.0,2,16,42,62,63,,,,,,,,,
1,216426263,3.0,4.0,18.0,3.0,2164262633.0,2,16,42,62,63,,,,,,,,,
1,216426263,3.0,5.0,10.0,3.0,2164262633.0,2,16,42,62,63,,,,,,,,,
1,216426263,3.0,6.0,10.0,3.0,2164262633.0,2,16,42,62,63,,,,,,,,,
1,216436364,4.0,1.0,22.0,3.0,2164363644.0,2,16,43,63,64,,,,,,,,,
1,216436364,4.0,2.0,,,2164363644.0,2,16,43,63,64,,,,,,,,,
1,216436364,4.0,3.0,,1.0,2164363644.0,2,16,43,63,64,,,,,,,,,
1,216436364,4.0,4.0,22.0,3.0,2164363644.0,2,16,43,63,64,,,,,,,,,
1,216436364,4.0,5.0,11.0,3.0,2164363644.0,2,16,43,63,64,,,,,,,,,
1,216436364,4.0,6.0,11.0,3.0,2164363644.0,2,16,43,63,64,,,,,,,,,
1,217446465,1.0,1.0,20.0,1.0,2174464651.0,2,17,44,64,65,,,,,,,,,
1,217446465,1.0,2.0,20.0,1.0,2174464651.0,2,17,44,64,65,,,,,,,,,
1,217446465,1.0,3.0,,1.0,2174464651.0,2,17,44,64,65,,,,,,,,,
1,217446465,1.0,4.0,,1.0,2174464651.0,2,17,44,64,65,,,,,,,,,
1,217446465,1.0,5.0,20.0,1.0,2174464651.0,2,17,44,64,65,,,,,,,,,
1,217446465,1.0,6.0,20.0,1.0,2174464651.0,2,17,44,64,65,,,,,,,,,
1,217446566,2.0,1.0,3.0,3.0,2174465662.0,2,17,44,65,66,,,,,,,,,
1,217446566,2.0,2.0,25.0,3.0,2174465662.0,2,17,44,65,66,,,,,,,,,
1,217446566,2.0,3.0,25.0,3.0,2174465662.0,2,17,44,65,66,,,,,,,,,
1,217446566,2.0,4.0,25.0,3.0,2174465662.0,2,17,44,65,66,,,,,,,,,
1,217446566,2.0,5.0,25.0,3.0,2174465662.0,2,17,44,65,66,,,,,,,,,
1,217446566,2.0,6.0,25.0,3.0,2174465662.0,2,17,44,65,66,,,,,,,,,
1,217446667,3.0,1.0,5.0,3.0,2174466673.0,2,17,44,66,67,,,,,,,,,
1,217446667,3.0,2.0,5.0,3.0,2174466673.0,2,17,44,66,67,,,,,,,,,
1,217446667,3.0,3.0,,1.0,2174466673.0,2,17,44,66,67,,,,,,,,,
1,217446667,3.0,4.0,,1.0,2174466673.0,2,17,44,66,67,,,,,,,,,
1,217446667,3.0,5.0,5.0,3.0,2174466673.0,2,17,44,66,67,,,,,,,,,
1,217446667,3.0,6.0,5.0,3.0,2174466673.0,2,17,44,66,67,,,,,,,,,
1,217456768,4.0,1.0,4.0,1.0,2174567684.0,2,17,45,67,68,,,,,,,,,
1,217456768,4.0,2.0,4.0,1.0,2174567684.0,2,17,45,67,68,,,,,,,,,
1,217456768,4.0,3.0,,1.0,2174567684.0,2,17,45,67,68,,,,,,,,,
1,217456768,4.0,4.0,,1.0,2174567684.0,2,17,45,67,68,,,,,,,,,
1,217456768,4.0,5.0,4.0,1.0,2174567684.0,2,17,45,67,68,,,,,,,,,
1,217456768,4.0,6.0,70.0,1.0,2174567684.0,2,17,45,67,68,,,,,,,,,
1,318466869,1.0,1.0,10.0,1.0,3184668691.0,3,18,46,68,69,,,,,,,,,
1,318466869,1.0,2.0,10.0,1.0,3184668691.0,3,18,46,68,69,,,,,,,,,
1,318466869,1.0,3.0,35.0,1.0,3184668691.0,3,18,46,68,69,,,,,,,,,
1,318466869,1.0,4.0,35.0,1.0,3184668691.0,3,18,46,68,69,,,,,,,,,
1,318466869,1.0,5.0,4.0,1.0,3184668691.0,3,18,46,68,69,,,,,,,,,
1,318466869,1.0,6.0,4.0,1.0,3184668691.0,3,18,46,68,69,,,,,,,,,
1,318466970,2.0,1.0,10.0,1.0,3184669702.0,3,18,46,69,70,,,,,,,,,
1,318466970,2.0,2.0,10.0,1.0,3184669702.0,3,18,46,69,70,,,,,,,,,
1,318466970,2.0,3.0,10.0,1.0,3184669702.0,3,18,46,69,70,,,,,,,,,
1,318466970,2.0,4.0,25.0,1.0,3184669702.0,3,18,46,69,70,,,,,,,,,
1,318466970,2.0,5.0,10.0,1.0,3184669702.0,3,18,46,69,70,,,,,,,,,
1,318466970,2.0,6.0,10.0,1.0,3184669702.0,3,18,46,69,70,,,,,,,,,
1,318467071,3.0,1.0,6.0,1.0,3184670713.0,3,18,46,70,71,,,,,,,,,
1,318467071,3.0,2.0,6.0,1.0,3184670713.0,3,18,46,70,71,,,,,,,,,
1,318467071,3.0,3.0,20.0,1.0,3184670713.0,3,18,46,70,71,,,,,,,,,
1,318467071,3.0,4.0,20.0,1.0,3184670713.0,3,18,46,70,71,,,,,,,,,
1,318467071,3.0,5.0,20.0,1.0,3184670713.0,3,18,46,70,71,,,,,,,,,
1,318467071,3.0,6.0,6.0,1.0,3184670713.0,3,18,46,70,71,,,,,,,,,
1,318467172,4.0,1.0,18.0,1.0,3184671724.0,3,18,46,71,72,,,,,,,,,
1,318467172,4.0,2.0,18.0,1.0,3184671724.0,3,18,46,71,72,,,,,,,,,
1,318467172,4.0,3.0,40.0,1.0,3184671724.0,3,18,46,71,72,,,,,,,,,
1,318467172,4.0,4.0,40.0,1.0,3184671724.0,3,18,46,71,72,,,,,,,,,
1,318467172,4.0,5.0,18.0,1.0,3184671724.0,3,18,46,71,72,,,,,,,,,
1,318467172,4.0,6.0,18.0,1.0,3184671724.0,3,18,46,71,72,,,,,,,,,
1,319477273,1.0,1.0,32.0,1.0,3194772731.0,3,19,47,72,73,,,,,,,,,
1,319477273,1.0,2.0,20.0,1.0,3194772731.0,3,19,47,72,73,,,,,,,,,
1,319477273,1.0,3.0,32.0,1.0,3194772731.0,3,19,47,72,73,,,,,,,,,
1,319477273,1.0,4.0,32.0,1.0,3194772731.0,3,19,47,72,73,,,,,,,,,
1,319477273,1.0,5.0,20.0,1.0,3194772731.0,3,19,47,72,73,,,,,,,,,
1,319477273,1.0,6.0,120.0,1.0,3194772731.0,3,19,47,72,73,,,,,,,,,
1,319477274,2.0,1.0,26.0,2.0,3194772742.0,3,19,47,72,74,,,,,,,,,
1,319477274,2.0,2.0,26.0,2.0,3194772742.0,3,19,47,72,74,,,,,,,,,
1,319477274,2.0,3.0,25.0,2.0,3194772742.0,3,19,47,72,74,,,,,,,,,
1,319477274,2.0,4.0,25.0,2.0,3194772742.0,3,19,47,72,74,,,,,,,,,
1,319477274,2.0,5.0,9.0,2.0,3194772742.0,3,19,47,72,74,,,,,,,,,
1,319477274,2.0,6.0,40.0,2.0,3194772742.0,3,19,47,72,74,,,,,,,,,
1,319477375,3.0,1.0,3.0,1.0,3194773753.0,3,19,47,73,75,,,,,,,,,
1,319477375,3.0,2.0,20.0,1.0,3194773753.0,3,19,47,73,75,,,,,,,,,
1,319477375,3.0,3.0,75.0,1.0,3194773753.0,3,19,47,73,75,,,,,,,,,
1,319477375,3.0,4.0,75.0,1.0,3194773753.0,3,19,47,73,75,,,,,,,,,
1,319477375,3.0,5.0,18.0,1.0,3194773753.0,3,19,47,73,75,,,,,,,,,
1,319477375,3.0,6.0,190.0,1.0,3194773753.0,3,19,47,73,75,,,,,,,,,
1,319487476,4.0,1.0,1.0,1.0,3194874764.0,3,19,48,74,76,,,,,,,,,
1,319487476,4.0,2.0,1.0,1.0,3194874764.0,3,19,48,74,76,,,,,,,,,
1,319487476,4.0,3.0,18.0,1.0,3194874764.0,3,19,48,74,76,,,,,,,,,
1,319487476,4.0,4.0,40.0,1.0,3194874764.0,3,19,48,74,76,,,,,,,,,
1,319487476,4.0,5.0,1.0,1.0,3194874764.0,3,19,48,74,76,,,,,,,,,
1,319487476,4.0,6.0,160.0,1.0,3194874764.0,3,19,48,74,76,,,,,,,,,
1,101010101,,,,,1010101011.0,1,1,1,1,1,25.0,15.0,0.0,,,25.0,,,
1,101010202,,,,,1010102022.0,1,1,1,2,2,25.0,0.0,1.0,2.0,0.0,15.0,,,
1,101010203,,,,,1010102033.0,1,1,1,2,3,80.0,0.0,0.0,,,30.0,,,
1,101020304,,,,,1010203044.0,1,1,2,3,4,50.0,2.0,1.0,4.0,0.0,10.0,,,
1,102030405,,,,,1020304051.0,1,2,3,4,5,80.0,30.0,0.0,,,25.0,,,
1,102030506,,,,,1020305062.0,1,2,3,5,6,0.0,7.0,0.0,,,30.0,,,
1,102030607,,,,,1020306073.0,1,2,3,6,7,12.0,10.0,0.0,,,32.0,,,
1,102040708,,,,,1020407084.0,1,2,4,7,8,90.0,15.0,0.0,,,40.0,,,
1,103050809,,,,,1030508091.0,1,3,5,8,9,20.0,2.0,1.0,2.0,0.0,12.0,,,
1,103060910,,,,,1030609102.0,1,3,6,9,10,15.0,20.0,1.0,12.0,4.0,10.0,,,
1,103061011,,,,,1030610113.0,1,3,6,10,11,10.0,2.0,1.0,2.0,2.0,18.0,,,
1,103071112,,,,,1030711124.0,1,3,7,11,12,5.0,4.0,1.0,1.0,0.0,20.0,,,
1,104081213,,,,,1040812131.0,1,4,8,12,13,70.0,4.0,1.0,1.0,0.0,6.0,,,
1,104081314,,,,,1040813142.0,1,4,8,13,14,90.0,20.0,1.0,5.0,30.0,7.0,,,
1,104081415,,,,,1040814153.0,1,4,8,14,15,100.0,20.0,1.0,4.0,5.0,3.0,,,
1,104091516,,,,,1040915164.0,1,4,9,15,16,60.0,20.0,1.0,5.0,20.0,10.0,,,
1,105101617,,,,,1051016171.0,1,5,10,16,17,30.0,4.0,0.0,,,40.0,,,
1,105101718,,,,,1051017182.0,1,5,10,17,18,30.0,0.0,1.0,1.0,0.0,2.0,,,
1,105111819,,,,,1051118193.0,1,5,11,18,19,70.0,0.0,1.0,1.0,0.0,22.0,,,
1,105121920,,,,,1051219204.0,1,5,12,19,20,50.0,10.0,1.0,1.0,6.0,4.0,,,
1,106132021,,,,,1061320211.0,1,6,13,20,21,90.0,0.0,1.0,1.0,0.0,12.0,,,
1,106132122,,,,,1061321222.0,1,6,13,21,22,14.0,0.0,0.0,,,60.0,,,
1,106142223,,,,,1061422233.0,1,6,14,22,23,10.0,2.0,0.0,,,25.0,,,
1,106142324,,,,,1061423244.0,1,6,14,23,24,10.0,5.0,0.0,,,30.0,,,
1,107152425,,,,,1071524251.0,1,7,15,24,25,100.0,25.0,1.0,12.0,20.0,10.0,,,
1,107162526,,,,,1071625262.0,1,7,16,25,26,80.0,15.0,1.0,10.0,20.0,5.0,,,
1,107162627,,,,,1071626273.0,1,7,16,26,27,80.0,20.0,1.0,10.0,30.0,7.0,,,
1,107172728,,,,,1071727284.0,1,7,17,27,28,100.0,10.0,1.0,1.0,0.0,10.0,,,
1,108182829,,,,,1081828291.0,1,8,18,28,29,30.0,10.0,1.0,3.0,15.0,16.0,,,
1,108192930,,,,,1081929302.0,1,8,19,29,30,60.0,2.0,0.0,,,24.0,,,
1,108203031,,,,,1082030313.0,1,8,20,30,31,50.0,10.0,1.0,3.0,0.0,8.0,,,
1,108213132,,,,,1082131324.0,1,8,21,31,32,50.0,3.0,1.0,8.0,20.0,3.0,,,
1,109223233,,,,,1092232331.0,1,9,22,32,33,20.0,15.0,1.0,9.0,3.0,1.0,,,
1,109223334,,,,,1092233342.0,1,9,22,33,34,80.0,40.0,1.0,1.0,70.0,5.0,,,
1,109233435,,,,,1092334353.0,1,9,23,34,35,40.0,0.0,1.0,3.0,0.0,4.0,,,
1,109233536,,,,,1092335364.0,1,9,23,35,36,20.0,15.0,1.0,1.0,0.0,5.0,,,
1,110243637,,,,,1102436371.0,1,10,24,36,37,0.0,10.0,1.0,8.0,10.0,15.0,,,
1,110243738,,,,,1102437382.0,1,10,24,37,38,100.0,40.0,1.0,15.0,20.0,8.0,,,
1,110243839,,,,,1102438393.0,1,10,24,38,39,1.0,1.0,1.0,5.0,30.0,16.0,,,
1,110253940,,,,,1102539404.0,1,10,25,39,40,100.0,20.0,1.0,10.0,30.0,3.0,,,
1,111264041,,,,,1112640411.0,1,11,26,40,41,80.0,10.0,1.0,10.0,70.0,0.5,,,
1,111274142,,,,,1112741422.0,1,11,27,41,42,10.0,2.0,1.0,5.0,0.0,6.0,,,
1,111274243,,,,,1112742433.0,1,11,27,42,43,100.0,4.0,1.0,1.0,7.0,8.0,,,
1,111284344,,,,,1112843444.0,1,11,28,43,44,50.0,1.0,1.0,7.0,4.0,8.0,,,
1,112294445,,,,,1122944451.0,1,12,29,44,45,60.0,0.0,1.0,2.0,20.0,3.5,,,
1,112304546,,,,,1123045462.0,1,12,30,45,46,80.0,10.0,1.0,3.0,35.0,3.0,,,
1,112304647,,,,,1123046473.0,1,12,30,46,47,70.0,0.0,0.0,,,32.0,,,
1,112314748,,,,,1123147484.0,1,12,31,47,48,90.0,10.0,1.0,10.0,70.0,3.0,,,
1,213324849,,,,,2133248491.0,2,13,32,48,49,8.0,0.0,0.0,,,30.0,,,
1,213324950,,,,,2133249502.0,2,13,32,49,50,15.0,0.0,1.0,1.0,0.0,5.0,,,
1,213324952,,,,,2133249523.0,2,13,32,49,52,12.0,0.0,1.0,2.0,0.0,4.0,,,
1,213335051,,,,,2133351514.0,2,13,33,50,51,30.0,0.0,1.0,1.0,0.0,5.0,,,
1,214345253,,,,,2143452531.0,2,14,34,52,53,20.0,5.0,1.0,2.0,0.0,3.0,,,
1,214355354,,,,,2143553542.0,2,14,35,53,54,30.0,6.0,0.0,,,26.0,,,
1,214365455,,,,,2143654553.0,2,14,36,54,55,45.0,10.0,0.0,,,30.0,,,
1,214375556,,,,,2143755564.0,2,14,37,55,56,25.0,7.0,1.0,0.0,0.0,7.0,,,
1,215385657,,,,,2153856571.0,2,15,38,56,57,30.0,30.0,1.0,7.0,5.0,11.0,,,
1,215395758,,,,,2153957582.0,2,15,39,57,58,50.0,15.0,1.0,5.0,30.0,20.0,,,
1,215395859,,,,,2153958593.0,2,15,39,58,59,25.0,10.0,1.0,3.0,15.0,18.0,,,
1,215405960,,,,,2154059604.0,2,15,40,59,60,6.0,3.0,1.0,3.0,3.0,17.0,,,
1,216416061,,,,,2164160611.0,2,16,41,60,61,80.0,0.0,1.0,10.0,0.0,10.0,,,
1,216416162,,,,,2164161622.0,2,16,41,61,62,0.0,0.0,1.0,12.0,0.0,15.0,,,
1,216426263,,,,,2164262633.0,2,16,42,62,63,5.0,1.0,1.0,9.0,0.0,10.0,,,
1,216436364,,,,,2164363644.0,2,16,43,63,64,35.0,0.0,1.0,8.0,50.0,11.0,,,
1,217446465,,,,,2174464651.0,2,17,44,64,65,100.0,0.0,1.0,15.0,0.0,20.0,,,
1,217446566,,,,,2174465662.0,2,17,44,65,66,90.0,2.0,1.0,2.0,0.0,12.0,,,
1,217446667,,,,,2174466673.0,2,17,44,66,67,70.0,0.0,1.0,20.0,30.0,5.0,,,
1,217456768,,,,,2174567684.0,2,17,45,67,68,60.0,0.0,1.0,1.0,0.0,5.0,,,
1,318466869,,,,,3184668691.0,3,18,46,68,69,100.0,30.0,0.0,,,25.0,,,
1,318466970,,,,,3184669702.0,3,18,46,69,70,30.0,25.0,1.0,4.0,25.0,2.0,,,
1,318467071,,,,,3184670713.0,3,18,46,70,71,25.0,8.0,1.0,10.0,6.0,7.0,,,
1,318467172,,,,,3184671724.0,3,18,46,71,72,6.0,4.0,1.0,1.0,0.0,20.0,,,
1,319477273,,,,,3194772731.0,3,19,47,72,73,30.0,25.0,0.0,,,32.0,,,
1,319477274,,,,,3194772742.0,3,19,47,72,74,15.0,6.0,0.0,,,26.0,,,
1,319477375,,,,,3194773753.0,3,19,47,73,75,40.0,5.0,0.0,,,60.0,,,
1,319487476,,,,,3194874764.0,3,19,48,74,76,90.0,20.0,0.0,,,40.0,,,
1,101010101,1.0,,,,1010101011.0,1,1,1,1,1,,,,,,,1989.0,20.0,1.0
1,101010101,1.0,,,,1010101011.0,1,1,1,1,1,,,,,,,1989.0,20.0,1.0
1,101010101,1.0,,,,1010101011.0,1,1,1,1,1,,,,,,,1989.0,20.0,1.0
1,101010202,2.0,,,,1010102022.0,1,1,1,2,2,,,,,,,1992.0,15.0,1.0
1,101010202,2.0,,,,1010102022.0,1,1,1,2,2,,,,,,,2011.0,15.0,1.0
1,101010203,3.0,,,,1010102033.0,1,1,1,2,3,,,,,,,1989.0,30.0,1.0
1,101020304,4.0,,,,1010203044.0,1,1,2,3,4,,,,,,,2002.0,12.0,1.0
1,101020304,4.0,,,,1010203044.0,1,1,2,3,4,,,,,,,1989.0,14.0,1.0
1,101020304,4.0,,,,1010203044.0,1,1,2,3,4,,,,,,,2004.0,10.0,1.0
1,101020304,4.0,,,,1010203044.0,1,1,2,3,4,,,,,,,1998.0,10.0,1.0
1,102030405,1.0,,,,1020304051.0,1,2,3,4,5,,,,,,,1989.0,25.0,3.0
1,102030506,2.0,,,,1020305062.0,1,2,3,5,6,,,,,,,1989.0,30.0,1.0
1,102030607,3.0,,,,1020306073.0,1,2,3,6,7,,,,,,,1989.0,55.0,1.0
1,102030607,3.0,,,,1020306073.0,1,2,3,6,7,,,,,,,2004.0,34.0,1.0
1,102030607,3.0,,,,1020306073.0,1,2,3,6,7,,,,,,,1995.0,32.0,1.0
1,102040708,4.0,,,,1020407084.0,1,2,4,7,8,,,,,,,1989.0,40.0,1.0
1,103050809,1.0,,,,1030508091.0,1,3,5,8,9,,,,,,,1989.0,14.0,1.0
1,103050809,1.0,,,,1030508091.0,1,3,5,8,9,,,,,,,1989.0,12.0,1.0
1,103060910,2.0,,,,1030609102.0,1,3,6,9,10,,,,,,,1989.0,14.0,1.0
1,103060910,2.0,,,,1030609102.0,1,3,6,9,10,,,,,,,1989.0,18.0,1.0
1,103060910,2.0,,,,1030609102.0,1,3,6,9,10,,,,,,,1989.0,18.0,1.0
1,103060910,2.0,,,,1030609102.0,1,3,6,9,10,,,,,,,1989.0,18.0,1.0
1,103060910,2.0,,,,1030609102.0,1,3,6,9,10,,,,,,,1989.0,16.0,1.0
1,103060910,2.0,,,,1030609102.0,1,3,6,9,10,,,,,,,1989.0,10.0,1.0
1,103061011,3.0,,,,1030610113.0,1,3,6,10,11,,,,,,,1989.0,18.0,3.0
1,103061011,3.0,,,,1030610113.0,1,3,6,10,11,,,,,,,1989.0,17.0,3.0
1,103071112,4.0,,,,1030711124.0,1,3,7,11,12,,,,,,,1989.0,20.0,3.0
1,104081213,1.0,,,,1040812131.0,1,4,8,12,13,,,,,,,2000.0,6.0,1.0
1,104081314,2.0,,,,1040813142.0,1,4,8,13,14,,,,,,,,7.0,1.0
1,104081415,3.0,,,,1040814153.0,1,4,8,14,15,,,,,,,1989.0,3.0,1.0
1,104091516,4.0,,,,1040915164.0,1,4,9,15,16,,,,,,,1989.0,18.0,1.0
1,104091516,4.0,,,,1040915164.0,1,4,9,15,16,,,,,,,1989.0,11.0,1.0
1,104091516,4.0,,,,1040915164.0,1,4,9,15,16,,,,,,,2000.0,12.0,1.0
