CID,FID,HF_ID,Community,D_ID,HD_FPCampM,HD_FPCampM_Name,HF_AddM,HF_AddM_DistKM,HF_AddM_TimeMins,HF_CA_DHCW,HF_CA_MCHB,HF_HEM,HF_HEM_Name,HF_IVPM,HF_IVPM_Name,HF_Quality,HF_SFA_y,HF_T,HF_Type,M_ID,P_ID,Survey_Round,T_ID,UC_ID
216416061.0,2164160611.0,2.0,1.0,16.0,0.0,,0.0,15.0,6.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Traditional birth attendant,61.0,2.0,1.0,41.0,60.0
216416061.0,2164160611.0,3.0,1.0,16.0,0.0,,1.0,0.0,6.0,1.0,1.0,0.0,,0.0,,1.0,1989.0,0.0, Traditional Healer,61.0,2.0,1.0,41.0,60.0
216416061.0,2164160611.0,4.0,1.0,16.0,0.0,,0.0,10.0,0.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0, Medical Assistant,61.0,2.0,1.0,41.0,60.0
216416061.0,2164160611.0,5.0,1.0,16.0,0.0,,0.0,15.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,,61.0,2.0,1.0,41.0,60.0
216416061.0,2164160611.0,6.0,1.0,16.0,0.0,,0.0,5.0,0.0,2.0,0.0,0.0,,0.0,,2.0,0.0,1.0,Basic Health Unit (Smaller),61.0,2.0,1.0,41.0,60.0
216416061.0,2164160611.0,7.0,1.0,16.0,0.0,,0.0,3.0,55.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Rural Health Center (Large),61.0,2.0,1.0,41.0,60.0
216416162.0,2164161622.0,1.0,2.0,16.0,0.0,,0.0,15.0,0.0,1.0,1.0,0.0,,0.0,,2.0,0.0,0.0,Clinic,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,2.0,2.0,16.0,0.0,,0.0,15.0,0.0,1.0,1.0,0.0,,0.0,,2.0,0.0,0.0,Dispensary/pharmacy/drugstore,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,3.0,2.0,16.0,0.0,,0.0,15.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Private Medical Practitioner,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,4.0,2.0,16.0,0.0,,0.0,1.0,50.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0,Hospital,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,5.0,2.0,16.0,0.0,,0.0,15.0,50.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Blood Bank,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,6.0,2.0,16.0,0.0,,0.0,15.0,0.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0, Doctor,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,7.0,2.0,16.0,0.0,,0.0,15.0,50.0,1.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Nurse,62.0,2.0,1.0,41.0,61.0
216426263.0,2164262633.0,1.0,3.0,16.0,0.0,,0.0,3.0,50.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Pharmacist,63.0,2.0,1.0,42.0,62.0
216426263.0,2164262633.0,2.0,3.0,16.0,0.0,,0.0,3.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Trained midwife,63.0,2.0,1.0,42.0,62.0
216426263.0,2164262633.0,3.0,3.0,16.0,0.0,,0.0,3.0,50.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Family planning worker,63.0,2.0,1.0,42.0,62.0
216426263.0,2164262633.0,4.0,3.0,16.0,0.0,,0.0,3.0,50.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0,Community Health Worker,63.0,2.0,1.0,42.0,62.0
216426263.0,2164262633.0,5.0,3.0,16.0,0.0,,0.0,10.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Traditional birth attendant,63.0,2.0,1.0,42.0,62.0
216426263.0,2164262633.0,6.0,3.0,16.0,0.0,,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0, Traditional Healer,63.0,2.0,1.0,42.0,62.0
216426263.0,2164262633.0,7.0,3.0,16.0,0.0,,0.0,3.0,50.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Medical Assistant,63.0,2.0,1.0,42.0,62.0
216436364.0,2164363644.0,1.0,4.0,16.0,0.0,,0.0,15.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,,64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,2.0,4.0,16.0,0.0,,0.0,15.0,0.0,1.0,2.0,0.0,,0.0,,2.0,0.0,1.0,Basic Health Unit (Smaller),64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,3.0,4.0,16.0,0.0,,0.0,15.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Rural Health Center (Large),64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,4.0,4.0,16.0,0.0,,0.0,5.0,0.0,3.0,0.0,0.0,,0.0,,3.0,0.0,0.0,Clinic,64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,5.0,4.0,16.0,0.0,,0.0,15.0,0.0,3.0,3.0,0.0,,0.0,,3.0,0.0,0.0,Dispensary/pharmacy/drugstore,64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,6.0,4.0,16.0,0.0,,0.0,15.0,0.0,2.0,0.0,0.0,,0.0,,3.0,0.0,0.0,Private Medical Practitioner,64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,7.0,4.0,16.0,0.0,,0.0,5.0,0.0,1.0,3.0,0.0,,0.0,,2.0,0.0,1.0,Hospital,64.0,2.0,1.0,43.0,63.0
217446465.0,2174464651.0,1.0,1.0,17.0,0.0,,0.0,4.0,0.0,1.0,2.0,0.0,,0.0,,1.0,0.0,0.0,Blood Bank,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,2.0,1.0,17.0,0.0,,0.0,4.0,15.0,1.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Doctor,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,3.0,1.0,17.0,0.0,,0.0,4.0,0.0,1.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Nurse,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,4.0,1.0,17.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Pharmacist,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,5.0,1.0,17.0,0.0,,0.0,20.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Trained midwife,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,6.0,1.0,17.0,0.0,,0.0,5.0,15.0,2.0,0.0,0.0,,0.0,,2.0,0.0,1.0, Family planning worker,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,7.0,1.0,17.0,0.0,,0.0,20.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Community Health Worker,65.0,2.0,1.0,44.0,64.0
217446566.0,2174465662.0,1.0,2.0,17.0,0.0,,0.0,9.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Traditional birth attendant,66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,2.0,2.0,17.0,0.0,,0.0,12.0,5.0,3.0,2.0,0.0,,0.0,,3.0,0.0,0.0, Traditional Healer,66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,3.0,2.0,17.0,0.0,,0.0,3.0,0.0,1.0,3.0,0.0,,0.0,,3.0,0.0,0.0, Medical Assistant,66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,4.0,2.0,17.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,,66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,5.0,2.0,17.0,0.0,,0.0,25.0,50.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Basic Health Unit (Smaller),66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,6.0,2.0,17.0,0.0,,0.0,12.0,50.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,Rural Health Center (Large),66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,7.0,2.0,17.0,0.0,,0.0,3.0,50.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Clinic,66.0,2.0,1.0,44.0,65.0
217446667.0,2174466673.0,1.0,3.0,17.0,0.0,,0.0,5.0,50.0,1.0,2.0,0.0,,0.0,,1.0,0.0,0.0,Dispensary/pharmacy/drugstore,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,2.0,3.0,17.0,0.0,,1.0,0.0,0.0,2.0,2.0,0.0,,0.0,,2.0,1989.0,0.0,Private Medical Practitioner,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,3.0,3.0,17.0,0.0,,1.0,0.0,50.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Hospital,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,4.0,3.0,17.0,0.0,,1.0,0.0,50.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Blood Bank,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,5.0,3.0,17.0,0.0,,0.0,5.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Doctor,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,6.0,3.0,17.0,0.0,,0.0,7.0,50.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0, Nurse,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,7.0,3.0,17.0,0.0,,0.0,7.0,50.0,3.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Pharmacist,67.0,2.0,1.0,44.0,66.0
217456768.0,2174567684.0,1.0,4.0,17.0,0.0,,0.0,1.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Trained midwife,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,2.0,4.0,17.0,0.0,,0.0,1.0,50.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Family planning worker,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,3.0,4.0,17.0,0.0,,0.0,4.0,50.0,1.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Community Health Worker,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,4.0,4.0,17.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Traditional birth attendant,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,5.0,4.0,17.0,0.0,,0.0,4.0,50.0,1.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Traditional Healer,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,6.0,4.0,17.0,0.0,,0.0,2.0,50.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0, Medical Assistant,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,7.0,4.0,17.0,0.0,,0.0,2.0,0.0,1.0,2.0,0.0,,0.0,,1.0,0.0,0.0,,68.0,2.0,1.0,45.0,67.0
318466869.0,3184668691.0,1.0,1.0,18.0,0.0,,0.0,4.0,45.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Basic Health Unit (Smaller),69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,2.0,1.0,18.0,0.0,,0.0,4.0,45.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Rural Health Center (Large),69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,3.0,1.0,18.0,0.0,,0.0,4.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Clinic,69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,4.0,1.0,18.0,0.0,,0.0,4.0,60.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0,Dispensary/pharmacy/drugstore,69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,5.0,1.0,18.0,0.0,,0.0,25.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Private Medical Practitioner,69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,6.0,1.0,18.0,0.0,,1.0,0.0,60.0,2.0,0.0,0.0,,0.0,,2.0,2009.0,0.0,Hospital,69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,7.0,1.0,18.0,0.0,,0.0,4.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Blood Bank,69.0,3.0,1.0,46.0,68.0
318466970.0,3184669702.0,1.0,2.0,18.0,0.0,,1.0,0.0,60.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Doctor,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,2.0,2.0,18.0,0.0,,0.0,10.0,60.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Nurse,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,3.0,2.0,18.0,0.0,,1.0,0.0,60.0,1.0,1.0,0.0,,0.0,,1.0,1995.0,0.0, Pharmacist,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,4.0,2.0,18.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Trained midwife,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,5.0,2.0,18.0,0.0,,1.0,0.0,60.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,1.0, Family planning worker,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,6.0,2.0,18.0,0.0,,1.0,0.0,60.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Community Health Worker,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,7.0,2.0,18.0,0.0,,1.0,0.0,5.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Traditional birth attendant,70.0,3.0,1.0,46.0,69.0
318467071.0,3184670713.0,1.0,3.0,18.0,0.0,,0.0,2.0,5.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Traditional Healer,71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,2.0,3.0,18.0,0.0,,0.0,2.0,60.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Medical Assistant,71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,3.0,3.0,18.0,0.0,,1.0,0.0,0.0,2.0,2.0,0.0,,0.0,,2.0,1992.0,0.0,,71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,4.0,3.0,18.0,0.0,,0.0,20.0,30.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,Basic Health Unit (Smaller),71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,5.0,3.0,18.0,0.0,,0.0,20.0,30.0,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0,Rural Health Center (Large),71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,6.0,3.0,18.0,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,,2.0,2000.0,0.0,Clinic,71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,7.0,3.0,18.0,0.0,,1.0,0.0,45.0,2.0,2.0,0.0,,0.0,,2.0,2002.0,0.0,Dispensary/pharmacy/drugstore,71.0,3.0,1.0,46.0,70.0
318467172.0,3184671724.0,1.0,4.0,18.0,0.0,,0.0,18.0,30.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Private Medical Practitioner,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,2.0,4.0,18.0,0.0,,0.0,18.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Hospital,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,3.0,4.0,18.0,0.0,,0.0,18.0,60.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Blood Bank,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,4.0,4.0,18.0,0.0,,0.0,18.0,45.0,2.0,0.0,0.0,,0.0,,2.0,0.0,0.0, Doctor,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,5.0,4.0,18.0,0.0,,0.0,18.0,45.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Nurse,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,6.0,4.0,18.0,0.0,,1.0,0.0,60.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Pharmacist,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,7.0,4.0,18.0,0.0,,0.0,18.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Trained midwife,72.0,3.0,1.0,46.0,71.0
319477273.0,3194772731.0,1.0,1.0,19.0,0.0,,0.0,20.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Family planning worker,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,2.0,1.0,19.0,0.0,,0.0,40.0,30.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Community Health Worker,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,3.0,1.0,19.0,0.0,,0.0,20.0,5.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Traditional birth attendant,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,4.0,1.0,19.0,0.0,,1.0,0.0,5.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Traditional Healer,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,5.0,1.0,19.0,0.0,,0.0,20.0,60.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0, Medical Assistant,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,6.0,1.0,19.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,1990.0,0.0,,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,7.0,1.0,19.0,0.0,,0.0,20.0,30.0,2.0,2.0,0.0,,0.0,,2.0,0.0,1.0,Basic Health Unit (Smaller),73.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,1.0,2.0,19.0,0.0,,0.0,7.0,30.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Rural Health Center (Large),74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,2.0,2.0,19.0,0.0,,0.0,3.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Clinic,74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,3.0,2.0,19.0,0.0,,1.0,0.0,30.0,2.0,2.0,0.0,,0.0,,2.0,2009.0,0.0,Dispensary/pharmacy/drugstore,74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,4.0,2.0,19.0,0.0,,0.0,15.0,30.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,Private Medical Practitioner,74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,5.0,2.0,19.0,0.0,,0.0,12.0,30.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Hospital,74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,6.0,2.0,19.0,0.0,,0.0,6.0,30.0,2.0,0.0,0.0,,0.0,,1.0,0.0,0.0,Blood Bank,74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,7.0,2.0,19.0,0.0,,0.0,12.0,30.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0, Doctor,74.0,3.0,1.0,47.0,72.0
319477375.0,3194773753.0,1.0,3.0,19.0,0.0,,0.0,4.0,30.0,2.0,2.0,0.0,,0.0,,1.0,0.0,0.0, Nurse,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,2.0,3.0,19.0,0.0,,0.0,3.0,30.0,2.0,2.0,0.0,,0.0,,1.0,0.0,0.0, Pharmacist,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,3.0,3.0,19.0,0.0,,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0, Trained midwife,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,4.0,3.0,19.0,0.0,,1.0,0.0,30.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Family planning worker,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,5.0,3.0,19.0,0.0,,0.0,3.0,30.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,Community Health Worker,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,6.0,3.0,19.0,0.0,,0.0,3.0,5.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,Traditional birth attendant,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,7.0,3.0,19.0,0.0,,1.0,0.0,5.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0, Traditional Healer,75.0,3.0,1.0,47.0,73.0
319487476.0,3194874764.0,1.0,4.0,19.0,0.0,,0.0,4.0,30.0,2.0,2.0,0.0,,0.0,,1.0,0.0,0.0, Medical Assistant,76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,2.0,4.0,19.0,0.0,,0.0,18.0,0.0,2.0,2.0,0.0,,0.0,,1.0,0.0,0.0,,76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,3.0,4.0,19.0,0.0,,0.0,1.0,30.0,1.0,2.0,0.0,,0.0,,1.0,0.0,2.0,Basic Health Unit (Smaller),76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,4.0,4.0,19.0,0.0,,1.0,0.0,30.0,0.0,0.0,0.0,,0.0,,0.0,1979.0,0.0,Rural Health Center (Large),76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,5.0,4.0,19.0,0.0,,0.0,18.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Clinic,76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,6.0,4.0,19.0,0.0,,1.0,0.0,40.0,1.0,0.0,0.0,,0.0,,1.0,1999.0,0.0,Dispensary/pharmacy/drugstore,76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,7.0,4.0,19.0,0.0,,0.0,1.0,0.0,2.0,2.0,0.0,,0.0,,2.0,0.0,0.0,Private Medical Practitioner,76.0,3.0,1.0,48.0,74.0
101010101.0,1010101011.0,,1.0,1.0,0.0,,,,50.0,,,0.0,,1.0,EPI,,,5.0,Hospital,1.0,1.0,1.0,1.0,1.0
101010202.0,1010102022.0,,2.0,1.0,0.0,,,,50.0,,,0.0,,1.0,EPI,,,,Blood Bank,2.0,1.0,1.0,1.0,2.0
101010203.0,1010102033.0,,3.0,1.0,0.0,,,,30.0,,,0.0,,1.0,EPI,,,3.0, Doctor,3.0,1.0,1.0,1.0,2.0
101020304.0,1010203044.0,,4.0,1.0,0.0,,,,50.0,,,0.0,,1.0,EPI,,,, Nurse,4.0,1.0,1.0,2.0,3.0
102030405.0,1020304051.0,,1.0,2.0,1.0,HEALTH WORKER,,,40.0,,,1.0,DENGI,1.0,POLIO,,,, Pharmacist,5.0,1.0,1.0,3.0,4.0
102030506.0,1020305062.0,,2.0,2.0,1.0,LADY HEALTH VISITORS,,,30.0,,,0.0,,1.0,POLIO,,,, Trained midwife,6.0,1.0,1.0,3.0,5.0
102030607.0,1020306073.0,,3.0,2.0,0.0,,,,30.0,,,0.0,,1.0,"POLIO,TYPHOID, TETNUS",,,, Family planning worker,7.0,1.0,1.0,3.0,6.0
102040708.0,1020407084.0,,4.0,2.0,1.0,TETNUS,,,30.0,,,1.0,LHV,1.0,POLIO,,,,Community Health Worker,8.0,1.0,1.0,4.0,7.0
103050809.0,1030508091.0,,1.0,3.0,1.0,THROUGH LHW,,,30.0,,,1.0,POLIO,1.0,POLIO,,,,Traditional birth attendant,9.0,1.0,1.0,5.0,8.0
103060910.0,1030609102.0,,2.0,3.0,1.0,THROUGH LHW,,,30.0,,,1.0,POLIO,1.0,POLIO,,,, Traditional Healer,10.0,1.0,1.0,6.0,9.0
103061011.0,1030610113.0,,3.0,3.0,1.0,HEALTH VISTOR LADIES,,,40.0,,,1.0,POLIO,1.0,POLIO,,,, Medical Assistant,11.0,1.0,1.0,6.0,10.0
103071112.0,1030711124.0,,4.0,3.0,1.0,LHW,,,,,,1.0,POLIO,1.0,"POLIO,TETNUS",,,,,12.0,1.0,1.0,7.0,11.0
104081213.0,1040812131.0,,1.0,4.0,0.0,,,,15.0,,,0.0,,1.0,POLIO,,,,Basic Health Unit (Smaller),13.0,1.0,1.0,8.0,12.0
104081314.0,1040813142.0,,2.0,4.0,1.0,THROUGH LHW,,,15.0,,,1.0,POLIO,1.0,POLIO,,,,Rural Health Center (Large),14.0,1.0,1.0,8.0,13.0
104081415.0,1040814153.0,,3.0,4.0,1.0,HEALTH WORKER,,,10.0,,,0.0,,1.0,HEALTH DEPARTMENT,,,,Clinic,15.0,1.0,1.0,8.0,14.0
104091516.0,1040915164.0,,4.0,4.0,1.0,LADY HEALTH VISITORS,,,10.0,,,1.0,ORS CAMPAIGN,1.0,POLIO,,,,Dispensary/pharmacy/drugstore,16.0,1.0,1.0,9.0,15.0
105101617.0,1051016171.0,,1.0,5.0,0.0,,,,,,,0.0,,1.0,POLIO,,,,Private Medical Practitioner,17.0,1.0,1.0,10.0,16.0
105101718.0,1051017182.0,,2.0,5.0,0.0,,,,20.0,,,0.0,,1.0,POLIO,,,,Hospital,18.0,1.0,1.0,10.0,17.0
105111819.0,1051118193.0,,3.0,5.0,0.0,,,,20.0,,,0.0,,1.0,POLIO,,,,Blood Bank,19.0,1.0,1.0,11.0,18.0
105121920.0,1051219204.0,,4.0,5.0,0.0,,,,20.0,,,0.0,,1.0,POLIO,,,, Doctor,20.0,1.0,1.0,12.0,19.0
106132021.0,1061320211.0,,1.0,6.0,0.0,,,,20.0,,,1.0,POLIO,1.0,POLIO,,,, Nurse,21.0,1.0,1.0,13.0,20.0
106132122.0,1061321222.0,,2.0,6.0,0.0,,,,20.0,,,1.0,ONLY FOR POLIO,1.0,POLIO,,,, Pharmacist,22.0,1.0,1.0,13.0,21.0
106142223.0,1061422233.0,,3.0,6.0,1.0,L.H.V,,,,,,1.0,POLIO,1.0,"POLIO, TETNUS",,,, Trained midwife,23.0,1.0,1.0,14.0,22.0
106142324.0,1061423244.0,,4.0,6.0,1.0,THROUGH LHW,,,20.0,,,1.0,POLIO,1.0,POLIO,,,, Family planning worker,24.0,1.0,1.0,14.0,23.0
107152425.0,1071524251.0,,1.0,7.0,1.0,HEALTH WORKER,,,20.0,,,0.0,,1.0,POLIO VACCINATION,,,,Community Health Worker,25.0,1.0,1.0,15.0,24.0
107162526.0,1071625262.0,,2.0,7.0,0.0,,,,20.0,,,1.0,POLIO,1.0,POLIO VACCINATION,,,,Traditional birth attendant,26.0,1.0,1.0,16.0,25.0
107162627.0,1071626273.0,,3.0,7.0,0.0,,,,20.0,,,0.0,,1.0,POLIO VACCINATION,,,, Traditional Healer,27.0,1.0,1.0,16.0,26.0
107172728.0,1071727284.0,,4.0,7.0,0.0,,,,20.0,,,0.0,,1.0,POLIO VACCINATION,,,, Medical Assistant,28.0,1.0,1.0,17.0,27.0
108182829.0,1081828291.0,,1.0,8.0,0.0,,,,,,,0.0,,1.0,POLIO,,,,,29.0,1.0,1.0,18.0,28.0
108192930.0,1081929302.0,,2.0,8.0,0.0,,,,15.0,,,0.0,,1.0,POLIO,,,,Basic Health Unit (Smaller),30.0,1.0,1.0,19.0,29.0
