CID,FID,Community,DOI_d,DOI_m,DOI_y,D_ID,D_Name,EndTime_hrs,EndTime_mins,Language 1,Language 2,Language 3,M_ID,P_ID,P_Name,StartTime_hrs,StartTime_mins,Survey_Round,T_ID,T_Name,UC_ID,UC_Name
318467172.0,,,30.0,4.0,2013.0,18.0,NOWSHERA,,,,,,72.0,3.0,KPK,,,,46.0,NOWSHERA,71.0,INZARI
319477273.0,,,25.0,4.0,2013.0,19.0,MANSEHRA,,,,,,73.0,3.0,KPK,,,,47.0,MANSEHRA,72.0,BEHALI
319477274.0,,,2.0,5.0,2013.0,19.0,MANSEHRA,,,,,,74.0,3.0,KPK,,,,47.0,MANSEHRA,72.0,BEHALI
319477374.0,,,4.0,5.0,2013.0,19.0,MANSEHRA,,,,,,74.0,3.0,KPK,,,,47.0,MANSEHRA,73.0,CHATTER PLAIN
319487476.0,,,14.0,5.0,2013.0,19.0,MANSEHRA,,,,,,76.0,3.0,KPK,,,,48.0,BALAKOT,74.0,TALHATTA
215395758.0,,,13.0,6.0,2014.0,15.0,SANGHAR,,,1.0,2.0,7.0,,2.0,SINDH,,,,39.0,SANGHAR TALUKA,57.0,GUJRI UC
213324952.0,,,2.0,6.0,2014.0,13.0,THATTA,,,6.0,8.0,2.0,,2.0,SINDH,,,,32.0,MIRPUR SAKRO TALUKA,49.0,CHOUBANDI UC
102030405.0,,,25.0,5.0,2014.0,2.0,BHAKKAR,,,3.0,1.0,7.0,,1.0,PUNJAB,,,,3.0,BHAKKAR TEHSIL,4.0,NOTAK UC
105111819.0,,,11.0,6.0,2014.0,5.0,VEHARI,,,1.0,-99.0,,,1.0,PUNJAB,,,,11.0,VEHARI TEHSIL,18.0,CHAK 166/E.B UC
105121920.0,,,20.0,6.0,2014.0,5.0,VEHARI,,,1.0,-99.0,,,1.0,PUNJAB,,,,12.0,BUREWALA TEHSIL,19.0,495/E.B UC
107162526.0,,,3.0,6.0,2014.0,7.0,D G KHAN,,,3.0,8.0,-99.0,,1.0,PUNJAB,,,,16.0,D.G KHAN,25.0,TUMAN LEGHARI UC
104081415.0,,,21.0,5.0,2014.0,4.0,ATTOCK,,,1.0,-99.0,,,1.0,PUNJAB,,,,8.0,ATTOCK TEHSIL,14.0,SHAMSABAD UC
104091516.0,,,4.0,6.0,2014.0,4.0,ATTOCK,,,1.0,-99.0,,,1.0,PUNJAB,,,,9.0,FATEH JANG TEHSIL,15.0,QUTBAL UC
101010101.0,,,28.0,5.0,2014.0,1.0,KASUR,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,1.0,CHUNIAN TEHSIL,1.0,LUNDEY UC
217446566.0,,,1.0,6.0,2014.0,17.0,HYDERABAD,,,6.0,3.0,-99.0,,2.0,SINDH,,,,44.0,TANDO MUHAMMAD KHAN,65.0,MOYA TC
318466970.0,,,17.0,6.0,2014.0,18.0,NOWSHERA,,,7.0,-99.0,,,3.0,KPK,,,,46.0,PABBI,69.0,JALLOZAI
318467172.0,,,5.0,6.0,2014.0,18.0,NOWSHERA,,,5.0,7.0,-99.0,,3.0,KPK,,,,46.0,NOWSHERA TEHSIL,71.0,AINZARI UC
217456768.0,,,23.0,10.0,2014.0,17.0,HYDERABAD,,,6.0,8.0,-99.0,,2.0,SINDH,,,,45.0,HALA TALUKA,67.0,GHOTANA TC
112314748.0,,,11.0,6.0,2014.0,12.0,SARGODHA,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,31.0,SILLANWALI TEHSIL,47.0,SHAHEENABAD UC
213324950.0,,,12.0,6.0,2014.0,13.0,THATTA,,,6.0,8.0,2.0,,2.0,SINDH,,,,32.0,MIRPUR SAKRO TALUKA,49.0,CHOUBANDI UC
213324849.0,,,25.0,5.0,2014.0,13.0,THATTA,,,6.0,8.0,3.0,,2.0,SINDH,,,,32.0,MIRPUR SAKRO TALUKA,48.0,GUJJO UC
112304546.0,,,3.0,6.0,2014.0,12.0,SARGODHA,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,30.0,SHAHPUR TEHSIL,45.0,AQIL SHAH UC
217446465.0,,,27.0,5.0,2014.0,17.0,HYDERABAD,,,6.0,2.0,-99.0,,2.0,SINDH,,,,44.0,TANDO MUHAMMAD KHAN,64.0,CHOUDRO TC
214345253.0,,,5.0,6.0,2014.0,14.0,DADU,,,6.0,3.0,-99.0,,2.0,SINDH,,,,34.0,DADU TALUKA,52.0,KHUDABAD UC
215395859.0,,,29.0,5.0,2014.0,15.0,SANGHAR,,,6.0,3.0,8.0,,2.0,SINDH,,,,39.0,SANGHAR TALUKA,58.0,KANHAR UC
215405960.0,,,4.0,6.0,2014.0,15.0,SANGHAR,,,6.0,-99.0,,,2.0,SINDH,,,,40.0,SINJHORO TALUKA,59.0,JHOL UC
318466869.0,,,2.0,6.0,2014.0,18.0,NOWSHERA,,,7.0,-99.0,,,3.0,KPK,,,,46.0,PABBI,68.0,BANDA MOHIB UC
214365455.0,,,9.0,6.0,2014.0,14.0,DADU,,,8.0,6.0,-99.0,,2.0,SINDH,,,,36.0,JOHI TALUKA,54.0,TANDO RAHIM KHAN UC
217446667.0,,,14.0,6.0,2014.0,17.0,HYDERABAD,,,6.0,3.0,-99.0,,2.0,SINDH,,,,44.0,TANDO MUHAMMAD KHAN,66.0,SAEEDPUR TC
104081213.0,,,28.0,5.0,2014.0,4.0,ATTOCK,,,5.0,-99.0,,,1.0,PUNJAB,,,,8.0,ATTOCK TEHSIL,12.0,BAHADUR KHAN UC
101020304.0,,,16.0,6.0,2014.0,1.0,KASUR,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,2.0,PATTOKI TEHSIL,3.0,CHAK NO 027
104081314.0,,,9.0,6.0,2014.0,4.0,ATTOCK,,,1.0,-99.0,,,1.0,PUNJAB,,,,8.0,ATTOCK TEHSIL,13.0,KAMRA UC
102030607.0,,,10.0,6.0,2014.0,2.0,BHAKKAR,,,3.0,1.0,2.0,,1.0,PUNJAB,,,,3.0,BHAKKAR TEHSIL,6.0,KHANSAR UC
102040708.0,,,16.0,6.0,2014.0,2.0,BHAKKAR,,,3.0,2.0,1.0,,1.0,PUNJAB,,,,4.0,DARYA KHAN TEHSIL,7.0,BARRANGA UC
102030506.0,,,31.0,5.0,2014.0,2.0,BHAKKAR,,,3.0,1.0,2.0,,1.0,PUNJAB,,,,3.0,BHAKKAR TEHSIL,5.0,CHAK NO 061/ML UC
106132021.0,,,18.0,6.0,2014.0,6.0,JHANG,,,1.0,-99.0,,,1.0,PUNJAB,,,,13.0,SHORKOT TEHSIL,20.0,BINDA SURBANA UC
112304647.0,,,27.0,5.0,2014.0,12.0,SARGODHA,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,30.0,SHAHPUR TEHSIL,46.0,SABOWAL UC
103050809.0,,,6.0,6.0,2014.0,3.0,KHANEWAL,,,1.0,2.0,3.0,,1.0,PUNJAB,,,,5.0,KHANEWAL TEHSIL,8.0,BHIRU WAL UC
105101718.0,,,1.0,6.0,2014.0,5.0,VEHARI,,,3.0,1.0,-99.0,,1.0,PUNJAB,,,,10.0,MAILSI TEHSIL,17.0,FATEH PUR UC
110243839.0,,,3.0,6.0,2014.0,10.0,MULTAN,,,3.0,-99.0,,,1.0,PUNJAB,,,,24.0,JALALPUR PIRWALA TEHSIL,38.0,GHAZI PUR UC
110243738.0,,,5.0,6.0,2014.0,10.0,MULTAN,,,3.0,-99.0,,,1.0,PUNJAB,,,,24.0,JALALPUR PIRWALA TEHSIL,37.0,MIAN PUR BAILEY WALA
109233435.0,,,28.0,5.0,2014.0,9.0,RAHIM YAR KHAN,,,5.0,3.0,1.0,,1.0,PUNJAB,,,,23.0,KHANPUR TEHSIL,34.0,JETHA BHUTTA UC
110253940.0,,,23.0,5.0,2014.0,10.0,MULTAN,,,3.0,2.0,1.0,,1.0,PUNJAB,,,,25.0,MULTAN SADDAR TEHSIL,39.0,BOOTE WALA UC
216416061.0,,,11.0,6.0,2014.0,16.0,JACCOBABAD,,,3.0,8.0,6.0,,2.0,SINDH,,,,41.0,JACOBABAD TALUKA,60.0,DASTI UC
216416162.0,,,14.0,6.0,2014.0,16.0,JACCOBABAD,,,6.0,8.0,-99.0,,2.0,SINDH,,,,41.0,JACOBABAD TALUKA,61.0,AHMEDPUR UC
216426263.0,,,25.0,5.0,2014.0,16.0,JACCOBABAD,,,6.0,8.0,-99.0,,2.0,SINDH,,,,42.0,JACOBABAD TALUKA,62.0,SODHI UC
214375556.0,,,16.0,6.0,2014.0,14.0,DADU,,,3.0,6.0,-99.0,,2.0,SINDH,,,,37.0,KHAIRPUR NATHAN SHAH TALU,55.0,KANDECHUKHI UC
318467071.0,,,25.0,5.0,2014.0,18.0,NOWSHERA,,,7.0,-99.0,,,3.0,KPK,,,,46.0,NOWSHERA TEHSIL,70.0,GANDERI UC
319477273.0,,,23.0,5.0,2014.0,19.0,MANSEHRA,,,5.0,-99.0,,,3.0,KPK,,,,47.0,MANSEHRA TEHSIL,72.0,BEHALI UC
107152425.0,,,27.0,5.0,2014.0,7.0,D G KHAN,,,3.0,2.0,8.0,,1.0,PUNJAB,,,,15.0,DERA GHAZI KHAN TEHSIL,24.0,CHOTI ZAREEN UC
319487476.0,,,12.0,6.0,2014.0,19.0,MANSEHRA,,,5.0,-99.0,,,3.0,KPK,,,,48.0,BALA KOT TEHSIL,74.0,TALHATA UC
108203031.0,,,17.0,6.0,2014.0,8.0,BAHAWAL NAGAR,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,20.0,CHISHTIAN TEHSIL,30.0,CHAK NO 128/MURAD UC
108213132.0,,,7.0,6.0,2014.0,8.0,BAHAWAL NAGAR,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,21.0,MINCHINABAD TEHSIL,31.0,MANDI SADIQ GUNJ UC
109223233.0,,,9.0,6.0,2014.0,9.0,RAHIM YAR KHAN,,,1.0,3.0,2.0,,1.0,PUNJAB,,,,22.0,LIAQUAT PUR TEHSIL,32.0,CHAK NO 046/ABS UC
109233536.0,,,3.0,6.0,2014.0,9.0,RAHIM YAR KHAN,,,1.0,3.0,2.0,,1.0,PUNJAB,,,,23.0,KHANPUR TEHSIL,35.0,LATKI UC
111274142.0,,,8.0,6.0,2014.0,11.0,FAISALABAD,,,1.0,-99.0,,,1.0,PUNJAB,,,,27.0,SAMMUNDRI TEHSIL,41.0,CHAK NO 226/G.B UC
111274243.0,,,30.0,5.0,2014.0,11.0,FAISALABAD,,,1.0,-99.0,,,1.0,PUNJAB,,,,27.0,SAMMUNDRI TEHSIL,42.0,CHAK NO 042/G.B UC
106132122.0,,,12.0,6.0,2014.0,6.0,JHANG,,,1.0,-99.0,,,1.0,PUNJAB,,,,13.0,SHORKOT TEHSIL,21.0,GUDARA UC
319477274.0,,,28.0,5.0,2014.0,19.0,MANSEHRA,,,5.0,-99.0,,,3.0,KPK,,,,47.0,MANSEHRA TEHSIL,72.0,BEHALI UC
106142223.0,,,30.0,5.0,2014.0,6.0,JHANG,,,1.0,-99.0,,,1.0,PUNJAB,,,,14.0,CHINIOT TEHSIL,22.0,DOSA UC
215385657.0,,,21.0,6.0,2014.0,15.0,SANGHAR,,,1.0,3.0,6.0,,2.0,SINDH,,,,38.0,KHIPRO TALUKA,56.0,KHORI UC
111264041.0,,,22.0,6.0,2014.0,11.0,FAISALABAD,,,1.0,-99.0,,,1.0,PUNJAB,,,,26.0,JARANWALA TEHSIL,40.0,CHAK NO 076/R.B UC
103060910.0,,,1.0,6.0,2014.0,3.0,KHANEWAL,,,1.0,2.0,3.0,,1.0,PUNJAB,,,,6.0,MIAN CHANNU TEHSIL,9.0,CHAK NO 137/16-L UC
103071112.0,,,15.0,6.0,2014.0,3.0,KHANEWAL,,,7.0,1.0,3.0,,1.0,PUNJAB,,,,7.0,JAHANIAN TEHSIL,11.0,055/10-R UC
213335051.0,,,7.0,6.0,2014.0,13.0,THATTA,,,6.0,8.0,3.0,,2.0,SINDH,,,,33.0,MIRPUR BATHORO TALUKA,50.0,JHOKE SHARIF UC
112294445.0,,,17.0,6.0,2014.0,12.0,SARGODHA,,,1.0,1.0,2.0,,1.0,PUNJAB,,,,29.0,BHALWAL TEHSIL,44.0,GORNA UC
101010203.0,,,9.0,6.0,2014.0,1.0,KASUR,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,1.0,CHUNIAN TEHSIL,2.0,MOKAL UC
103061011.0,,,22.0,5.0,2014.0,3.0,KHANEWAL,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,6.0,MIAN CHANNU TEHSIL,10.0,ROTLA UC
101010202.0,,,5.0,6.0,2014.0,1.0,KASUR,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,1.0,CHUNIAN TEHSIL,2.0,MOKAL UC
110243637.0,,,13.0,6.0,2014.0,10.0,MULTAN,,,3.0,2.0,-99.0,,1.0,PUNJAB,,,,24.0,JALALPUR PIRWALA TEHSIL,36.0,LAL WAH UC
109223334.0,,,18.0,6.0,2014.0,9.0,RAHIM YAR KHAN,,,3.0,1.0,2.0,,1.0,PUNJAB,,,,22.0,LIAQUAT PUR TEHSIL,33.0,DASHTI UC
319477375.0,,,6.0,6.0,2014.0,19.0,MANSEHRA,,,5.0,-99.0,,,3.0,KPK,,,,47.0,MANSEHRA TEHSIL,73.0,CHATER PIAIN UC
108192930.0,,,24.0,5.0,2014.0,8.0,BAHAWAL NAGAR,,,1.0,-99.0,,,1.0,PUNJAB,,,,19.0,BAHAWALNAGAR TEHSIL,29.0,BARASAJWAR KHAN UC
108182829.0,,,2.0,6.0,2014.0,8.0,BAHAWAL NAGAR,,,1.0,2.0,-99.0,,1.0,PUNJAB,,,,18.0,FORTABBAS TEHSIL,28.0,CHAK NO 176/7-R UC
106142324.0,,,24.0,5.0,2014.0,6.0,JHANG,,,1.0,-99.0,,,1.0,PUNJAB,,,,14.0,CHINIOT TEHSIL,23.0,KOT SHAKIR UC
111284344.0,,,15.0,6.0,2014.0,11.0,FAISALABAD,,,9.0,-99.0,,,1.0,PUNJAB,,,,28.0,TANDLIAN WALA TEHSIL,43.0,CHAK NO 490/G.B UC
105101617.0,,,27.0,5.0,2014.0,5.0,VEHARI,,,3.0,1.0,-99.0,,1.0,PUNJAB,,,,10.0,MAILSI TEHSIL,16.0,FADDA UC
216436364.0,,,3.0,6.0,2014.0,16.0,JACCOBABAD,,,8.0,6.0,-99.0,,2.0,SINDH,,,,43.0,KANDHKOT TALUKA,63.0,SAIFAL UC
