CID,HF_ID,HF_AddM,HF_AddM_DistKM,HF_IVPM,HD_FPCampM,HF_HEM,HF_SFA_y,HF_CA_DHCW,HF_CA_MCHB,HF_Quality,HF_IVPM_Name,HD_FPCampM_Name,HF_HEM_Name,Survey_Round,Community,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,HF_Type,HF_AddM_TimeMins,HF_T
217446667,4.0,1.0,,,,,1979.0,,,,,,,1.0,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,Blood Bank,50.0,
217446667,5.0,0.0,5.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0, Doctor,,
217446667,6.0,0.0,7.0,,,,,2.0,,2.0,,,,1.0,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0, Nurse,50.0,
217446667,7.0,0.0,7.0,,,,,3.0,2.0,2.0,,,,1.0,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0, Pharmacist,50.0,
217456768,1.0,0.0,1.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0, Trained midwife,,
217456768,2.0,0.0,1.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0, Family planning worker,50.0,
217456768,3.0,0.0,4.0,,,,,1.0,2.0,2.0,,,,1.0,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Community Health Worker,50.0,
217456768,4.0,1.0,,,,,1979.0,,,,,,,1.0,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Traditional birth attendant,,
217456768,5.0,0.0,4.0,,,,,1.0,2.0,2.0,,,,1.0,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0, Traditional Healer,50.0,
217456768,6.0,0.0,2.0,,,,,2.0,,2.0,,,,1.0,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0, Medical Assistant,50.0,
217456768,7.0,0.0,2.0,,,,,1.0,2.0,1.0,,,,1.0,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,,,
318466869,1.0,0.0,4.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Basic Health Unit (Smaller),45.0,
318466869,2.0,0.0,4.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Rural Health Center (Large),45.0,
318466869,3.0,0.0,4.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Clinic,60.0,
318466869,4.0,0.0,4.0,,,,,2.0,,2.0,,,,1.0,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Dispensary/pharmacy/drugstore,60.0,
318466869,5.0,0.0,25.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Private Medical Practitioner,60.0,
318466869,6.0,1.0,,,,,2009.0,2.0,,2.0,,,,1.0,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Hospital,60.0,
318466869,7.0,0.0,4.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Blood Bank,60.0,
318466970,1.0,1.0,,,,,1979.0,,,,,,,1.0,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0, Doctor,60.0,
318466970,2.0,0.0,10.0,,,,,1.0,1.0,1.0,,,,1.0,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0, Nurse,60.0,
318466970,3.0,1.0,,,,,1995.0,1.0,1.0,1.0,,,,1.0,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0, Pharmacist,60.0,
318466970,4.0,1.0,,,,,1979.0,,,,,,,1.0,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0, Trained midwife,,
318466970,5.0,1.0,,,,,1979.0,,,,,,,1.0,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0, Family planning worker,60.0,1.0
318466970,6.0,1.0,,,,,1979.0,,,,,,,1.0,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Community Health Worker,60.0,
318466970,7.0,1.0,,,,,1979.0,,,,,,,1.0,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Traditional birth attendant,5.0,
318467071,1.0,0.0,2.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0, Traditional Healer,5.0,
318467071,2.0,0.0,2.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0, Medical Assistant,60.0,
318467071,3.0,1.0,,,,,1992.0,2.0,2.0,2.0,,,,1.0,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,,,
318467071,4.0,0.0,20.0,,,,,1.0,,1.0,,,,1.0,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Basic Health Unit (Smaller),30.0,
318467071,5.0,0.0,20.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Rural Health Center (Large),30.0,1.0
318467071,6.0,1.0,,,,,2000.0,2.0,,2.0,,,,1.0,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Clinic,,
318467071,7.0,1.0,,,,,2002.0,2.0,2.0,2.0,,,,1.0,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Dispensary/pharmacy/drugstore,45.0,
318467172,1.0,0.0,18.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Private Medical Practitioner,30.0,
318467172,2.0,0.0,18.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Hospital,60.0,
318467172,3.0,0.0,18.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Blood Bank,60.0,
318467172,4.0,0.0,18.0,,,,,2.0,,2.0,,,,1.0,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0, Doctor,45.0,
318467172,5.0,0.0,18.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0, Nurse,45.0,
318467172,6.0,1.0,,,,,1979.0,,,,,,,1.0,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0, Pharmacist,60.0,
318467172,7.0,0.0,18.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0, Trained midwife,,
319477273,1.0,0.0,20.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,3194772731.0,3.0,19.0,47.0,72.0,73.0, Family planning worker,,
319477273,2.0,0.0,40.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,3194772731.0,3.0,19.0,47.0,72.0,73.0,Community Health Worker,30.0,
319477273,3.0,0.0,20.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,3194772731.0,3.0,19.0,47.0,72.0,73.0,Traditional birth attendant,5.0,
319477273,4.0,1.0,,,,,1979.0,,,,,,,1.0,1.0,3194772731.0,3.0,19.0,47.0,72.0,73.0, Traditional Healer,5.0,
319477273,5.0,0.0,20.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,3194772731.0,3.0,19.0,47.0,72.0,73.0, Medical Assistant,60.0,
319477273,6.0,1.0,,,,,1990.0,1.0,,1.0,,,,1.0,1.0,3194772731.0,3.0,19.0,47.0,72.0,73.0,,,
319477273,7.0,0.0,20.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,3194772731.0,3.0,19.0,47.0,72.0,73.0,Basic Health Unit (Smaller),30.0,1.0
319477274,1.0,0.0,7.0,,,,,2.0,2.0,2.0,,,,1.0,2.0,3194772742.0,3.0,19.0,47.0,72.0,74.0,Rural Health Center (Large),30.0,
319477274,2.0,0.0,3.0,,,,,2.0,2.0,2.0,,,,1.0,2.0,3194772742.0,3.0,19.0,47.0,72.0,74.0,Clinic,,
319477274,3.0,1.0,,,,,2009.0,2.0,2.0,2.0,,,,1.0,2.0,3194772742.0,3.0,19.0,47.0,72.0,74.0,Dispensary/pharmacy/drugstore,30.0,
319477274,4.0,0.0,15.0,,,,,1.0,,1.0,,,,1.0,2.0,3194772742.0,3.0,19.0,47.0,72.0,74.0,Private Medical Practitioner,30.0,
319477274,5.0,0.0,12.0,,,,,1.0,1.0,1.0,,,,1.0,2.0,3194772742.0,3.0,19.0,47.0,72.0,74.0,Hospital,30.0,
319477274,6.0,0.0,6.0,,,,,2.0,,1.0,,,,1.0,2.0,3194772742.0,3.0,19.0,47.0,72.0,74.0,Blood Bank,30.0,
319477274,7.0,0.0,12.0,,,,,2.0,2.0,2.0,,,,1.0,2.0,3194772742.0,3.0,19.0,47.0,72.0,74.0, Doctor,30.0,
319477375,1.0,0.0,4.0,,,,,2.0,2.0,1.0,,,,1.0,3.0,3194773753.0,3.0,19.0,47.0,73.0,75.0, Nurse,30.0,
319477375,2.0,0.0,3.0,,,,,2.0,2.0,1.0,,,,1.0,3.0,3194773753.0,3.0,19.0,47.0,73.0,75.0, Pharmacist,30.0,
319477375,3.0,0.0,3.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,3194773753.0,3.0,19.0,47.0,73.0,75.0, Trained midwife,,1.0
319477375,4.0,1.0,,,,,1979.0,,,,,,,1.0,3.0,3194773753.0,3.0,19.0,47.0,73.0,75.0, Family planning worker,30.0,
319477375,5.0,0.0,3.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,3194773753.0,3.0,19.0,47.0,73.0,75.0,Community Health Worker,30.0,
319477375,6.0,0.0,3.0,,,,,1.0,,1.0,,,,1.0,3.0,3194773753.0,3.0,19.0,47.0,73.0,75.0,Traditional birth attendant,5.0,
319477375,7.0,1.0,,,,,1979.0,,,,,,,1.0,3.0,3194773753.0,3.0,19.0,47.0,73.0,75.0, Traditional Healer,5.0,
319487476,1.0,0.0,4.0,,,,,2.0,2.0,1.0,,,,1.0,4.0,3194874764.0,3.0,19.0,48.0,74.0,76.0, Medical Assistant,30.0,
319487476,2.0,0.0,18.0,,,,,2.0,2.0,1.0,,,,1.0,4.0,3194874764.0,3.0,19.0,48.0,74.0,76.0,,,
319487476,3.0,0.0,1.0,,,,,1.0,2.0,1.0,,,,1.0,4.0,3194874764.0,3.0,19.0,48.0,74.0,76.0,Basic Health Unit (Smaller),30.0,2.0
319487476,4.0,1.0,,,,,1979.0,,,,,,,1.0,4.0,3194874764.0,3.0,19.0,48.0,74.0,76.0,Rural Health Center (Large),30.0,
319487476,5.0,0.0,18.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,3194874764.0,3.0,19.0,48.0,74.0,76.0,Clinic,,
319487476,6.0,1.0,,,,,1999.0,1.0,,1.0,,,,1.0,4.0,3194874764.0,3.0,19.0,48.0,74.0,76.0,Dispensary/pharmacy/drugstore,40.0,
319487476,7.0,0.0,1.0,,,,,2.0,2.0,2.0,,,,1.0,4.0,3194874764.0,3.0,19.0,48.0,74.0,76.0,Private Medical Practitioner,,
101010101,,,,1.0,0.0,0.0,,,,,EPI,,,1.0,1.0,1010101011.0,1.0,1.0,1.0,1.0,1.0,Hospital,50.0,5.0
101010202,,,,1.0,0.0,0.0,,,,,EPI,,,1.0,2.0,1010102022.0,1.0,1.0,1.0,2.0,2.0,Blood Bank,50.0,
101010203,,,,1.0,0.0,0.0,,,,,EPI,,,1.0,3.0,1010102033.0,1.0,1.0,1.0,2.0,3.0, Doctor,30.0,3.0
101020304,,,,1.0,0.0,0.0,,,,,EPI,,,1.0,4.0,1010203044.0,1.0,1.0,2.0,3.0,4.0, Nurse,50.0,
102030405,,,,1.0,1.0,1.0,,,,,POLIO,HEALTH WORKER,DENGI,1.0,1.0,1020304051.0,1.0,2.0,3.0,4.0,5.0, Pharmacist,40.0,
102030506,,,,1.0,1.0,0.0,,,,,POLIO,LADY HEALTH VISITORS,,1.0,2.0,1020305062.0,1.0,2.0,3.0,5.0,6.0, Trained midwife,30.0,
102030607,,,,1.0,0.0,0.0,,,,,"POLIO,TYPHOID, TETNUS",,,1.0,3.0,1020306073.0,1.0,2.0,3.0,6.0,7.0, Family planning worker,30.0,
102040708,,,,1.0,1.0,1.0,,,,,POLIO,TETNUS,LHV,1.0,4.0,1020407084.0,1.0,2.0,4.0,7.0,8.0,Community Health Worker,30.0,
103050809,,,,1.0,1.0,1.0,,,,,POLIO,THROUGH LHW,POLIO,1.0,1.0,1030508091.0,1.0,3.0,5.0,8.0,9.0,Traditional birth attendant,30.0,
103060910,,,,1.0,1.0,1.0,,,,,POLIO,THROUGH LHW,POLIO,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0, Traditional Healer,30.0,
103061011,,,,1.0,1.0,1.0,,,,,POLIO,HEALTH VISTOR LADIES,POLIO,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0, Medical Assistant,40.0,
103071112,,,,1.0,1.0,1.0,,,,,"POLIO,TETNUS",LHW,POLIO,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0,,,
104081213,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,Basic Health Unit (Smaller),15.0,
104081314,,,,1.0,1.0,1.0,,,,,POLIO,THROUGH LHW,POLIO,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0,Rural Health Center (Large),15.0,
104081415,,,,1.0,1.0,0.0,,,,,HEALTH DEPARTMENT,HEALTH WORKER,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,Clinic,10.0,
104091516,,,,1.0,1.0,1.0,,,,,POLIO,LADY HEALTH VISITORS,ORS CAMPAIGN,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,Dispensary/pharmacy/drugstore,10.0,
105101617,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,Private Medical Practitioner,,
105101718,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,Hospital,20.0,
105111819,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0,Blood Bank,20.0,
105121920,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0, Doctor,20.0,
106132021,,,,1.0,0.0,1.0,,,,,POLIO,,POLIO,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0, Nurse,20.0,
106132122,,,,1.0,0.0,1.0,,,,,POLIO,,ONLY FOR POLIO,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0, Pharmacist,20.0,
106142223,,,,1.0,1.0,1.0,,,,,"POLIO, TETNUS",L.H.V,POLIO,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0, Trained midwife,,
106142324,,,,1.0,1.0,1.0,,,,,POLIO,THROUGH LHW,POLIO,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0, Family planning worker,20.0,
107152425,,,,1.0,1.0,0.0,,,,,POLIO VACCINATION,HEALTH WORKER,,1.0,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,Community Health Worker,20.0,
107162526,,,,1.0,0.0,1.0,,,,,POLIO VACCINATION,,POLIO,1.0,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,Traditional birth attendant,20.0,
107162627,,,,1.0,0.0,0.0,,,,,POLIO VACCINATION,,,1.0,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0, Traditional Healer,20.0,
107172728,,,,1.0,0.0,0.0,,,,,POLIO VACCINATION,,,1.0,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0, Medical Assistant,20.0,
108182829,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,,,
108192930,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,Basic Health Unit (Smaller),15.0,
108203031,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,Rural Health Center (Large),15.0,
108213132,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,Clinic,20.0,
109223233,,,,1.0,1.0,0.0,,,,,POLIO,LADY HEALTH VISITORS,,1.0,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,Dispensary/pharmacy/drugstore,15.0,
109223334,,,,1.0,0.0,1.0,,,,,POLIO,,DENGI,1.0,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,Private Medical Practitioner,15.0,
109233435,,,,1.0,1.0,1.0,,,,,POLIO VACCINATION,LADY HEALTH VISITORS,THEY WORK ON TIPHIDE POLIYO,1.0,3.0,1092334353.0,1.0,9.0,23.0,34.0,35.0,Hospital,30.0,
109233536,,,,1.0,0.0,0.0,,,,,POLIO VACCINE,,,1.0,4.0,1092335364.0,1.0,9.0,23.0,35.0,36.0,Blood Bank,30.0,
110243637,,,,1.0,1.0,0.0,,,,,POLIO,LADY HEALTH VISITORS,,1.0,1.0,1102436371.0,1.0,10.0,24.0,36.0,37.0, Doctor,30.0,
110243738,,,,0.0,0.0,0.0,,,,,,,,1.0,2.0,1102437382.0,1.0,10.0,24.0,37.0,38.0, Nurse,15.0,
110243839,,,,1.0,0.0,0.0,,,,,KIDS VECINATION,,,1.0,3.0,1102438393.0,1.0,10.0,24.0,38.0,39.0, Pharmacist,15.0,
110253940,,,,0.0,1.0,0.0,,,,,,LADY HEALTH WORKER,,1.0,4.0,1102539404.0,1.0,10.0,25.0,39.0,40.0, Trained midwife,15.0,
111264041,,,,1.0,1.0,1.0,,,,,"POLIO, HERATITES, MALARIA",THROUGH LHW,POLIO,1.0,1.0,1112640411.0,1.0,11.0,26.0,40.0,41.0, Family planning worker,,
111274142,,,,1.0,1.0,0.0,,,,,"POLIO, HERATITES, MALARIA",LHV,,1.0,2.0,1112741422.0,1.0,11.0,27.0,41.0,42.0,Community Health Worker,,
111274243,,,,1.0,1.0,0.0,,,,,"POLIO, HEPATITUS",LHV,,1.0,3.0,1112742433.0,1.0,11.0,27.0,42.0,43.0,Traditional birth attendant,15.0,
111284344,,,,1.0,1.0,1.0,,,,,POLIO,LHV VISITS,"POLIO, FAMILY PLANNING",1.0,4.0,1112843444.0,1.0,11.0,28.0,43.0,44.0, Traditional Healer,15.0,
112294445,,,,1.0,0.0,0.0,,,,,"POLIO, TETNUS",,,1.0,1.0,1122944451.0,1.0,12.0,29.0,44.0,45.0, Medical Assistant,15.0,
112304546,,,,1.0,0.0,0.0,,,,,"POLIO, TETNUS, MALARIA",,,1.0,2.0,1123045462.0,1.0,12.0,30.0,45.0,46.0,,,
112304647,,,,1.0,0.0,0.0,,,,,POLIO,,,1.0,3.0,1123046473.0,1.0,12.0,30.0,46.0,47.0,Basic Health Unit (Smaller),15.0,1.0
112314748,,,,1.0,1.0,0.0,,,,,"POLIO, TETNUS, MALARIA",LHV WORKS,,1.0,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,Rural Health Center (Large),15.0,
213324849,,,,1.0,1.0,0.0,,,,,POLIO,LADY HEALTH VISITORS,,1.0,1.0,2133248491.0,2.0,13.0,32.0,48.0,49.0,Clinic,15.0,
213324950,,,,1.0,0.0,0.0,,,,,"POLIO, TETNUS",,,1.0,2.0,2133249502.0,2.0,13.0,32.0,49.0,50.0,Dispensary/pharmacy/drugstore,15.0,
213324952,,,,1.0,1.0,1.0,,,,,"POLIO, TETNUS",THROUGH LHW,POLIO,1.0,3.0,2133249523.0,2.0,13.0,32.0,49.0,52.0,Private Medical Practitioner,15.0,
213335051,,,,1.0,1.0,1.0,,,,,DONT KNOW NAME,DONT KNOW NAME,DONT KNOW NAME,1.0,4.0,2133351514.0,2.0,13.0,33.0,50.0,51.0,Hospital,60.0,
214345253,,,,1.0,1.0,0.0,,,,,EPI,POPULATION WELFER,,1.0,1.0,2143452531.0,2.0,14.0,34.0,52.0,53.0,Blood Bank,60.0,
214355354,,,,1.0,1.0,0.0,,,,,POLIO TEAM,POPULATION WELFARE,,1.0,2.0,2143553542.0,2.0,14.0,35.0,53.0,54.0, Doctor,,
214365455,,,,0.0,1.0,0.0,,,,,,POPULATION WELFARE,,1.0,3.0,2143654553.0,2.0,14.0,36.0,54.0,55.0, Nurse,,
215385657,,,,1.0,1.0,1.0,,,,,POLIO,THROUGH LHW,POLIO,1.0,1.0,2153856571.0,2.0,15.0,38.0,56.0,57.0, Pharmacist,15.0,
215395758,,,,1.0,1.0,1.0,,,,,POLIO,THROUGH LHW,POLIO,1.0,2.0,2153957582.0,2.0,15.0,39.0,57.0,58.0, Trained midwife,15.0,
215395859,,,,0.0,1.0,1.0,,,,,,THROUGH LHW,POLIO,1.0,3.0,2153958593.0,2.0,15.0,39.0,58.0,59.0, Family planning worker,15.0,
215405960,,,,0.0,0.0,0.0,,,,,,,,1.0,4.0,2154059604.0,2.0,15.0,40.0,59.0,60.0,Community Health Worker,20.0,
216416061,,,,0.0,0.0,1.0,,,,,,,POLIO,1.0,1.0,2164160611.0,2.0,16.0,41.0,60.0,61.0,Traditional birth attendant,,
216416162,,,,0.0,0.0,1.0,,,,,,,POLIO,1.0,2.0,2164161622.0,2.0,16.0,41.0,61.0,62.0, Traditional Healer,15.0,
216426263,,,,0.0,0.0,1.0,,,,,,,POLIO,1.0,3.0,2164262633.0,2.0,16.0,42.0,62.0,63.0, Medical Assistant,15.0,
216436364,,,,0.0,0.0,1.0,,,,,,,POLIO,1.0,4.0,2164363644.0,2.0,16.0,43.0,63.0,64.0,,,
217446465,,,,1.0,0.0,0.0,,,,,POLIO VECTNATION,,,1.0,1.0,2174464651.0,2.0,17.0,44.0,64.0,65.0,Basic Health Unit (Smaller),30.0,
217446566,,,,1.0,0.0,0.0,,,,,POLIO VACCINATION,,,1.0,2.0,2174465662.0,2.0,17.0,44.0,65.0,66.0,Rural Health Center (Large),30.0,
217446667,,,,1.0,0.0,1.0,,,,,POLIO VECENATION,,PLIO VECENATION,1.0,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,Clinic,35.0,
217456768,,,,1.0,0.0,1.0,,,,,POLIO  VECINATION,,"DENGI, REPRODUCTIVE HEALTH",1.0,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Dispensary/pharmacy/drugstore,40.0,
318466869,,,,0.0,1.0,0.0,,,,,,THROUGH LADY HEALTH WORKER,,1.0,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Private Medical Practitioner,40.0,
318466970,,,,1.0,1.0,1.0,,,,,POLIO,LADY HEALTH VISITORS,POLIO,1.0,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Hospital,100.0,
318467071,,,,0.0,1.0,1.0,,,,,,THROUGH LADY HEALTH WORKER,POLIO,1.0,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Blood Bank,100.0,
318467172,,,,0.0,1.0,0.0,,,,,,THROUGH LADY HEALTH WORKER,,1.0,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0, Doctor,100.0,
319477273,,,,0.0,1.0,1.0,,,,,,DIFFERENT PROGRAMMES CODUCTED BY LADY HEALTH WORLER,POLIO,1.0,1.0,3194772731.0,3.0,19.0,47.0,72.0,73.0, Nurse,100.0,
319477274,,,,1.0,1.0,0.0,,,,,INFORMATION PROVIDED BY LADY HEALTH WORKER,DIFFERENT PROGRAMMES CODUCTED BY LADY HEALTH WORLER,,1.0,2.0,3194772742.0,3.0,19.0,47.0,72.0,74.0, Pharmacist,100.0,
319477375,,,,0.0,0.0,0.0,,,,,,,,1.0,3.0,3194773753.0,3.0,19.0,47.0,73.0,75.0, Trained midwife,30.0,
319487476,,,,0.0,1.0,1.0,,,,,,INFORMATION PROVIDED BY LADY HEALTH WORKER,POLIO,1.0,4.0,3194874764.0,3.0,19.0,48.0,74.0,76.0, Family planning worker,30.0,
101010101,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,Community Health Worker,,
101010101,2.0,0.0,5.0,,,,,,,,,,,,,,,,,,,Traditional birth attendant,,
101010101,3.0,0.0,5.0,,,,,,,,,,,,,,,,,,, Traditional Healer,30.0,
101010101,4.0,0.0,5.0,,,,,,,,,,,,,,,,,,, Medical Assistant,,
101010101,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,
101010101,6.0,0.0,5.0,,,,,,,,,,,,,,,,,,,Basic Health Unit (Smaller),10.0,
101010101,7.0,0.0,5.0,,,,,,,,,,,,,,,,,,,Rural Health Center (Large),35.0,
101010101,8.0,0.0,5.0,,,,,,,,,,,,,,,,,,,Clinic,15.0,
101010101,9.0,0.0,5.0,,,,,,,,,,,,,,,,,,,Dispensary/pharmacy/drugstore,15.0,
101010101,10.0,0.0,5.0,,,,,,,,,,,,,,,,,,,Private Medical Practitioner,8.0,
101010101,11.0,1.0,,,,,,,,,,,,,,,,,,,,Hospital,35.0,
101010101,12.0,1.0,,,,,,,,,,,,,,,,,,,,Blood Bank,35.0,
101010101,13.0,0.0,5.0,,,,,,,,,,,,,,,,,,, Doctor,35.0,
101010101,14.0,1.0,,,,,,,,,,,,,,,,,,,, Nurse,35.0,
101010101,15.0,1.0,,,,,,,,,,,,,,,,,,,, Pharmacist,35.0,
101010101,16.0,1.0,,,,,,,,,,,,,,,,,,,, Trained midwife,35.0,
101010101,17.0,0.0,5.0,,,,,,,,,,,,,,,,,,, Family planning worker,,
101010202,1.0,1.0,,,,,,,,,,,,,,,,,,,,Community Health Worker,,
101010202,2.0,1.0,,,,,,,,,,,,,,,,,,,,Traditional birth attendant,,
101010202,3.0,1.0,,,,,,,,,,,,,,,,,,,, Traditional Healer,8.0,
101010202,4.0,1.0,,,,,,,,,,,,,,,,,,,, Medical Assistant,35.0,
101010202,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,
101010202,6.0,1.0,,,,,,,,,,,,,,,,,,,,Basic Health Unit (Smaller),30.0,
101010202,7.0,1.0,,,,,,,,,,,,,,,,,,,,Rural Health Center (Large),30.0,1.0
101010202,8.0,1.0,,,,,,,,,,,,,,,,,,,,Clinic,30.0,
101010202,9.0,1.0,,,,,,,,,,,,,,,,,,,,Dispensary/pharmacy/drugstore,30.0,
101010202,10.0,1.0,,,,,,,,,,,,,,,,,,,,Private Medical Practitioner,30.0,
101010202,11.0,1.0,,,,,,,,,,,,,,,,,,,,Hospital,30.0,
101010202,12.0,1.0,,,,,,,,,,,,,,,,,,,,Blood Bank,30.0,
101010202,13.0,1.0,,,,,,,,,,,,,,,,,,,, Doctor,30.0,
101010202,14.0,1.0,,,,,,,,,,,,,,,,,,,, Nurse,30.0,
101010202,15.0,1.0,,,,,,,,,,,,,,,,,,,, Pharmacist,30.0,
101010202,16.0,1.0,,,,,,,,,,,,,,,,,,,, Trained midwife,30.0,
101010202,17.0,1.0,,,,,,,,,,,,,,,,,,,, Family planning worker,30.0,
101010203,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,Community Health Worker,30.0,
101010203,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,Traditional birth attendant,12.0,
101010203,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,, Traditional Healer,7.0,
101010203,4.0,0.0,2.0,,,,,,,,,,,,,,,,,,, Medical Assistant,30.0,
101010203,5.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
101010203,6.0,0.0,2.0,,,,,,,,,,,,,,,,,,,Basic Health Unit (Smaller),10.0,
