CID,FID,Tax_ID,Community,D_ID,M_ID,P_ID,Survey_Round,T_ID,Tax_MoVPaid,Tax_MoVPaid_5y,Tax_Rate,Tax_Rate_5y,UC_ID
215385657.0,2153856571.0,3.0,1.0,15.0,57.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,56.0
215385657.0,2153856571.0,4.0,1.0,15.0,57.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,56.0
215395758.0,2153957582.0,1.0,2.0,15.0,58.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,57.0
215395758.0,2153957582.0,2.0,2.0,15.0,58.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,57.0
215395758.0,2153957582.0,3.0,2.0,15.0,58.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,57.0
215395758.0,2153957582.0,4.0,2.0,15.0,58.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,57.0
215395859.0,2153958593.0,1.0,3.0,15.0,59.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,58.0
215395859.0,2153958593.0,2.0,3.0,15.0,59.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,58.0
215395859.0,2153958593.0,3.0,3.0,15.0,59.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,58.0
215395859.0,2153958593.0,4.0,3.0,15.0,59.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,58.0
215405960.0,2154059604.0,1.0,4.0,15.0,60.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,59.0
215405960.0,2154059604.0,2.0,4.0,15.0,60.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,59.0
215405960.0,2154059604.0,3.0,4.0,15.0,60.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,59.0
215405960.0,2154059604.0,4.0,4.0,15.0,60.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,59.0
216416061.0,2164160611.0,1.0,1.0,16.0,61.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,60.0
216416061.0,2164160611.0,2.0,1.0,16.0,61.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,60.0
216416061.0,2164160611.0,3.0,1.0,16.0,61.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,60.0
216416061.0,2164160611.0,4.0,1.0,16.0,61.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,60.0
216416162.0,2164161622.0,1.0,2.0,16.0,62.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,61.0
216416162.0,2164161622.0,2.0,2.0,16.0,62.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,61.0
216416162.0,2164161622.0,3.0,2.0,16.0,62.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,61.0
216416162.0,2164161622.0,4.0,2.0,16.0,62.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,61.0
216426263.0,2164262633.0,1.0,3.0,16.0,63.0,2.0,1.0,42.0,0.0,0.0,0.0,0.0,62.0
216426263.0,2164262633.0,2.0,3.0,16.0,63.0,2.0,1.0,42.0,0.0,0.0,0.0,0.0,62.0
216426263.0,2164262633.0,3.0,3.0,16.0,63.0,2.0,1.0,42.0,0.0,0.0,0.0,0.0,62.0
216426263.0,2164262633.0,4.0,3.0,16.0,63.0,2.0,1.0,42.0,0.0,0.0,0.0,0.0,62.0
216436364.0,2164363644.0,1.0,4.0,16.0,64.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,63.0
216436364.0,2164363644.0,2.0,4.0,16.0,64.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,63.0
216436364.0,2164363644.0,3.0,4.0,16.0,64.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,63.0
216436364.0,2164363644.0,4.0,4.0,16.0,64.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,63.0
217446465.0,2174464651.0,1.0,1.0,17.0,65.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,64.0
217446465.0,2174464651.0,2.0,1.0,17.0,65.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,64.0
217446465.0,2174464651.0,3.0,1.0,17.0,65.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,64.0
217446465.0,2174464651.0,4.0,1.0,17.0,65.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,64.0
217446566.0,2174465662.0,1.0,2.0,17.0,66.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,65.0
217446566.0,2174465662.0,2.0,2.0,17.0,66.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,65.0
217446566.0,2174465662.0,3.0,2.0,17.0,66.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,65.0
217446566.0,2174465662.0,4.0,2.0,17.0,66.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,65.0
217446667.0,2174466673.0,1.0,3.0,17.0,67.0,2.0,1.0,44.0,1.0,1.0,10.0,7.0,66.0
217446667.0,2174466673.0,2.0,3.0,17.0,67.0,2.0,1.0,44.0,1.0,1.0,4.0,6.0,66.0
217446667.0,2174466673.0,3.0,3.0,17.0,67.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,66.0
217446667.0,2174466673.0,4.0,3.0,17.0,67.0,2.0,1.0,44.0,1.0,1.0,12.0,4.0,66.0
217456768.0,2174567684.0,1.0,4.0,17.0,68.0,2.0,1.0,45.0,0.0,0.0,0.0,0.0,67.0
217456768.0,2174567684.0,2.0,4.0,17.0,68.0,2.0,1.0,45.0,0.0,0.0,0.0,0.0,67.0
217456768.0,2174567684.0,3.0,4.0,17.0,68.0,2.0,1.0,45.0,0.0,0.0,0.0,0.0,67.0
217456768.0,2174567684.0,4.0,4.0,17.0,68.0,2.0,1.0,45.0,0.0,0.0,0.0,0.0,67.0
318466869.0,3184668691.0,1.0,1.0,18.0,69.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,68.0
318466869.0,3184668691.0,2.0,1.0,18.0,69.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,68.0
318466869.0,3184668691.0,3.0,1.0,18.0,69.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,68.0
318466869.0,3184668691.0,4.0,1.0,18.0,69.0,3.0,1.0,46.0,1.0,1.0,10.0,10.0,68.0
318466970.0,3184669702.0,1.0,2.0,18.0,70.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,69.0
318466970.0,3184669702.0,2.0,2.0,18.0,70.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,69.0
318466970.0,3184669702.0,3.0,2.0,18.0,70.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,69.0
318466970.0,3184669702.0,4.0,2.0,18.0,70.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,69.0
318467071.0,3184670713.0,1.0,3.0,18.0,71.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,70.0
318467071.0,3184670713.0,2.0,3.0,18.0,71.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,70.0
318467071.0,3184670713.0,3.0,3.0,18.0,71.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,70.0
318467071.0,3184670713.0,4.0,3.0,18.0,71.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,70.0
318467172.0,3184671724.0,1.0,4.0,18.0,72.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,71.0
318467172.0,3184671724.0,2.0,4.0,18.0,72.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,71.0
318467172.0,3184671724.0,3.0,4.0,18.0,72.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,71.0
318467172.0,3184671724.0,4.0,4.0,18.0,72.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,71.0
319477273.0,3194772731.0,1.0,1.0,19.0,73.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,72.0
319477273.0,3194772731.0,2.0,1.0,19.0,73.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,72.0
319477273.0,3194772731.0,3.0,1.0,19.0,73.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,72.0
319477273.0,3194772731.0,4.0,1.0,19.0,73.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,72.0
319477274.0,3194772742.0,1.0,2.0,19.0,74.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,72.0
319477274.0,3194772742.0,2.0,2.0,19.0,74.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,72.0
319477274.0,3194772742.0,3.0,2.0,19.0,74.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,72.0
319477274.0,3194772742.0,4.0,2.0,19.0,74.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,72.0
319477375.0,3194773753.0,1.0,3.0,19.0,75.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,73.0
319477375.0,3194773753.0,2.0,3.0,19.0,75.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,73.0
319477375.0,3194773753.0,3.0,3.0,19.0,75.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,73.0
319477375.0,3194773753.0,4.0,3.0,19.0,75.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,73.0
319487476.0,3194874764.0,1.0,4.0,19.0,76.0,3.0,1.0,48.0,0.0,0.0,0.0,0.0,74.0
319487476.0,3194874764.0,2.0,4.0,19.0,76.0,3.0,1.0,48.0,0.0,0.0,0.0,0.0,74.0
319487476.0,3194874764.0,3.0,4.0,19.0,76.0,3.0,1.0,48.0,0.0,0.0,0.0,0.0,74.0
319487476.0,3194874764.0,4.0,4.0,19.0,76.0,3.0,1.0,48.0,0.0,0.0,0.0,0.0,74.0
