,Survey_Round,CID,Community,BE_SoNFE,BE_SoNFE_5y,BE_SoNFE_PrmLis,BE_NFE_TimeReg,BE_NFE_TimeReg_5y,BE_NFE_TimePTO,BE_NFE_TimePTO_5y,BE_NFE_Prm_NoA,BE_NFE_PrmNoA_5y,BE_NFE_PTOCost,BE_NFE_PTOCost_5y,BE_NFE_TimeLTO,BE_NFE_TimeLTO_5y,BE_NFE_LisNoA,BE_NFE_LisNoA_5y,BE_AME_Tax,BE_AME_Tax_5y,BE_ASE_Tax,BE_ASE_Tax_5y,BE_ATE_Tax,BE_ATE_Tax_5y,VE_NFE_URP,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,Const_ID,Const_Main,Const_MI,Const_SMI,BO_COC_T,BO_BAAB_T,BO_BAOS_T,BO_COCEst_T,BO_BAABEst_T,BO_BAOSEst_T,BO_COC_LG,BO_BAAB_LG,BO_BAOS_LG,BO_COC_RD,BO_BAAB_RD,BO_BAOS_RD,BO_COC_IOP,BO_BAAB_IOP,BO_BAOS_IOP,BO_COC_CDP,BO_BAAB_CDP,BO_BAOS_CDP,BO_COC_AS,BO_BAAB_AS,BO_BAOS_AS,BO_COC_IOG,BO_BAAB_IOG,BO_BAOS_IOG,BO_COC_IGP,BO_BAAB_IGP,BO_BAOS_IGP,Serv_Name,Serv_EntT,Serv_EntT_FA_y,Serv_Avl_1hrs,Serv_AffEnt,Serv_DemEnt
473,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1,106142324,4,,,,,,,,,,,,,,,,,,,,,,,1061423244.0,1,6,14,23,24,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,7.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1,107152425,1,,,,,,,,,,,,,,,,,,,,,,,1071524251.0,1,7,15,24,25,17.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,9.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,16.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,1,107162526,2,,,,,,,,,,,,,,,,,,,,,,,1071625262.0,1,7,16,25,26,17.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,5.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,6.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,16.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1,107162627,3,,,,,,,,,,,,,,,,,,,,,,,1071626273.0,1,7,16,26,27,17.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,6.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,7.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,11.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,16.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1,107172728,4,,,,,,,,,,,,,,,,,,,,,,,1071727284.0,1,7,17,27,28,17.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,14.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,16.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,1,108182829,1,,,,,,,,,,,,,,,,,,,,,,,1081828291.0,1,8,18,28,29,17.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,6.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,7.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,10.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,16.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1,108192930,2,,,,,,,,,,,,,,,,,,,,,,,1081929302.0,1,8,19,29,30,17.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,6.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,7.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,14.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,16.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,1,108203031,3,,,,,,,,,,,,,,,,,,,,,,,1082030313.0,1,8,20,30,31,17.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1,108213132,4,,,,,,,,,,,,,,,,,,,,,,,1082131324.0,1,8,21,31,32,9.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
