CID,PID,FID,Community,D_ID,M_ID,P_ID,R_Age,R_Gender,R_HEL,R_MainIncomeSrc,R_PiP_y,R_TiM_y,Survey_Round,T_ID
318467071.0,3.0,3184670713.0,3.0,18.0,71.0,3.0,45.0,1.0,10.0,3.0,25.0,45.0,1.0,46.0
318467172.0,1.0,3184671724.0,4.0,18.0,72.0,3.0,50.0,1.0,9.0,3.0,10.0,50.0,1.0,46.0
318467172.0,2.0,3184671724.0,4.0,18.0,72.0,3.0,45.0,1.0,10.0,4.0,23.0,45.0,1.0,46.0
318467172.0,3.0,3184671724.0,4.0,18.0,72.0,3.0,66.0,1.0,8.0,6.0,25.0,66.0,1.0,46.0
319477273.0,1.0,3194772731.0,1.0,19.0,73.0,3.0,37.0,1.0,10.0,4.0,17.0,37.0,1.0,47.0
319477273.0,2.0,3194772731.0,1.0,19.0,73.0,3.0,45.0,1.0,10.0,5.0,20.0,45.0,1.0,47.0
319477273.0,3.0,3194772731.0,1.0,19.0,73.0,3.0,45.0,1.0,8.0,3.0,20.0,45.0,1.0,47.0
319477274.0,1.0,3194772742.0,2.0,19.0,74.0,3.0,61.0,1.0,5.0,3.0,20.0,61.0,1.0,47.0
319477274.0,2.0,3194772742.0,2.0,19.0,74.0,3.0,51.0,1.0,12.0,4.0,15.0,51.0,1.0,47.0
319477274.0,3.0,3194772742.0,2.0,19.0,74.0,3.0,45.0,1.0,13.0,4.0,19.0,45.0,1.0,47.0
319477375.0,1.0,3194773753.0,3.0,19.0,75.0,3.0,40.0,1.0,13.0,1.0,6.0,40.0,1.0,47.0
319477375.0,2.0,3194773753.0,3.0,19.0,75.0,3.0,44.0,1.0,13.0,4.0,23.0,44.0,1.0,47.0
319477375.0,3.0,3194773753.0,3.0,19.0,75.0,3.0,49.0,1.0,13.0,4.0,29.0,49.0,1.0,47.0
319487476.0,1.0,3194874764.0,4.0,19.0,76.0,3.0,55.0,1.0,10.0,1.0,4.0,55.0,1.0,48.0
319487476.0,2.0,3194874764.0,4.0,19.0,76.0,3.0,25.0,1.0,13.0,1.0,5.0,25.0,1.0,48.0
319487476.0,3.0,3194874764.0,4.0,19.0,76.0,3.0,58.0,1.0,5.0,1.0,10.0,58.0,1.0,48.0
101010101.0,1.0,,,,,,45.0,1.0,8.0,3.0,18.0,,,
101010202.0,1.0,,,,,,30.0,1.0,6.0,1.0,20.0,25.0,,
101010203.0,1.0,,,,,,20.0,1.0,0.0,1.0,7.0,,,
101020304.0,1.0,,,,,,49.0,1.0,17.0,4.0,2.0,,,
102030405.0,1.0,,,,,,63.0,1.0,12.0,5.0,11.0,43.0,,
102030506.0,1.0,,,,,,54.0,1.0,8.0,1.0,20.0,54.0,,
102030607.0,1.0,,,,,,26.0,1.0,10.0,1.0,13.0,26.0,,
102040708.0,1.0,,,,,,46.0,1.0,13.0,4.0,26.0,46.0,,
103050809.0,1.0,,,,,,62.0,1.0,10.0,1.0,20.0,62.0,,
103060910.0,1.0,,,,,,26.0,1.0,10.0,1.0,5.0,26.0,,
103061011.0,1.0,,,,,,68.0,1.0,8.0,1.0,32.0,33.0,,
103071112.0,1.0,,,,,,32.0,1.0,5.0,1.0,16.0,32.0,,
104081213.0,1.0,,,,,,54.0,1.0,9.0,8.0,20.0,54.0,,
104081314.0,1.0,,,,,,63.0,1.0,10.0,7.0,40.0,63.0,,
104081415.0,1.0,,,,,,40.0,1.0,10.0,3.0,20.0,40.0,,
104091516.0,1.0,,,,,,55.0,1.0,12.0,4.0,30.0,55.0,,
105101617.0,1.0,,,,,,31.0,1.0,8.0,1.0,15.0,31.0,,
105101718.0,1.0,,,,,,43.0,1.0,5.0,1.0,20.0,43.0,,
105111819.0,1.0,,,,,,61.0,1.0,23.0,1.0,50.0,61.0,,
105121920.0,1.0,,,,,,50.0,1.0,9.0,1.0,30.0,50.0,,
106132021.0,1.0,,,,,,30.0,1.0,13.0,4.0,10.0,30.0,,
106132122.0,1.0,,,,,,38.0,1.0,12.0,3.0,15.0,38.0,,
106142223.0,1.0,,,,,,62.0,1.0,10.0,3.0,40.0,50.0,,
106142324.0,1.0,,,,,,75.0,1.0,4.0,1.0,60.0,75.0,,
107152425.0,1.0,,,,,,40.0,1.0,10.0,4.0,14.0,35.0,,
107152627.0,1.0,,,,,,41.0,1.0,10.0,3.0,18.0,23.0,,
107162526.0,1.0,,,,,,55.0,1.0,5.0,3.0,25.0,25.0,,
107172728.0,1.0,,,,,,20.0,1.0,12.0,1.0,10.0,20.0,,
108182829.0,1.0,,,,,,48.0,1.0,5.0,1.0,33.0,48.0,,
108192930.0,1.0,,,,,,49.0,1.0,8.0,1.0,2.0,45.0,,
108203031.0,1.0,,,,,,56.0,1.0,10.0,5.0,25.0,56.0,,
108213132.0,1.0,,,,,,43.0,1.0,10.0,1.0,5.0,43.0,,
109223233.0,1.0,,,,,,62.0,1.0,13.0,1.0,23.0,62.0,,
109223334.0,1.0,,,,,,36.0,1.0,10.0,1.0,15.0,4.0,,
109233435.0,1.0,,,,,,21.0,1.0,8.0,7.0,4.0,21.0,,
109233536.0,1.0,,,,,,23.0,1.0,12.0,1.0,7.0,23.0,,
110243637.0,1.0,,,,,,65.0,1.0,0.0,1.0,40.0,65.0,,
110243738.0,1.0,,,,,,28.0,1.0,5.0,1.0,6.0,28.0,,
110243839.0,1.0,,,,,,21.0,1.0,12.0,4.0,0.4000000059604645,21.0,,
110253940.0,1.0,,,,,,50.0,1.0,8.0,3.0,20.0,50.0,,
111264041.0,1.0,,,,,,50.0,1.0,10.0,1.0,4.0,50.0,,
111274142.0,1.0,,,,,,21.0,1.0,8.0,1.0,11.0,21.0,,
111274243.0,1.0,,,,,,24.0,1.0,12.0,1.0,1.0,24.0,,
111284344.0,1.0,,,,,,50.0,1.0,8.0,1.0,12.0,50.0,,
112294445.0,1.0,,,,,,35.0,1.0,0.0,3.0,20.0,35.0,,
112304546.0,1.0,,,,,,70.0,1.0,10.0,5.0,20.0,70.0,,
112304647.0,1.0,,,,,,55.0,1.0,5.0,3.0,4.0,55.0,,
112314748.0,1.0,,,,,,58.0,1.0,3.0,5.0,40.0,58.0,,
213324849.0,1.0,,,,,,30.0,1.0,0.0,1.0,20.0,30.0,,
213324952.0,1.0,,,,,,38.0,1.0,5.0,1.0,15.0,38.0,,
213334950.0,1.0,,,,,,20.0,1.0,2.0,3.0,8.0,20.0,,
213335051.0,1.0,,,,,,28.0,1.0,23.0,1.0,13.0,28.0,,
214345253.0,1.0,,,,,,56.0,1.0,5.0,1.0,4.0,56.0,,
214355354.0,1.0,,,,,,42.0,1.0,13.0,4.0,20.0,42.0,,
214365455.0,1.0,,,,,,32.0,1.0,8.0,1.0,10.0,32.0,,
214365556.0,1.0,,,,,,28.0,1.0,10.0,1.0,5.0,28.0,,
215385657.0,1.0,,,,,,54.0,1.0,10.0,1.0,27.0,54.0,,
215395758.0,1.0,,,,,,41.0,1.0,13.0,4.0,23.0,41.0,,
215395859.0,1.0,,,,,,50.0,1.0,14.0,4.0,26.0,,,
215405960.0,1.0,,,,,,32.0,1.0,10.0,1.0,10.0,8.0,,
216416061.0,1.0,,,,,,50.0,1.0,10.0,1.0,30.0,50.0,,
216416162.0,1.0,,,,,,38.0,1.0,12.0,1.0,20.0,38.0,,
216426263.0,1.0,,,,,,55.0,1.0,14.0,4.0,35.0,55.0,,
216436364.0,1.0,,,,,,35.0,1.0,13.0,1.0,25.0,35.0,,
217446465.0,1.0,,,,,,65.0,1.0,10.0,1.0,46.0,46.0,,
217446566.0,1.0,,,,,,60.0,1.0,0.0,1.0,35.0,60.0,,
217446667.0,1.0,,,,,,63.0,1.0,5.0,1.0,20.0,63.0,,
217456768.0,1.0,,,,,,56.0,1.0,2.0,3.0,30.0,56.0,,
318466869.0,1.0,,,,,,52.0,1.0,11.0,1.0,25.0,52.0,,
318466970.0,1.0,,,,,,40.0,1.0,14.0,3.0,15.0,40.0,,
318467071.0,1.0,,,,,,34.0,1.0,6.0,3.0,10.0,34.0,,
318467172.0,1.0,,,,,,69.0,1.0,8.0,6.0,40.0,69.0,,
319477273.0,1.0,,,,,,47.0,1.0,5.0,6.0,18.0,47.0,,
319477274.0,1.0,,,,,,51.0,1.0,9.0,1.0,25.0,51.0,,
319477374.0,1.0,,,,,,37.0,1.0,25.0,10.0,8.0,37.0,,
319487476.0,1.0,,,,,,35.0,1.0,13.0,6.0,8.0,35.0,,
101010101.0,2.0,,,,,,70.0,1.0,0.0,1.0,30.0,,,
101010101.0,3.0,,,,,,26.0,1.0,7.0,3.0,5.0,,,
101010202.0,2.0,,,,,,25.0,1.0,8.0,1.0,5.0,25.0,,
101010202.0,3.0,,,,,,22.0,1.0,0.0,1.0,10.0,,,
101010203.0,2.0,,,,,,46.0,1.0,0.0,1.0,20.0,,,
101010203.0,3.0,,,,,,35.0,1.0,0.0,1.0,15.0,,,
101020304.0,2.0,,,,,,32.0,1.0,12.0,1.0,5.0,,,
101020304.0,3.0,,,,,,35.0,1.0,6.0,3.0,3.0,,,
102030405.0,2.0,,,,,,29.0,1.0,12.0,1.0,13.0,29.0,,
102030405.0,3.0,,,,,,65.0,1.0,10.0,1.0,36.0,43.0,,
102030506.0,2.0,,,,,,37.0,1.0,12.0,1.0,3.0,3.0,,
102030506.0,3.0,,,,,,33.0,1.0,8.0,1.0,20.0,33.0,,
102030607.0,2.0,,,,,,67.0,1.0,0.0,1.0,55.0,67.0,,
102030607.0,3.0,,,,,,43.0,1.0,5.0,3.0,7.0,43.0,,
102040708.0,2.0,,,,,,36.0,1.0,10.0,1.0,10.0,36.0,,
102040708.0,3.0,,,,,,57.0,1.0,8.0,4.0,32.0,57.0,,
103050809.0,2.0,,,,,,33.0,1.0,4.0,1.0,16.0,33.0,,
103050809.0,3.0,,,,,,42.0,1.0,5.0,1.0,17.0,42.0,,
103060910.0,2.0,,,,,,35.0,1.0,10.0,1.0,10.0,35.0,,
103060910.0,3.0,,,,,,27.0,1.0,10.0,1.0,7.0,27.0,,
103061011.0,2.0,,,,,,40.0,1.0,6.0,1.0,20.0,40.0,,
103061011.0,3.0,,,,,,29.0,1.0,12.0,3.0,9.0,29.0,,
103071112.0,2.0,,,,,,30.0,1.0,8.0,1.0,16.0,30.0,,
103071112.0,3.0,,,,,,50.0,1.0,0.0,1.0,12.0,50.0,,
104081213.0,2.0,,,,,,25.0,1.0,13.0,7.0,5.0,25.0,,
104081213.0,3.0,,,,,,55.0,1.0,10.0,5.0,20.0,55.0,,
104081314.0,2.0,,,,,,47.0,1.0,10.0,3.0,30.0,47.0,,
104081314.0,3.0,,,,,,50.0,1.0,10.0,3.0,25.0,50.0,,
104081415.0,2.0,,,,,,20.0,1.0,9.0,3.0,5.0,20.0,,
104081415.0,3.0,,,,,,63.0,1.0,8.0,1.0,30.0,63.0,,
104091516.0,2.0,,,,,,45.0,1.0,8.0,1.0,25.0,45.0,,
104091516.0,3.0,,,,,,43.0,1.0,5.0,1.0,30.0,43.0,,
105101617.0,2.0,,,,,,41.0,1.0,12.0,1.0,25.0,41.0,,
105101617.0,3.0,,,,,,52.0,1.0,5.0,1.0,20.0,50.0,,
105101718.0,2.0,,,,,,59.0,1.0,0.0,1.0,6.0,59.0,,
105101718.0,3.0,,,,,,48.0,1.0,10.0,1.0,6.0,48.0,,
105111819.0,2.0,,,,,,31.0,1.0,23.0,1.0,20.0,31.0,,
105111819.0,3.0,,,,,,36.0,1.0,23.0,1.0,3.5999999046325684,36.0,,
105121920.0,2.0,,,,,,47.0,1.0,12.0,4.0,5.0,47.0,,
105121920.0,3.0,,,,,,70.0,1.0,7.0,1.0,50.0,70.0,,
106132021.0,2.0,,,,,,28.0,1.0,10.0,1.0,12.0,28.0,,
106132021.0,3.0,,,,,,48.0,1.0,10.0,1.0,30.0,48.0,,
106132122.0,2.0,,,,,,23.0,1.0,10.0,3.0,10.0,20.0,,
106132122.0,3.0,,,,,,29.0,1.0,10.0,3.0,20.0,29.0,,
106142223.0,2.0,,,,,,48.0,1.0,10.0,3.0,35.0,40.0,,
106142223.0,3.0,,,,,,23.0,1.0,12.0,3.0,7.0,23.0,,
106142324.0,2.0,,,,,,60.0,1.0,10.0,4.0,38.0,60.0,,
106142324.0,3.0,,,,,,39.0,1.0,12.0,3.0,18.0,39.0,,
107152425.0,2.0,,,,,,25.0,1.0,10.0,1.0,7.0,25.0,,
107152425.0,3.0,,,,,,31.0,1.0,8.0,3.0,10.0,31.0,,
107152627.0,2.0,,,,,,24.0,1.0,12.0,1.0,4.0,24.0,,
107152627.0,3.0,,,,,,45.0,1.0,8.0,1.0,25.0,35.0,,
107162526.0,2.0,,,,,,50.0,1.0,4.0,3.0,25.0,25.0,,
107162526.0,3.0,,,,,,25.0,1.0,14.0,6.0,5.0,20.0,,
107172728.0,2.0,,,,,,38.0,1.0,14.0,1.0,20.0,38.0,,
107172728.0,3.0,,,,,,25.0,1.0,12.0,6.0,6.0,25.0,,
108182829.0,2.0,,,,,,52.0,1.0,10.0,4.0,27.0,52.0,,
108182829.0,3.0,,,,,,46.0,1.0,5.0,6.0,13.0,13.0,,
108192930.0,2.0,,,,,,24.0,1.0,10.0,1.0,2.0,24.0,,
108192930.0,3.0,,,,,,69.0,1.0,10.0,1.0,59.0,50.0,,
108203031.0,2.0,,,,,,57.0,1.0,10.0,1.0,5.0,57.0,,
108203031.0,3.0,,,,,,52.0,1.0,5.0,6.0,1.0,52.0,,
108213132.0,2.0,,,,,,33.0,1.0,8.0,1.0,2.0,33.0,,
108213132.0,3.0,,,,,,47.0,1.0,0.0,1.0,37.0,47.0,,
109223233.0,2.0,,,,,,30.0,1.0,5.0,3.0,10.0,30.0,,
109223233.0,3.0,,,,,,34.0,1.0,13.0,6.0,12.0,25.0,,
109223334.0,2.0,,,,,,32.0,1.0,10.0,1.0,8.0,32.0,,
109223334.0,3.0,,,,,,63.0,1.0,5.0,1.0,35.0,63.0,,
109233435.0,2.0,,,,,,43.0,1.0,6.0,3.0,15.0,37.0,,
109233435.0,3.0,,,,,,31.0,0.0,5.0,4.0,13.0,31.0,,
109233536.0,2.0,,,,,,24.0,1.0,14.0,1.0,1.0,24.0,,
109233536.0,3.0,,,,,,50.0,1.0,13.0,4.0,28.0,50.0,,
110243637.0,2.0,,,,,,65.0,1.0,8.0,1.0,30.0,65.0,,
110243637.0,3.0,,,,,,31.0,1.0,12.0,1.0,5.0,31.0,,
110243738.0,2.0,,,,,,46.0,1.0,10.0,3.0,15.0,46.0,,
110243738.0,3.0,,,,,,41.0,1.0,14.0,4.0,12.0,41.0,,
110243839.0,2.0,,,,,,43.0,1.0,5.0,1.0,20.0,43.0,,
110243839.0,3.0,,,,,,29.0,1.0,19.0,4.0,8.0,29.0,,
110253940.0,2.0,,,,,,37.0,1.0,13.0,1.0,11.0,37.0,,
110253940.0,3.0,,,,,,39.0,1.0,10.0,1.0,3.0,39.0,,
111264041.0,2.0,,,,,,50.0,1.0,5.0,1.0,35.0,50.0,,
111264041.0,3.0,,,,,,46.0,1.0,0.0,1.0,25.0,46.0,,
111274142.0,2.0,,,,,,24.0,1.0,10.0,1.0,8.0,24.0,,
111274142.0,3.0,,,,,,35.0,1.0,12.0,1.0,5.0,35.0,,
111274243.0,2.0,,,,,,35.0,1.0,10.0,3.0,20.0,35.0,,
111274243.0,3.0,,,,,,30.0,1.0,10.0,6.0,5.0,30.0,,
111284344.0,2.0,,,,,,43.0,1.0,8.0,3.0,4.0,43.0,,
111284344.0,3.0,,,,,,64.0,1.0,8.0,1.0,20.0,64.0,,
112294445.0,2.0,,,,,,40.0,1.0,10.0,1.0,20.0,40.0,,
112294445.0,3.0,,,,,,55.0,1.0,0.0,1.0,35.0,55.0,,
112304546.0,2.0,,,,,,50.0,1.0,0.0,1.0,31.0,50.0,,
112304546.0,3.0,,,,,,31.0,1.0,0.0,1.0,10.0,31.0,,
112304647.0,2.0,,,,,,67.0,1.0,0.0,1.0,40.0,67.0,,
112304647.0,3.0,,,,,,53.0,1.0,0.0,1.0,36.0,53.0,,
112314748.0,2.0,,,,,,54.0,1.0,10.0,5.0,10.0,54.0,,
112314748.0,3.0,,,,,,35.0,1.0,10.0,3.0,6.0,35.0,,
213324849.0,2.0,,,,,,28.0,1.0,0.0,1.0,15.0,28.0,,
213324849.0,3.0,,,,,,40.0,1.0,0.0,1.0,30.0,40.0,,
213324952.0,2.0,,,,,,45.0,1.0,2.0,1.0,17.0,45.0,,
213324952.0,3.0,,,,,,42.0,1.0,3.0,1.0,18.0,42.0,,
213334950.0,2.0,,,,,,20.0,1.0,3.0,1.0,8.0,20.0,,
213334950.0,3.0,,,,,,24.0,1.0,2.0,1.0,7.0,24.0,,
213335051.0,2.0,,,,,,29.0,1.0,23.0,1.0,12.0,29.0,,
213335051.0,3.0,,,,,,47.0,1.0,23.0,1.0,30.0,47.0,,
214345253.0,2.0,,,,,,48.0,1.0,13.0,8.0,15.0,48.0,,
214345253.0,3.0,,,,,,60.0,1.0,14.0,5.0,50.0,60.0,,
214355354.0,2.0,,,,,,44.0,1.0,14.0,3.0,10.0,44.0,,
214355354.0,3.0,,,,,,55.0,1.0,5.0,9.0,20.0,55.0,,
214365455.0,2.0,,,,,,63.0,1.0,3.0,1.0,40.0,63.0,,
214365455.0,3.0,,,,,,60.0,1.0,0.0,1.0,20.0,60.0,,
214365556.0,2.0,,,,,,28.0,1.0,12.0,1.0,5.0,28.0,,
214365556.0,3.0,,,,,,43.0,1.0,10.0,1.0,5.0,43.0,,
215385657.0,2.0,,,,,,43.0,1.0,12.0,4.0,25.0,43.0,,
215385657.0,3.0,,,,,,39.0,1.0,10.0,1.0,22.0,39.0,,
215395758.0,2.0,,,,,,25.0,1.0,18.0,3.0,5.0,25.0,,
215395758.0,3.0,,,,,,18.0,1.0,12.0,3.0,8.0,18.0,,
215395859.0,2.0,,,,,,40.0,1.0,5.0,1.0,30.0,40.0,,
215395859.0,3.0,,,,,,32.0,1.0,10.0,3.0,20.0,32.0,,
215405960.0,2.0,,,,,,26.0,1.0,5.0,1.0,15.0,8.0,,
215405960.0,3.0,,,,,,43.0,1.0,12.0,4.0,18.0,43.0,,
216416061.0,2.0,,,,,,60.0,1.0,8.0,3.0,40.0,60.0,,
216416061.0,3.0,,,,,,26.0,1.0,12.0,1.0,10.0,26.0,,
216416162.0,2.0,,,,,,50.0,1.0,0.0,1.0,40.0,50.0,,
216416162.0,3.0,,,,,,40.0,1.0,0.0,1.0,30.0,40.0,,
216426263.0,2.0,,,,,,49.0,1.0,14.0,4.0,25.0,49.0,,
216426263.0,3.0,,,,,,25.0,1.0,10.0,4.0,3.0,25.0,,
216436364.0,2.0,,,,,,68.0,1.0,25.0,1.0,50.0,68.0,,
216436364.0,3.0,,,,,,63.0,1.0,0.0,1.0,50.0,35.0,,
217446465.0,2.0,,,,,,36.0,1.0,13.0,4.0,5.0,36.0,,
217446465.0,3.0,,,,,,20.0,1.0,12.0,1.0,10.0,20.0,,
217446566.0,2.0,,,,,,47.0,1.0,5.0,1.0,22.0,47.0,,
217446566.0,3.0,,,,,,55.0,1.0,0.0,1.0,40.0,55.0,,
217446667.0,2.0,,,,,,56.0,1.0,0.0,1.0,40.0,56.0,,
217446667.0,3.0,,,,,,28.0,1.0,10.0,6.0,5.0,28.0,,
217456768.0,2.0,,,,,,44.0,1.0,10.0,4.0,20.0,,,
217456768.0,3.0,,,,,,43.0,1.0,12.0,5.0,4.0,43.0,,
318466869.0,2.0,,,,,,34.0,1.0,12.0,1.0,20.0,34.0,,
318466869.0,3.0,,,,,,63.0,1.0,0.0,1.0,45.0,63.0,,
318466970.0,2.0,,,,,,43.0,1.0,13.0,4.0,20.0,43.0,,
318466970.0,3.0,,,,,,25.0,1.0,8.0,4.0,5.0,25.0,,
318467071.0,2.0,,,,,,46.0,1.0,14.0,4.0,22.0,46.0,,
318467071.0,3.0,,,,,,47.0,1.0,10.0,3.0,20.0,47.0,,
318467172.0,2.0,,,,,,26.0,1.0,10.0,6.0,10.0,26.0,,
318467172.0,3.0,,,,,,30.0,1.0,6.0,6.0,10.0,30.0,,
319477273.0,2.0,,,,,,45.0,1.0,4.0,1.0,20.0,45.0,,
319477273.0,3.0,,,,,,59.0,1.0,8.0,5.0,18.0,59.0,,
319477274.0,2.0,,,,,,60.0,1.0,5.0,3.0,35.0,60.0,,
319477274.0,3.0,,,,,,44.0,1.0,14.0,1.0,18.0,44.0,,
319477374.0,2.0,,,,,,24.0,1.0,5.0,3.0,5.0,24.0,,
319477374.0,3.0,,,,,,27.0,1.0,10.0,1.0,10.0,27.0,,
319487476.0,2.0,,,,,,51.0,1.0,12.0,5.0,19.0,51.0,,
319487476.0,3.0,,,,,,63.0,1.0,23.0,3.0,35.0,7.0,,
215395758.0,1.0,,,,,,38.0,1.0,14.0,4.0,22.0,38.0,,
213324952.0,1.0,,,,,,39.0,1.0,8.0,6.0,20.0,39.0,,
102030405.0,1.0,,,,,,66.0,1.0,8.0,6.0,35.0,45.0,,
105111819.0,1.0,,,,,,55.0,1.0,5.0,1.0,25.0,37.0,,
105121920.0,1.0,,,,,,62.0,1.0,13.0,4.0,25.0,62.0,,
107162526.0,1.0,,,,,,26.0,1.0,13.0,3.0,7.0,26.0,,
104081415.0,1.0,,,,,,55.0,1.0,10.0,4.0,28.0,55.0,,
104091516.0,1.0,,,,,,47.0,1.0,13.0,1.0,20.0,47.0,,
101010101.0,1.0,,,,,,25.0,1.0,14.0,3.0,16.0,-44.0,,
217446566.0,1.0,,,,,,47.0,1.0,13.0,4.0,26.0,50.0,,
318466970.0,1.0,,,,,,44.0,1.0,14.0,4.0,14.0,44.0,,
318467172.0,1.0,,,,,,69.0,1.0,8.0,1.0,40.0,69.0,,
217456768.0,1.0,,,,,,28.0,1.0,10.0,6.0,14.0,50.0,,
112314748.0,1.0,,,,,,34.0,1.0,14.0,4.0,14.0,34.0,,
213324950.0,1.0,,,,,,27.0,1.0,23.0,6.0,18.0,27.0,,
213324849.0,1.0,,,,,,41.0,1.0,10.0,1.0,20.0,41.0,,
112304546.0,1.0,,,,,,70.0,1.0,10.0,1.0,22.0,60.0,,
217446465.0,1.0,,,,,,64.0,1.0,4.0,1.0,40.0,64.0,,
214345253.0,1.0,,,,,,51.0,1.0,12.0,1.0,12.0,51.0,,
215395859.0,1.0,,,,,,60.0,1.0,8.0,1.0,35.0,60.0,,
215405960.0,1.0,,,,,,57.0,1.0,5.0,1.0,4.0,15.0,,
318466869.0,1.0,,,,,,35.0,1.0,12.0,1.0,35.0,35.0,,
214365455.0,1.0,,,,,,59.0,1.0,0.0,1.0,10.0,40.0,,
217446667.0,1.0,,,,,,28.0,1.0,0.0,6.0,10.0,50.0,,
104081213.0,1.0,,,,,,36.0,1.0,10.0,3.0,6.0,36.0,,
101020304.0,1.0,,,,,,37.0,1.0,10.0,1.0,35.0,70.0,,
104081314.0,1.0,,,,,,54.0,1.0,8.0,3.0,40.0,54.0,,
102030607.0,1.0,,,,,,21.0,1.0,8.0,1.0,6.0,21.0,,
102040708.0,1.0,,,,,,31.0,1.0,6.0,6.0,10.0,31.0,,
102030506.0,1.0,,,,,,55.0,1.0,8.0,1.0,22.0,55.0,,
106132021.0,1.0,,,,,,61.0,1.0,12.0,1.0,40.0,61.0,,
112304647.0,1.0,,,,,,23.0,1.0,10.0,4.0,3.0,23.0,,
103050809.0,1.0,,,,,,63.0,1.0,10.0,1.0,14.0,63.0,,
105101718.0,1.0,,,,,,47.0,1.0,0.0,1.0,25.0,47.0,,
110243839.0,1.0,,,,,,41.0,1.0,0.0,6.0,41.0,41.0,,
110243738.0,1.0,,,,,,22.0,1.0,12.0,6.0,1.0,22.0,,
109233435.0,1.0,,,,,,55.0,1.0,10.0,1.0,30.0,55.0,,
110253940.0,1.0,,,,,,52.0,1.0,7.0,1.0,20.0,52.0,,
216416061.0,1.0,,,,,,49.0,1.0,10.0,1.0,28.0,49.0,,
216416162.0,1.0,,,,,,38.0,1.0,12.0,1.0,5.0,38.0,,
216426263.0,1.0,,,,,,50.0,1.0,14.0,4.0,27.0,50.0,,
214375556.0,1.0,,,,,,52.0,1.0,23.0,6.0,20.0,45.0,,
318467071.0,1.0,,,,,,35.0,1.0,12.0,3.0,12.0,35.0,,
319477273.0,1.0,,,,,,48.0,1.0,5.0,3.0,10.0,48.0,,
107152425.0,1.0,,,,,,29.0,1.0,10.0,1.0,11.0,29.0,,
319487476.0,1.0,,,,,,56.0,1.0,16.0,3.0,20.0,56.0,,
108203031.0,1.0,,,,,,55.0,1.0,10.0,1.0,15.0,55.0,,
108213132.0,1.0,,,,,,46.0,1.0,10.0,1.0,5.0,46.0,,
109223233.0,1.0,,,,,,30.0,1.0,10.0,6.0,10.0,30.0,,
109233536.0,1.0,,,,,,30.0,1.0,14.0,2.0,3.0,31.0,,
111274142.0,1.0,,,,,,41.0,1.0,10.0,1.0,10.0,41.0,,
111274243.0,1.0,,,,,,64.0,1.0,10.0,1.0,4.0,64.0,,
106132122.0,1.0,,,,,,33.0,1.0,8.0,1.0,20.0,33.0,,
319477274.0,1.0,,,,,,46.0,1.0,14.0,4.0,20.0,25.0,,
106142223.0,1.0,,,,,,45.0,1.0,12.0,3.0,3.0,45.0,,
215385657.0,1.0,,,,,,33.0,1.0,14.0,1.0,15.0,33.0,,
111264041.0,1.0,,,,,,50.0,1.0,10.0,4.0,4.0,50.0,,
103060910.0,1.0,,,,,,80.0,1.0,13.0,1.0,41.0,80.0,,
103071112.0,1.0,,,,,,50.0,1.0,4.0,1.0,20.0,50.0,,
213335051.0,1.0,,,,,,50.0,1.0,12.0,2.0,25.0,50.0,,
112294445.0,1.0,,,,,,22.0,1.0,10.0,1.0,8.0,22.0,,
101010203.0,1.0,,,,,,47.0,1.0,5.0,1.0,25.0,47.0,,
103061011.0,1.0,,,,,,75.0,1.0,8.0,1.0,20.0,32.0,,
101010202.0,1.0,,,,,,28.0,1.0,13.0,1.0,4.0,-44.0,,
110243637.0,1.0,,,,,,51.0,1.0,4.0,6.0,32.0,51.0,,
109223334.0,1.0,,,,,,55.0,1.0,10.0,6.0,25.0,55.0,,
319477375.0,1.0,,,,,,51.0,1.0,13.0,4.0,31.0,51.0,,
108192930.0,1.0,,,,,,50.0,1.0,5.0,1.0,9.0,40.0,,
108182829.0,1.0,,,,,,30.0,1.0,8.0,1.0,1.0,30.0,,
106142324.0,1.0,,,,,,55.0,1.0,10.0,1.0,12.0,55.0,,
111284344.0,1.0,,,,,,45.0,1.0,12.0,1.0,20.0,45.0,,
105101617.0,1.0,,,,,,63.0,1.0,5.0,1.0,29.0,55.0,,
216436364.0,1.0,,,,,,35.0,1.0,10.0,1.0,20.0,35.0,,
