CID,NA_NoPSM,NA_TNoPPCamp,NA_NoCandM,NA_MaxCampM,NA_MaxCampM_NoR,NA_MaxCampM_DTD,NA_MaxCamp_AdvTV,NA_MaxCamp_AdvBB,NA_MaxCamp_AdvNews,NA_MaxCamp_AdvES,NA_MNA_PP,NA_MNA_NoV,NA_MNA_GroupMeets,NA_ElecFair,NA_MNA_WobM,NA_PPCampaign_PartyCode,NA_PPCampaign,PA_NoPSM,PA_TNoPPCamp,PA_NoCandM,PA_MaxCampM,PA_MaxCampM_NoR,PA_MaxCampM_DTD,PA_MaxCamp_AdvTV,PA_MaxCamp_AdvBB,PA_MaxCamp_AdvNews,PA_MaxCamp_AdvES,PA_MPA_PP,PA_MPA_NoV,PA_MPA_GroupMeets,PA_ElecFair,PA_MPA_WobM,PA_PPCampaign_PartyCode,PA_PPCampaign
102040708,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
102040708,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
102030506,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
106132021,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
112304647,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
103050809,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
105101718,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
110243839,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
110243738,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
109233435,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
110253940,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,22.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,24.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,25.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,
216416061,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,15.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,16.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,19.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,,,
216416162,,,,,,,,,,,,,,,,21.0,0.0,,,,,,,,,,,,,,,,,
