CID,FID,Community,D_ID,G_GiM_Better1,G_GiM_Better2,G_GiM_Better3,G_GiM_Worse1,G_GiM_Worse2,G_GiM_Worse3,G_IG_HC1,G_IG_HC2,G_IG_HC3,G_IG_SL1,G_IG_SL2,G_IG_SL3,G_IG_WU1,G_IG_WU2,G_IG_WU3,G_OMM,G_OMM_NoF,G_OMM_NoM,G_OMM_NoT,G_OMM_Purp1,G_OMM_Purp2,G_OMM_Purp3,G_OMM_Tunit,G_PrgmEffC_1y,G_PrgmEffC_5y,G_PrgmM_FIntro,G_PrgmM_NoHHB,G_PrgmM_StillRun,G_Prgm_2007NoHHB,G_Prgm_Decide,G_Prgm_ID,G_Prgm_ILoM,G_Prgm_M,G_Prgm_Name,G_Prgm_Purp1,G_Prgm_Purp2,G_Prgm_Purp3,M_ID,P_ID,Survey_Round,T_ID,UC_ID,Unnamed: 0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,70.0,,,1.0,1.0,1.0,1.0,Aurat Foundation,6.0,3.0,4.0,,,,,,642.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,180.0,,,2.0,2.0,1.0,1.0,Edhi Foundation,11.0,6.0,3.0,,,,,,643.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0,20.0,1.0,,1.0,3.0,1.0,1.0,Khushal Pakistan,3.0,2.0,6.0,,,,,,644.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,645.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,646.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,647.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,648.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,649.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,0.0,Sarhad RSP,,,,,,,,,650.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,651.0
107172728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,652.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,5.0,,,5.0,1.0,4.0,1.0,Aurat Foundation,6.0,,,,,,,,653.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,654.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,655.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,4.0,,0.0,BISP,,,,,,,,,656.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,657.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,658.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,659.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,660.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,661.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,662.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,663.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,0.0,,,5.0,1.0,4.0,1.0,Aurat Foundation,,,,,,,,,664.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,665.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,666.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,667.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,668.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,669.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,7.0,,0.0,PRSP,,,,,,,,,670.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,671.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,672.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3.0,10.0,2.0,1.0,PPAF,9.0,,,,,,,,673.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,674.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,0.0,,,5.0,1.0,4.0,1.0,Aurat Foundation,3.0,,,,,,,,675.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,676.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,677.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,678.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,679.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,0.0,NRSP,,,,,,,,,680.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,681.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,682.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,683.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,684.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,685.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,0.0,,,5.0,1.0,3.0,1.0,Aurat Foundation,6.0,,,,,,,,686.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,687.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,688.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,689.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,690.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,691.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,7.0,,0.0,PRSP,,,,,,,,,692.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,693.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,694.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,695.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,696.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,32.0,1.0,,1.0,1.0,3.0,1.0,Aurat Foundation,4.0,3.0,2.0,,,,,,697.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,698.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,699.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,700.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,0.0,Watan Card,,,,,,,,,701.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,702.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,703.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,704.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,705.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,706.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,707.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,0.0,,,1.0,1.0,4.0,1.0,Aurat Foundation,4.0,3.0,6.0,,,,,,708.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,0.0,Edhi Foundation,,,,,,,,,709.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,710.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,711.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,712.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,713.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,7.0,,0.0,PRSP,,,,,,,,,714.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,0.0,Sindh RSP,,,,,,,,,715.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,716.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,717.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,718.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,7.0,,,1.0,1.0,3.0,1.0,Aurat Foundation,6.0,3.0,1.0,,,,,,719.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,720.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,721.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,722.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,723.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,724.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,725.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,726.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,727.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,0.0,PPAF,,,,,,,,,728.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,729.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,10.0,,,1.0,1.0,3.0,1.0,Aurat Foundation,4.0,6.0,1.0,,,,,,730.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,731.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,732.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,BISP,,,,,,,,,733.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,5.0,,0.0,Watan Card,,,,,,,,,734.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,735.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,736.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,0.0,Sindh RSP,,,,,,,,,737.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,738.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,739.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,740.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,100.0,,,1.0,1.0,1.0,1.0,Aurat Foundation,4.0,6.0,2.0,,,,,,741.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,0.0,Edhi Foundation,,,,,,,,,742.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.0,200.0,,,3.0,3.0,2.0,1.0,Khushal Pakistan,6.0,3.0,5.0,,,,,,743.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,744.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,745.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,746.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,747.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,748.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,749.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,750.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,751.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,25.0,1.0,,1.0,1.0,1.0,1.0,Aurat Foundation,6.0,4.0,,,,,,,752.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,753.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,100.0,1.0,,1.0,3.0,1.0,1.0,Khushal Pakistan,6.0,7.0,3.0,,,,,,754.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,755.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,756.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,757.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,758.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,759.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,760.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,761.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,762.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,40.0,,,1.0,1.0,1.0,1.0,Aurat Foundation,4.0,6.0,2.0,,,,,,763.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,764.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,765.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,4.0,,0.0,BISP,,,,,,,,,766.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,767.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,0.0,NRSP,,,,,,,,,768.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,769.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,770.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,771.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,772.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,,0.0,AKRSP,,,,,,,,,773.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,20.0,,,1.0,1.0,1.0,1.0,Aurat Foundation,4.0,6.0,5.0,,,,,,774.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,775.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,776.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,777.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,778.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,779.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,780.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,781.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,782.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,783.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,,0.0,AKRSP,,,,,,,,,784.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,25.0,,,2.0,1.0,4.0,1.0,Aurat Foundation,6.0,2.0,5.0,,,,,,785.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,786.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,787.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,788.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,789.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,0.0,NRSP,,,,,,,,,790.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,7.0,,0.0,PRSP,,,,,,,,,791.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,792.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,0.0,Sarhad RSP,,,,,,,,,793.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,794.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,795.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,10.0,,,3.0,1.0,2.0,1.0,Aurat Foundation,6.0,2.0,4.0,,,,,,796.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,797.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,798.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,799.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,800.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,801.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,7.0,,0.0,PRSP,,,,,,,,,802.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,803.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,0.0,Sarhad RSP,,,,,,,,,804.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF,,,,,,,,,805.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,806.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,6.0,,,1.0,1.0,4.0,1.0,Aurat Foundation,5.0,6.0,4.0,,,,,,807.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,808.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,809.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,810.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,811.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,0.0,NRSP,,,,,,,,,812.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,813.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,814.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,0.0,Sarhad RSP,,,,,,,,,815.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,0.0,PPAF,,,,,,,,,816.0
111274243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,817.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,40.0,,,2.0,1.0,3.0,1.0,Aurat Foundation,6.0,5.0,2.0,,,,,,818.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Edhi Foundation,,,,,,,,,819.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,820.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,821.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,822.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,0.0,NRSP,,,,,,,,,823.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PRSP,,,,,,,,,824.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,Sindh RSP,,,,,,,,,825.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,Sarhad RSP,,,,,,,,,826.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,0.0,PPAF,,,,,,,,,827.0
111284344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,828.0
112294445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,,1.0,1.0,3.0,1.0,Aurat Foundation,6.0,,,,,,,,829.0
112294445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,0.0,Edhi Foundation,,,,,,,,,830.0
112294445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,Khushal Pakistan,,,,,,,,,831.0
112294445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,0.0,BISP,,,,,,,,,832.0
112294445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,5.0,,0.0,Watan Card,,,,,,,,,833.0
112294445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,0.0,NRSP,,,,,,,,,834.0
