CID,FID,Land_ID,Community,D_ID,Land_KGinMaund,Land_PPLD,Land_PPLD_Prblm,Land_S_12m,Land_S_NoP12m,Land_Type,M_ID,P_ID,Survey_Round,T_ID,UC_ID
110253940.0,1102539404.0,5.0,4.0,10.0,40.0,1.0,0.0,1.0,1.0,5.0,40.0,1.0,1.0,25.0,39.0
111264041.0,1112640411.0,1.0,1.0,11.0,40.0,1.0,0.0,1.0,0.0,1.0,41.0,1.0,1.0,26.0,40.0
111264041.0,1112640411.0,2.0,1.0,11.0,40.0,1.0,0.0,1.0,0.0,2.0,41.0,1.0,1.0,26.0,40.0
111264041.0,1112640411.0,3.0,1.0,11.0,40.0,1.0,0.0,1.0,0.0,3.0,41.0,1.0,1.0,26.0,40.0
111264041.0,1112640411.0,4.0,1.0,11.0,40.0,1.0,0.0,1.0,0.0,4.0,41.0,1.0,1.0,26.0,40.0
111264041.0,1112640411.0,5.0,1.0,11.0,40.0,1.0,0.0,0.0,0.0,5.0,41.0,1.0,1.0,26.0,40.0
111274142.0,1112741422.0,1.0,2.0,11.0,40.0,1.0,0.0,0.0,0.0,1.0,42.0,1.0,1.0,27.0,41.0
111274142.0,1112741422.0,2.0,2.0,11.0,40.0,1.0,0.0,0.0,0.0,2.0,42.0,1.0,1.0,27.0,41.0
111274142.0,1112741422.0,3.0,2.0,11.0,40.0,1.0,0.0,0.0,0.0,3.0,42.0,1.0,1.0,27.0,41.0
111274142.0,1112741422.0,4.0,2.0,11.0,40.0,1.0,0.0,0.0,0.0,4.0,42.0,1.0,1.0,27.0,41.0
111274142.0,1112741422.0,5.0,2.0,11.0,40.0,1.0,0.0,0.0,0.0,5.0,42.0,1.0,1.0,27.0,41.0
111274243.0,1112742433.0,1.0,3.0,11.0,40.0,1.0,0.0,1.0,5.0,1.0,43.0,1.0,1.0,27.0,42.0
111274243.0,1112742433.0,2.0,3.0,11.0,40.0,1.0,0.0,0.0,0.0,2.0,43.0,1.0,1.0,27.0,42.0
111274243.0,1112742433.0,3.0,3.0,11.0,40.0,1.0,0.0,0.0,0.0,3.0,43.0,1.0,1.0,27.0,42.0
111274243.0,1112742433.0,4.0,3.0,11.0,40.0,1.0,0.0,1.0,5.0,4.0,43.0,1.0,1.0,27.0,42.0
111274243.0,1112742433.0,5.0,3.0,11.0,40.0,1.0,0.0,0.0,0.0,5.0,43.0,1.0,1.0,27.0,42.0
111284344.0,1112843444.0,1.0,4.0,11.0,40.0,1.0,0.0,1.0,2.0,1.0,44.0,1.0,1.0,28.0,43.0
111284344.0,1112843444.0,2.0,4.0,11.0,40.0,1.0,0.0,0.0,0.0,2.0,44.0,1.0,1.0,28.0,43.0
111284344.0,1112843444.0,3.0,4.0,11.0,40.0,1.0,0.0,1.0,2.0,3.0,44.0,1.0,1.0,28.0,43.0
111284344.0,1112843444.0,4.0,4.0,11.0,40.0,1.0,0.0,1.0,5.0,4.0,44.0,1.0,1.0,28.0,43.0
111284344.0,1112843444.0,5.0,4.0,11.0,40.0,1.0,0.0,0.0,0.0,5.0,44.0,1.0,1.0,28.0,43.0
112294445.0,1122944451.0,1.0,1.0,12.0,40.0,1.0,0.0,0.0,0.0,1.0,45.0,1.0,1.0,29.0,44.0
112294445.0,1122944451.0,2.0,1.0,12.0,40.0,1.0,0.0,0.0,0.0,2.0,45.0,1.0,1.0,29.0,44.0
112294445.0,1122944451.0,3.0,1.0,12.0,40.0,1.0,0.0,0.0,0.0,3.0,45.0,1.0,1.0,29.0,44.0
112294445.0,1122944451.0,4.0,1.0,12.0,40.0,1.0,0.0,0.0,0.0,4.0,45.0,1.0,1.0,29.0,44.0
112294445.0,1122944451.0,5.0,1.0,12.0,40.0,1.0,0.0,0.0,0.0,5.0,45.0,1.0,1.0,29.0,44.0
112304546.0,1123045462.0,1.0,2.0,12.0,40.0,1.0,0.0,0.0,0.0,1.0,46.0,1.0,1.0,30.0,45.0
112304546.0,1123045462.0,2.0,2.0,12.0,40.0,1.0,0.0,0.0,0.0,2.0,46.0,1.0,1.0,30.0,45.0
112304546.0,1123045462.0,3.0,2.0,12.0,40.0,0.0,3.0,0.0,0.0,3.0,46.0,1.0,1.0,30.0,45.0
112304546.0,1123045462.0,4.0,2.0,12.0,40.0,0.0,3.0,0.0,0.0,4.0,46.0,1.0,1.0,30.0,45.0
112304546.0,1123045462.0,5.0,2.0,12.0,40.0,1.0,0.0,0.0,0.0,5.0,46.0,1.0,1.0,30.0,45.0
112304647.0,1123046473.0,1.0,3.0,12.0,40.0,1.0,0.0,0.0,0.0,1.0,47.0,1.0,1.0,30.0,46.0
112304647.0,1123046473.0,2.0,3.0,12.0,40.0,1.0,0.0,0.0,0.0,2.0,47.0,1.0,1.0,30.0,46.0
112304647.0,1123046473.0,3.0,3.0,12.0,40.0,0.0,4.0,0.0,0.0,3.0,47.0,1.0,1.0,30.0,46.0
112304647.0,1123046473.0,4.0,3.0,12.0,40.0,0.0,4.0,0.0,0.0,4.0,47.0,1.0,1.0,30.0,46.0
112304647.0,1123046473.0,5.0,3.0,12.0,40.0,0.0,4.0,0.0,0.0,5.0,47.0,1.0,1.0,30.0,46.0
112314748.0,1123147484.0,1.0,4.0,12.0,40.0,1.0,0.0,1.0,3.0,1.0,48.0,1.0,1.0,31.0,47.0
112314748.0,1123147484.0,2.0,4.0,12.0,40.0,1.0,0.0,0.0,0.0,2.0,48.0,1.0,1.0,31.0,47.0
112314748.0,1123147484.0,3.0,4.0,12.0,40.0,1.0,0.0,0.0,0.0,3.0,48.0,1.0,1.0,31.0,47.0
112314748.0,1123147484.0,4.0,4.0,12.0,40.0,1.0,0.0,0.0,0.0,4.0,48.0,1.0,1.0,31.0,47.0
112314748.0,1123147484.0,5.0,4.0,12.0,40.0,1.0,0.0,0.0,0.0,5.0,48.0,1.0,1.0,31.0,47.0
213324849.0,2133248491.0,1.0,1.0,13.0,40.0,1.0,0.0,0.0,0.0,1.0,49.0,2.0,1.0,32.0,48.0
213324849.0,2133248491.0,2.0,1.0,13.0,40.0,1.0,0.0,0.0,0.0,2.0,49.0,2.0,1.0,32.0,48.0
213324849.0,2133248491.0,3.0,1.0,13.0,40.0,1.0,0.0,0.0,0.0,3.0,49.0,2.0,1.0,32.0,48.0
213324849.0,2133248491.0,4.0,1.0,13.0,40.0,1.0,0.0,0.0,0.0,4.0,49.0,2.0,1.0,32.0,48.0
213324849.0,2133248491.0,5.0,1.0,13.0,40.0,1.0,0.0,0.0,0.0,5.0,49.0,2.0,1.0,32.0,48.0
213324950.0,2133249502.0,1.0,2.0,13.0,40.0,1.0,0.0,0.0,0.0,1.0,50.0,2.0,1.0,32.0,49.0
213324950.0,2133249502.0,2.0,2.0,13.0,40.0,1.0,0.0,0.0,0.0,2.0,50.0,2.0,1.0,32.0,49.0
213324950.0,2133249502.0,3.0,2.0,13.0,40.0,1.0,0.0,0.0,0.0,3.0,50.0,2.0,1.0,32.0,49.0
213324950.0,2133249502.0,4.0,2.0,13.0,40.0,1.0,0.0,0.0,0.0,4.0,50.0,2.0,1.0,32.0,49.0
213324950.0,2133249502.0,5.0,2.0,13.0,40.0,1.0,0.0,0.0,0.0,5.0,50.0,2.0,1.0,32.0,49.0
213324952.0,2133249523.0,1.0,3.0,13.0,40.0,1.0,0.0,0.0,0.0,1.0,52.0,2.0,1.0,32.0,49.0
213324952.0,2133249523.0,2.0,3.0,13.0,40.0,1.0,0.0,0.0,0.0,2.0,52.0,2.0,1.0,32.0,49.0
213324952.0,2133249523.0,3.0,3.0,13.0,40.0,1.0,0.0,0.0,0.0,3.0,52.0,2.0,1.0,32.0,49.0
213324952.0,2133249523.0,4.0,3.0,13.0,40.0,1.0,0.0,0.0,0.0,4.0,52.0,2.0,1.0,32.0,49.0
213324952.0,2133249523.0,5.0,3.0,13.0,40.0,1.0,0.0,0.0,0.0,5.0,52.0,2.0,1.0,32.0,49.0
213335051.0,2133351514.0,1.0,4.0,13.0,40.0,1.0,0.0,1.0,2.0,1.0,51.0,2.0,1.0,33.0,50.0
213335051.0,2133351514.0,2.0,4.0,13.0,40.0,1.0,0.0,1.0,1.0,2.0,51.0,2.0,1.0,33.0,50.0
213335051.0,2133351514.0,3.0,4.0,13.0,40.0,1.0,0.0,0.0,0.0,3.0,51.0,2.0,1.0,33.0,50.0
213335051.0,2133351514.0,4.0,4.0,13.0,40.0,1.0,0.0,0.0,0.0,4.0,51.0,2.0,1.0,33.0,50.0
213335051.0,2133351514.0,5.0,4.0,13.0,40.0,1.0,0.0,0.0,0.0,5.0,51.0,2.0,1.0,33.0,50.0
214345253.0,2143452531.0,1.0,1.0,14.0,40.0,1.0,0.0,1.0,5.0,1.0,53.0,2.0,1.0,34.0,52.0
214345253.0,2143452531.0,2.0,1.0,14.0,40.0,1.0,0.0,0.0,0.0,2.0,53.0,2.0,1.0,34.0,52.0
214345253.0,2143452531.0,3.0,1.0,14.0,40.0,1.0,0.0,0.0,0.0,3.0,53.0,2.0,1.0,34.0,52.0
214345253.0,2143452531.0,4.0,1.0,14.0,40.0,1.0,0.0,0.0,0.0,4.0,53.0,2.0,1.0,34.0,52.0
214345253.0,2143452531.0,5.0,1.0,14.0,40.0,0.0,3.0,0.0,0.0,5.0,53.0,2.0,1.0,34.0,52.0
214355354.0,2143553542.0,1.0,2.0,14.0,40.0,1.0,0.0,0.0,0.0,1.0,54.0,2.0,1.0,35.0,53.0
214355354.0,2143553542.0,2.0,2.0,14.0,40.0,1.0,0.0,0.0,0.0,2.0,54.0,2.0,1.0,35.0,53.0
214355354.0,2143553542.0,3.0,2.0,14.0,40.0,0.0,2.0,0.0,0.0,3.0,54.0,2.0,1.0,35.0,53.0
214355354.0,2143553542.0,4.0,2.0,14.0,40.0,0.0,1.0,0.0,0.0,4.0,54.0,2.0,1.0,35.0,53.0
214355354.0,2143553542.0,5.0,2.0,14.0,40.0,0.0,3.0,0.0,0.0,5.0,54.0,2.0,1.0,35.0,53.0
214365455.0,2143654553.0,1.0,3.0,14.0,40.0,0.0,1.0,0.0,0.0,1.0,55.0,2.0,1.0,36.0,54.0
214365455.0,2143654553.0,2.0,3.0,14.0,40.0,0.0,1.0,0.0,0.0,2.0,55.0,2.0,1.0,36.0,54.0
214365455.0,2143654553.0,3.0,3.0,14.0,40.0,0.0,1.0,0.0,0.0,3.0,55.0,2.0,1.0,36.0,54.0
214365455.0,2143654553.0,4.0,3.0,14.0,40.0,0.0,1.0,0.0,0.0,4.0,55.0,2.0,1.0,36.0,54.0
214365455.0,2143654553.0,5.0,3.0,14.0,40.0,0.0,1.0,0.0,0.0,5.0,55.0,2.0,1.0,36.0,54.0
214375556.0,2143755564.0,1.0,4.0,14.0,40.0,1.0,0.0,1.0,3.0,1.0,56.0,2.0,1.0,37.0,55.0
214375556.0,2143755564.0,2.0,4.0,14.0,40.0,1.0,0.0,0.0,0.0,2.0,56.0,2.0,1.0,37.0,55.0
214375556.0,2143755564.0,3.0,4.0,14.0,40.0,1.0,0.0,0.0,0.0,3.0,56.0,2.0,1.0,37.0,55.0
214375556.0,2143755564.0,4.0,4.0,14.0,40.0,1.0,0.0,0.0,0.0,4.0,56.0,2.0,1.0,37.0,55.0
214375556.0,2143755564.0,5.0,4.0,14.0,40.0,1.0,0.0,0.0,0.0,5.0,56.0,2.0,1.0,37.0,55.0
215385657.0,2153856571.0,1.0,1.0,15.0,40.0,1.0,0.0,0.0,0.0,1.0,57.0,2.0,1.0,38.0,56.0
215385657.0,2153856571.0,2.0,1.0,15.0,40.0,1.0,0.0,0.0,0.0,2.0,57.0,2.0,1.0,38.0,56.0
215385657.0,2153856571.0,3.0,1.0,15.0,40.0,1.0,0.0,0.0,0.0,3.0,57.0,2.0,1.0,38.0,56.0
215385657.0,2153856571.0,4.0,1.0,15.0,40.0,1.0,0.0,0.0,0.0,4.0,57.0,2.0,1.0,38.0,56.0
215385657.0,2153856571.0,5.0,1.0,15.0,40.0,1.0,0.0,0.0,0.0,5.0,57.0,2.0,1.0,38.0,56.0
215395758.0,2153957582.0,1.0,2.0,15.0,40.0,1.0,0.0,1.0,3.0,1.0,58.0,2.0,1.0,39.0,57.0
215395758.0,2153957582.0,2.0,2.0,15.0,40.0,1.0,0.0,0.0,0.0,2.0,58.0,2.0,1.0,39.0,57.0
215395758.0,2153957582.0,3.0,2.0,15.0,40.0,1.0,0.0,0.0,0.0,3.0,58.0,2.0,1.0,39.0,57.0
215395758.0,2153957582.0,4.0,2.0,15.0,40.0,1.0,0.0,0.0,0.0,4.0,58.0,2.0,1.0,39.0,57.0
215395758.0,2153957582.0,5.0,2.0,15.0,40.0,1.0,0.0,0.0,0.0,5.0,58.0,2.0,1.0,39.0,57.0
215395859.0,2153958593.0,1.0,3.0,15.0,40.0,1.0,0.0,0.0,0.0,1.0,59.0,2.0,1.0,39.0,58.0
215395859.0,2153958593.0,2.0,3.0,15.0,40.0,1.0,0.0,0.0,0.0,2.0,59.0,2.0,1.0,39.0,58.0
215395859.0,2153958593.0,3.0,3.0,15.0,40.0,1.0,0.0,0.0,0.0,3.0,59.0,2.0,1.0,39.0,58.0
215395859.0,2153958593.0,4.0,3.0,15.0,40.0,1.0,0.0,0.0,0.0,4.0,59.0,2.0,1.0,39.0,58.0
215395859.0,2153958593.0,5.0,3.0,15.0,40.0,1.0,0.0,0.0,0.0,5.0,59.0,2.0,1.0,39.0,58.0
215405960.0,2154059604.0,1.0,4.0,15.0,40.0,1.0,0.0,0.0,0.0,1.0,60.0,2.0,1.0,40.0,59.0
215405960.0,2154059604.0,2.0,4.0,15.0,40.0,1.0,0.0,0.0,0.0,2.0,60.0,2.0,1.0,40.0,59.0
215405960.0,2154059604.0,3.0,4.0,15.0,40.0,1.0,0.0,0.0,0.0,3.0,60.0,2.0,1.0,40.0,59.0
215405960.0,2154059604.0,4.0,4.0,15.0,40.0,1.0,0.0,0.0,0.0,4.0,60.0,2.0,1.0,40.0,59.0
215405960.0,2154059604.0,5.0,4.0,15.0,40.0,1.0,0.0,0.0,0.0,5.0,60.0,2.0,1.0,40.0,59.0
216416061.0,2164160611.0,1.0,1.0,16.0,40.0,1.0,0.0,1.0,6.0,1.0,61.0,2.0,1.0,41.0,60.0
216416061.0,2164160611.0,2.0,1.0,16.0,40.0,1.0,0.0,0.0,0.0,2.0,61.0,2.0,1.0,41.0,60.0
216416061.0,2164160611.0,3.0,1.0,16.0,40.0,1.0,0.0,0.0,0.0,3.0,61.0,2.0,1.0,41.0,60.0
216416061.0,2164160611.0,4.0,1.0,16.0,40.0,1.0,0.0,0.0,0.0,4.0,61.0,2.0,1.0,41.0,60.0
216416061.0,2164160611.0,5.0,1.0,16.0,40.0,1.0,0.0,0.0,0.0,5.0,61.0,2.0,1.0,41.0,60.0
216416162.0,2164161622.0,1.0,2.0,16.0,40.0,0.0,6.0,0.0,0.0,1.0,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,2.0,2.0,16.0,40.0,0.0,6.0,0.0,0.0,2.0,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,3.0,2.0,16.0,40.0,0.0,6.0,0.0,0.0,3.0,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,4.0,2.0,16.0,40.0,0.0,6.0,0.0,0.0,4.0,62.0,2.0,1.0,41.0,61.0
216416162.0,2164161622.0,5.0,2.0,16.0,40.0,0.0,6.0,0.0,0.0,5.0,62.0,2.0,1.0,41.0,61.0
216426263.0,2164262633.0,1.0,3.0,16.0,40.0,0.0,0.0,0.0,0.0,,63.0,2.0,1.0,42.0,62.0
216436364.0,2164363644.0,1.0,4.0,16.0,40.0,0.0,1.0,0.0,0.0,5.0,64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,2.0,4.0,16.0,40.0,1.0,0.0,1.0,5.0,1.0,64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,3.0,4.0,16.0,40.0,1.0,0.0,0.0,0.0,2.0,64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,4.0,4.0,16.0,40.0,1.0,0.0,0.0,0.0,3.0,64.0,2.0,1.0,43.0,63.0
216436364.0,2164363644.0,5.0,4.0,16.0,40.0,1.0,0.0,0.0,0.0,4.0,64.0,2.0,1.0,43.0,63.0
217446465.0,2174464651.0,1.0,1.0,17.0,40.0,1.0,0.0,0.0,0.0,5.0,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,2.0,1.0,17.0,40.0,1.0,0.0,0.0,0.0,1.0,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,3.0,1.0,17.0,40.0,1.0,0.0,0.0,0.0,2.0,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,4.0,1.0,17.0,40.0,1.0,0.0,0.0,0.0,3.0,65.0,2.0,1.0,44.0,64.0
217446465.0,2174464651.0,5.0,1.0,17.0,40.0,1.0,0.0,0.0,0.0,4.0,65.0,2.0,1.0,44.0,64.0
217446566.0,2174465662.0,1.0,2.0,17.0,40.0,1.0,0.0,0.0,0.0,5.0,66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,2.0,2.0,17.0,40.0,1.0,0.0,1.0,1.0,1.0,66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,3.0,2.0,17.0,40.0,1.0,0.0,0.0,0.0,2.0,66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,4.0,2.0,17.0,40.0,1.0,0.0,0.0,0.0,3.0,66.0,2.0,1.0,44.0,65.0
217446566.0,2174465662.0,5.0,2.0,17.0,40.0,1.0,0.0,0.0,0.0,4.0,66.0,2.0,1.0,44.0,65.0
217446667.0,2174466673.0,1.0,3.0,17.0,40.0,1.0,0.0,0.0,0.0,5.0,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,2.0,3.0,17.0,40.0,1.0,0.0,0.0,0.0,1.0,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,3.0,3.0,17.0,40.0,1.0,0.0,0.0,0.0,2.0,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,4.0,3.0,17.0,40.0,1.0,0.0,0.0,0.0,3.0,67.0,2.0,1.0,44.0,66.0
217446667.0,2174466673.0,5.0,3.0,17.0,40.0,1.0,0.0,0.0,0.0,4.0,67.0,2.0,1.0,44.0,66.0
217456768.0,2174567684.0,1.0,4.0,17.0,40.0,0.0,3.0,0.0,0.0,5.0,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,2.0,4.0,17.0,40.0,0.0,3.0,0.0,0.0,1.0,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,3.0,4.0,17.0,40.0,0.0,3.0,0.0,0.0,2.0,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,4.0,4.0,17.0,40.0,0.0,3.0,0.0,0.0,3.0,68.0,2.0,1.0,45.0,67.0
217456768.0,2174567684.0,5.0,4.0,17.0,40.0,0.0,3.0,0.0,0.0,4.0,68.0,2.0,1.0,45.0,67.0
318466869.0,3184668691.0,1.0,1.0,18.0,50.0,1.0,0.0,0.0,0.0,5.0,69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,2.0,1.0,18.0,40.0,1.0,0.0,0.0,0.0,1.0,69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,3.0,1.0,18.0,40.0,1.0,0.0,0.0,0.0,2.0,69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,4.0,1.0,18.0,40.0,1.0,0.0,0.0,0.0,3.0,69.0,3.0,1.0,46.0,68.0
318466869.0,3184668691.0,5.0,1.0,18.0,40.0,1.0,0.0,0.0,0.0,4.0,69.0,3.0,1.0,46.0,68.0
318466970.0,3184669702.0,1.0,2.0,18.0,50.0,1.0,0.0,0.0,0.0,5.0,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,2.0,2.0,18.0,50.0,1.0,0.0,0.0,0.0,1.0,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,3.0,2.0,18.0,50.0,1.0,0.0,0.0,0.0,2.0,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,4.0,2.0,18.0,50.0,1.0,0.0,0.0,0.0,3.0,70.0,3.0,1.0,46.0,69.0
318466970.0,3184669702.0,5.0,2.0,18.0,50.0,1.0,0.0,0.0,0.0,4.0,70.0,3.0,1.0,46.0,69.0
318467071.0,3184670713.0,1.0,3.0,18.0,50.0,1.0,0.0,0.0,0.0,5.0,71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,2.0,3.0,18.0,50.0,1.0,0.0,0.0,0.0,1.0,71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,3.0,3.0,18.0,50.0,1.0,0.0,0.0,0.0,2.0,71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,4.0,3.0,18.0,50.0,1.0,0.0,1.0,1.0,3.0,71.0,3.0,1.0,46.0,70.0
318467071.0,3184670713.0,5.0,3.0,18.0,50.0,0.0,4.0,0.0,0.0,4.0,71.0,3.0,1.0,46.0,70.0
318467172.0,3184671724.0,1.0,4.0,18.0,50.0,0.0,3.0,0.0,0.0,5.0,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,2.0,4.0,18.0,50.0,0.0,3.0,1.0,3.0,1.0,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,3.0,4.0,18.0,50.0,0.0,3.0,0.0,0.0,2.0,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,4.0,4.0,18.0,50.0,0.0,3.0,0.0,0.0,3.0,72.0,3.0,1.0,46.0,71.0
318467172.0,3184671724.0,5.0,4.0,18.0,50.0,0.0,3.0,0.0,0.0,4.0,72.0,3.0,1.0,46.0,71.0
319477273.0,3194772731.0,1.0,1.0,19.0,40.0,1.0,0.0,0.0,0.0,5.0,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,2.0,1.0,19.0,50.0,1.0,0.0,0.0,0.0,1.0,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,3.0,1.0,19.0,50.0,1.0,0.0,0.0,0.0,2.0,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,4.0,1.0,19.0,50.0,1.0,0.0,0.0,0.0,3.0,73.0,3.0,1.0,47.0,72.0
319477273.0,3194772731.0,5.0,1.0,19.0,50.0,1.0,0.0,0.0,0.0,4.0,73.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,1.0,2.0,19.0,40.0,1.0,0.0,0.0,0.0,5.0,74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,2.0,2.0,19.0,40.0,1.0,0.0,0.0,0.0,1.0,74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,3.0,2.0,19.0,40.0,1.0,0.0,0.0,0.0,2.0,74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,4.0,2.0,19.0,40.0,1.0,0.0,0.0,0.0,3.0,74.0,3.0,1.0,47.0,72.0
319477274.0,3194772742.0,5.0,2.0,19.0,40.0,1.0,0.0,0.0,0.0,4.0,74.0,3.0,1.0,47.0,72.0
319477375.0,3194773753.0,1.0,3.0,19.0,40.0,1.0,0.0,0.0,0.0,5.0,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,2.0,3.0,19.0,40.0,1.0,0.0,1.0,6.0,1.0,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,3.0,3.0,19.0,40.0,1.0,0.0,1.0,3.0,2.0,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,4.0,3.0,19.0,40.0,1.0,0.0,1.0,6.0,3.0,75.0,3.0,1.0,47.0,73.0
319477375.0,3194773753.0,5.0,3.0,19.0,40.0,1.0,0.0,0.0,0.0,4.0,75.0,3.0,1.0,47.0,73.0
319487476.0,3194874764.0,1.0,4.0,19.0,40.0,1.0,0.0,0.0,0.0,5.0,76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,2.0,4.0,19.0,40.0,1.0,0.0,0.0,0.0,1.0,76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,3.0,4.0,19.0,40.0,1.0,0.0,0.0,0.0,2.0,76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,4.0,4.0,19.0,40.0,1.0,0.0,1.0,10.0,3.0,76.0,3.0,1.0,48.0,74.0
319487476.0,3194874764.0,5.0,4.0,19.0,40.0,1.0,0.0,0.0,0.0,4.0,76.0,3.0,1.0,48.0,74.0
101010101.0,,2.0,,,40.0,,,0.0,,Agricultural land (cultivable),,,,,
101010101.0,,3.0,,,40.0,,,0.0,,Agricultural land (non-cultiva,,,,,
101010101.0,,4.0,,,40.0,,,0.0,,Residential land (without cons,,,,,
101010101.0,,5.0,,,40.0,,,0.0,,Residential land (with constru,,,,,
101010101.0,,1.0,,,,,,0.0,,Land for animal sheds (e.g. da,,,,,
101010202.0,,2.0,,,,,,1.0,10.0,Agricultural land (cultivable),,,,,
101010202.0,,3.0,,,,,,0.0,,Agricultural land (non-cultiva,,,,,
101010202.0,,4.0,,,,,,0.0,,Residential land (without cons,,,,,
101010202.0,,5.0,,,,,,0.0,,Residential land (with constru,,,,,
101010202.0,,1.0,,,,,,0.0,,Land for animal sheds (e.g. da,,,,,
101010203.0,,2.0,,,,,,1.0,2.0,Agricultural land (cultivable),,,,,
101010203.0,,3.0,,,,,,0.0,,Agricultural land (non-cultiva,,,,,
101010203.0,,4.0,,,,,,1.0,2.0,Residential land (without cons,,,,,
101010203.0,,5.0,,,,,,0.0,,Residential land (with constru,,,,,
101010203.0,,1.0,,,,,,0.0,,Land for animal sheds (e.g. da,,,,,
101020304.0,,2.0,,,,,,1.0,1.0,Agricultural land (cultivable),,,,,
101020304.0,,3.0,,,,,,0.0,,Agricultural land (non-cultiva,,,,,
101020304.0,,4.0,,,,,,1.0,4.0,Residential land (without cons,,,,,
101020304.0,,5.0,,,,,,1.0,1.0,Residential land (with constru,,,,,
101020304.0,,1.0,,,,,,0.0,,Land for animal sheds (e.g. da,,,,,
102030405.0,,2.0,,,,,,1.0,6.0,Agricultural land (cultivable),,,,,
102030405.0,,3.0,,,,,,0.0,,Agricultural land (non-cultiva,,,,,
102030405.0,,4.0,,,,,,1.0,1.0,Residential land (without cons,,,,,
102030405.0,,5.0,,,,,,1.0,1.0,Residential land (with constru,,,,,
102030405.0,,1.0,,,,,,0.0,,Land for animal sheds (e.g. da,,,,,
102030506.0,,2.0,,,,,,1.0,2.0,Agricultural land (cultivable),,,,,
102030506.0,,3.0,,,,,,0.0,,Agricultural land (non-cultiva,,,,,
102030506.0,,4.0,,,,,,0.0,,Residential land (without cons,,,,,
102030506.0,,5.0,,,,,,0.0,,Residential land (with constru,,,,,
102030506.0,,1.0,,,,,,0.0,,Land for animal sheds (e.g. da,,,,,
102030607.0,,2.0,,,,,,1.0,4.0,Agricultural land (cultivable),,,,,
102030607.0,,3.0,,,,,,1.0,2.0,Agricultural land (non-cultiva,,,,,
102030607.0,,4.0,,,,,,1.0,1.0,Residential land (without cons,,,,,
102030607.0,,5.0,,,,,,0.0,,Residential land (with constru,,,,,
102030607.0,,1.0,,,,,,0.0,,Land for animal sheds (e.g. da,,,,,
102040708.0,,2.0,,,,,,1.0,10.0,Agricultural land (cultivable),,,,,
102040708.0,,3.0,,,,,,1.0,8.0,Agricultural land (non-cultiva,,,,,
102040708.0,,4.0,,,,,,1.0,2.0,Residential land (without cons,,,,,
102040708.0,,5.0,,,,,,0.0,,Residential land (with constru,,,,,
102040708.0,,1.0,,,,,,0.0,,Land for animal sheds (e.g. da,,,,,
103050809.0,,2.0,,,,,,1.0,3.0,Agricultural land (cultivable),,,,,
103050809.0,,3.0,,,,,,1.0,4.0,Agricultural land (non-cultiva,,,,,
